label,alpha,beta
1,0.554,0.072
0,0.126,0.19
0,0.146,0.48
0,0.272,0.632
0,0.244,0.53
1,0.932,0.004
1,0.516,0.228
0,0.25,0.526
0,0.052,0.4
0,0.096,0.552
1,0.464,0.288
0,0.312,0.636
0,0.434,0.94
0,0.164,0.796
0,0.218,0.076
0,0.298,0.572
0,0.382,0.094
0,0.04,0.836
0,0.092,0.256
1,0.462,0.402
1,0.458,0.012
0,0.082,0.916
0,0.42,0.302
0,0.004,0.07
0,0.214,0.222
0,0.264,0.588
0,0.064,0.02
0,0.206,0.2
0,0.306,0.24
1,0.638,0.924
1,0.992,0.932
0,0.312,0.734
0,0.094,0.736
0,0.204,0.082
1,0.566,0.798
0,0.22,0.558
1,0.974,0.006
0,0.064,0.194
1,0.558,0.094
1,0.962,0.514
1,0.678,0.954
0,0.402,0.942
0,0.374,0.942
1,0.702,0.92
0,0.028,0.458
0,0.286,0.376
0,0.37,0.454
0,0.012,0.868
0,0.082,0.41
0,0.188,0.308
0,0.018,0.766
0,0.382,0.966
0,0.398,0.508
0,0.298,0.21
1,0.536,0.648
0,0.25,0.512
0,0.318,0.87
0,0.452,0.982
0,0.202,0.662
0,0.252,0.224
1,0.656,0.95
0,0.166,0.69
0,0.044,0.75
0,0.074,0.832
0,0.126,0.338
1,0.416,0.144
1,0.56,0.24
1,0.506,0.57
1,0.968,0.914
0,0.28,0.616
0,0.22,0.872
0,0.172,0.97
0,0.024,0.448
0,0.032,0.43
0,0.298,0.424
0,0.044,0.678
1,0.508,0.148
1,0.49,0.214
0,0.25,0.324
0,0.118,0.52
0,0.102,0.476
0,0.184,0.03
0,0.322,0.394
0,0.19,0.404
0,0.184,0.868
0,0.218,0.112
1,0.842,0.866
0,0.136,0.246
1,0.642,0.008
0,0.45,0.884
0,0.072,0.816
0,0.082,0.334
0,0.164,0.448
1,0.608,0.172
0,0.248,0.092
1,0.578,0.47
0,0.132,0.254
0,0.252,0.962
1,0.59,0.36
0,0.042,0.254
0,0.076,0.822
0,0.192,0.964
0,0.196,0.326
1,0.52,0.268
1,0.894,0.988
0,0.014,0.656
0,0.064,0.856
0,0.098,0.03
0,0.13,0.682
0,0.488,0.914
1,0.94,0.956
1,0.448,0.594
0,0.416,0.916
1,0.88,0.936
0,0.258,0.65
0,0.304,0.21
0,0.38,0.95
1,0.976,0.872
0,0.158,0.162
0,0.086,0.512
1,0.924,0.97
1,0.53,0.584
1,0.552,0.438
1,0.506,0.256
0,0.16,0.542
0,0.25,0.614
1,0.506,0.352
1,0.588,0.138
1,0.554,0.962
0,0.044,0.82
0,0.098,0.41
1,0.496,0.69
0,0.27,0.776
0,0.068,0.924
0,0.126,0.746
1,0.548,0.634
0,0.058,0.664
0,0.198,0.87
1,0.584,0.774
0,0.11,0.43
1,0.578,0.558
0,0.024,0.1
1,0.458,0.552
0,0.372,0.34
1,0.656,0.902
1,0.442,0.266
0,0.162,0.13
1,0.606,0.756
0,0.24,0.58
1,0.518,0.292
0,0.18,0.006
0,0.348,0.698
0,0.278,0.56
0,0.094,0.048
0,0.312,0.534
1,0.83,0.874
1,0.534,0.73
1,0.546,0.292
1,0.56,0.602
0,0.418,0.526
1,0.49,0.584
1,0.504,0.354
0,0.108,0.94
0,0.108,0
0,0.152,0.78
0,0.336,0.594
0,0.016,0.14
1,0.984,0.528
0,0.404,0.958
1,0.586,0.728
1,0.708,0.99
1,0.442,0.038
0,0.426,0.906
0,0.18,0.21
0,0.138,0.63
1,0.534,0.21
0,0.042,0.744
0,0.316,0.18
1,0.988,0.006
0,0.076,0.574
1,0.454,0.422
0,0.452,0.632
0,0.154,0.224
1,0.482,0.552
0,0.384,0.666
0,0.002,0.7
1,0.978,0.426
0,0.04,0.642
1,0.512,0.342
1,0.482,0.036
0,0.158,0.636
1,0.952,0.07
1,0.546,0.454
0,0.144,0.04
0,0.064,0.83
0,0.09,0.636
0,0.276,0.106
0,0.444,0.634
0,0.256,0.04
0,0.324,0.256
0,0.176,0.896
1,0.538,0.552
0,0.092,0.348
0,0.31,0.524
0,0.066,0.216
1,0.58,0.548
0,0.03,0.368
0,0.066,0.91
0,0.142,0.302
0,0.302,0.56
0,0.138,0.494
1,0.518,0.456
1,0.546,0.232
0,0.054,0.964
0,0.306,0.358
0,0.322,0.072
0,0.248,0.55
0,0.082,0.54
0,0.206,0.566
0,0.096,0.074
0,0.278,0.416
0,0.138,0.714
0,0.172,0.264
0,0.216,0.738
0,0.24,0.794
0,0.062,0.518
0,0.174,0.67
0,0.206,0.652
0,0.052,0.028
0,0.354,0.938
1,0.572,0.304
0,0.108,0.74
0,0.41,0.902
0,0.398,0.888
0,0.078,0.878
0,0.106,0.728
1,0.584,0.324
0,0.316,0.038
0,0.106,0.71
0,0.244,0.15
0,0.084,0.246
0,0.084,0.258
0,0.16,0.792
0,0.16,0.556
0,0.078,0.876
1,0.586,0.004
0,0.076,0.012
1,0.548,0.298
0,0.188,0.206
0,0.12,0.734
0,0.048,0.108
0,0.042,0.646
1,0.988,0.08
0,0.332,0.426
0,0.118,0.39
0,0.054,0.512
0,0.174,0.532
0,0.38,0.9
0,0.136,0.314
0,0.056,0.49
0,0.054,0.428
0,0.51,0.914
1,0.982,0.062
1,0.52,0.01
0,0.052,0.812
1,0.996,0.65
0,0.2,0.604
0,0.392,0.056
1,0.824,0.912
0,0.382,0.95
0,0.254,0.906
1,0.788,0.034
0,0.078,0.52
0,0.282,0.17
1,0.526,0.79
0,0.336,0.932
0,0.004,0.24
0,0.286,0.772
1,0.474,0.25
0,0.028,0.558
1,0.476,0.892
0,0.08,0.912
0,0.248,0.156
0,0.252,0.766
1,0.686,0.994
0,0.208,0.014
0,0.308,0.3
0,0.456,0.852
0,0.142,0.582
1,0.496,0.436
0,0.258,0.692
0,0.266,0.796
0,0.25,0.91
0,0.17,0.656
1,0.558,0.914
1,0.484,0.13
0,0.416,0.624
0,0.362,0.972
0,0.046,0.84
0,0.4,0.52
0,0.058,0.78
0,0.408,0.042
1,0.612,0.7
1,0.886,0.018
0,0.114,0.134
1,0.524,0.84
0,0.05,0.908
0,0.372,0.468
0,0.326,0.928
0,0.018,0.782
0,0.032,0.116
0,0.122,0.036
0,0.118,0.498
0,0.038,0.496
0,0.044,0.84
0,0.056,0.352
0,0.222,0.638
1,0.872,0.976
0,0.452,0.242
0,0.206,0.232
0,0.392,0.558
0,0.256,0.646
1,0.478,0.41
0,0.166,0.97
0,0.096,0.018
1,0.578,0.726
1,0.546,0.928
0,0.168,0.002
0,0.03,0.21
0,0.018,0.578
1,0.924,0.858
0,0.272,0.93
0,0.21,0.326
0,0.116,0.52
1,0.788,0.85
1,0.658,0.866
0,0.06,0.71
1,0.472,0.62
0,0.086,0.842
0,0.088,0.582
0,0.35,0.254
0,0.028,0.842
0,0.038,0.048
1,0.542,0.482
1,0.514,0.704
0,0.31,0.014
1,0.578,0.688
0,0.284,0.03
0,0.136,0.552
0,0.06,0.656
1,0.528,0.288
0,0.42,0.936
0,0.116,0.696
0,0.136,0.878
1,0.454,0.014
0,0.236,0.598
0,0.4,0.192
1,0.56,0.724
0,0.246,0.164
0,0.368,0.604
0,0.262,0.77
1,0.554,0.05
0,0.174,0.228
0,0.394,0.126
1,0.572,0.342
0,0.076,0.962
1,0.484,0.14
1,0.514,0.634
1,0.476,0.26
1,0.542,0.602
1,0.542,0.446
1,0.526,0.63
1,0.514,0.172
1,0.46,0.122
0,0.336,0.198
1,0.458,0.242
1,0.654,0.916
1,0.558,0.678
0,0.212,0.844
0,0.36,0.848
0,0.062,0.092
0,0.076,0.662
0,0.06,0.334
0,0.08,0.434
0,0.202,0.948
0,0.206,0.372
0,0.254,0.35
0,0.06,0.268
1,0.652,0.068
0,0.1,0.272
0,0.22,0.542
1,0.578,0.854
0,0.192,0.096
0,0.07,0.212
0,0.05,0.294
0,0.326,0.476
0,0.144,0.482
0,0.396,0.184
0,0.338,0.612
1,0.514,0.902
0,0.346,0.378
0,0.304,0.036
0,0.21,0.018
0,0.264,0.55
0,0.236,0.334
1,0.624,0.946
0,0.238,0.782
0,0.094,0.88
0,0.202,0.27
1,0.424,0.784
0,0.11,0.884
0,0.402,0.16
0,0.166,0.944
0,0.208,0.912
0,0.092,0.302
0,0.148,0.484
1,0.956,0.064
0,0.434,0.628
1,0.548,0.326
1,0.582,0.19
0,0.346,0.412
0,0.116,0.324
1,0.914,0.908
0,0.202,0.282
0,0.338,0.278
0,0.114,0.224
0,0.374,0.542
0,0.374,0.484
0,0.22,0.626
0,0.092,0.944
1,0.552,0.606
1,0.536,0.088
1,0.492,0.394
0,0,0.728
0,0.156,0.386
1,0.986,0.046
1,0.548,0.648
1,0.558,0.446
0,0.288,0.088
0,0.26,0.938
0,0.112,0.536
0,0.26,0.588
0,0.084,0.35
0,0.126,0.61
0,0.148,0.798
1,0.598,0.712
1,0.604,0.03
0,0.02,0.43
0,0.202,0.38
0,0.44,0.92
0,0.29,0.066
0,0.342,0.814
1,0.52,0.518
1,0.568,0.684
1,0.708,0.89
1,0.498,0.226
0,0.236,0.136
0,0.024,0.83
1,0.7,0.996
0,0.334,0.636
0,0.052,0.792
0,0.238,0.14
0,0.022,0.53
1,0.498,0.752
1,0.476,0.066
0,0.31,0.104
1,0.936,0.026
1,0.614,0.882
0,0.394,0.128
1,0.572,0.914
1,0.59,0.174
0,0.392,0.316
0,0.432,0.75
0,0.1,0.324
0,0.352,0.806
0,0.504,0.854
0,0.128,0.224
0,0.368,0.654
1,0.498,0.32
0,0.224,0.878
1,0.47,0.098
0,0.038,0.44
1,0.49,0.032
0,0.2,0.588
1,0.702,0.95
1,0.622,0.786
0,0.412,0.898
0,0.072,0.862
0,0.398,0.948
0,0.152,0.916
0,0.04,0.894
1,0.546,0.5
0,0.01,0.822
0,0.204,0.992
0,0.41,0.09
0,0.398,0.662
1,0.946,0.07
1,1,0.16
0,0.41,0.696
1,0.496,0.176
1,0.55,0.942
1,0.584,0.354
0,0.262,0.74
0,0.052,0.538
1,0.506,0.642
0,0.294,0.224
0,0.24,0.024
0,0.062,0.662
0,0.326,0.558
0,0.036,0.04
0,0.082,0.818
0,0.182,0.298
0,0.048,0.72
1,0.952,0.608
1,0.532,0.544
1,0.658,0.882
0,0.39,0.12
0,0.214,0.296
0,0.468,0.56
1,0.634,0.784
0,0.172,0.478
0,0.084,0.492
0,0.116,0.684
0,0.092,0.32
0,0.15,0.218
0,0.028,0.876
0,0.182,0.184
0,0.278,0.942
1,0.53,0.488
0,0.092,0.456
0,0.334,0.868
1,0.978,0.58
0,0.188,0.652
0,0.086,0.25
1,0.57,0.918
1,0.454,0.08
0,0.39,0.276
1,0.444,0.014
0,0.262,0.644
1,0.564,0.936
0,0.366,0.138
0,0.062,0.912
0,0.13,0.54
1,0.584,0.964
1,0.906,0.944
0,0.308,0.006
1,0.584,0.518
1,0.512,0.934
0,0.014,0.816
1,0.808,0.014
0,0.262,0.654
0,0.012,0.316
0,0.076,0.918
0,0.068,0.662
0,0.056,0.44
0,0.182,0.368
1,0.526,0.018
0,0.132,0.3
0,0.066,0.22
0,0.326,0.06
0,0.388,0.854
0,0.336,0.59
0,0.15,0.248
1,0.52,0.124
1,0.506,0.016
1,0.454,0.17
0,0.244,0.072
1,0.422,0.13
1,0.552,0.286
1,0.438,0.118
1,0.562,0.906
0,0,0.452
0,0.004,0.49
0,0.298,0.008
0,0.2,0.648
1,0.48,0.486
0,0.108,0.262
1,0.58,0.024
0,0.276,0.148
0,0.12,0.67
0,0.166,0.566
1,0.526,0.164
0,0.102,0.586
1,0.514,0.048
0,0.174,0.302
1,0.966,0.122
0,0.03,0.686
0,0.122,0.638
1,0.48,0.246
0,0.042,0.874
0,0.01,0.718
0,0.172,0.948
0,0.126,0.554
1,0.514,0.668
0,0.04,0.738
0,0.418,0.944
0,0.114,0.972
0,0.214,0.068
1,0.522,0.108
0,0.428,0.96
0,0.372,0.338
1,0.622,0.91
0,0.132,0.15
0,0.178,0.998
0,0.182,0.31
1,0.834,0.884
0,0.064,0.134
0,0.184,0.19
1,0.532,0.346
1,0.74,0.958
1,0.87,0.936
0,0.032,0.322
1,0.59,0.926
1,0.49,0.656
1,0.976,0.39
1,0.58,0.404
0,0.374,0.794
0,0.104,0.528
0,0.138,0.056
0,0.292,0.734
1,0.85,0
0,0.048,0.518
0,0.132,0.592
0,0.076,0.518
0,0.164,0.444
0,0.356,0.432
0,0.252,0.374
0,0.378,0.358
0,0.156,0.856
0,0.358,0.132
1,0.512,0.104
0,0.256,0.464
1,0.498,0.546
1,0.588,0.44
0,0.278,0.98
0,0.296,0.762
0,0.15,0.332
0,0.04,0.292
0,0.458,0.47
1,0.684,0.012
0,0.048,0.61
1,0.574,0.704
0,0.08,0.574
0,0.328,0.378
0,0.28,0.622
0,0.006,0.322
0,0.178,0.144
0,0.38,0.5
1,0.454,0.102
0,0.03,0.582
1,0.502,0.468
1,0.472,0.252
0,0.18,0.6
0,0.39,0.116
0,0.098,0.272
1,0.45,0.08
0,0.408,0.042
0,0.022,0.604
0,0.096,0.844
1,0.55,0.12
0,0.248,0.598
1,0.51,0.668
0,0.204,0.974
1,0.578,0.136
0,0.288,0.202
0,0.4,0.286
0,0.142,0.892
0,0.004,0.612
1,0.93,0.134
0,0.388,0.076
1,0.532,0.724
0,0.166,0.004
0,0.254,0.944
1,0.54,0.618
0,0.37,0.74
0,0.108,0.966
0,0.324,0.588
0,0.19,0.08
0,0.078,0.844
0,0.464,0.93
0,0.468,0.868
0,0.43,0.228
0,0.11,0.978
0,0.374,0.774
0,0.314,0.276
1,0.492,0.272
0,0.23,0.636
1,0.96,0.344
1,0.488,0.026
1,0.484,0.918
0,0.372,0.634
0,0.28,0.112
0,0.22,0.062
0,0.022,0.766
0,0.196,0.536
0,0.026,0.754
1,0.96,0.938
0,0.4,0.092
0,0.29,0.312
0,0.078,0.88
1,0.454,0.18
0,0.398,0.608
1,0.856,0.066
0,0.216,0.184
1,0.938,0.822
0,0.096,0.798
0,0.268,0.604
0,0.064,0.322
0,0.164,0.06
1,0.476,0.038
0,0.072,0.908
1,0.498,0.078
0,0.194,0.086
0,0.382,0.524
1,0.496,0.708
1,0.964,0.558
0,0.13,0.062
1,0.494,0.334
0,0.292,0.35
0,0.302,0.196
1,0.518,0.77
0,0.286,0.628
1,0.674,0.932
1,0.556,0.256
0,0.128,0.584
0,0.126,0.246
0,0.082,0.26
0,0.376,0.644
1,0.51,0.59
0,0.122,0.25
1,0.832,0.876
0,0.104,0.114
0,0.054,0.828
1,0.576,0.024
1,0.534,0.736
0,0.206,0.472
0,0.152,0.51
1,0.53,0.034
1,0.506,0.11
0,0.166,0.534
0,0.036,0.804
1,0.562,0.926
0,0.084,0.622
1,0.58,0.744
0,0.23,0.796
0,0.4,0.126
0,0.1,0.528
0,0.162,0.884
0,0.234,0.59
0,0.054,0.576
0,0.368,0.518
1,0.914,0.866
0,0.38,0.214
1,0.454,0.294
1,0.548,0.346
0,0.292,0.566
1,0.434,0.066
0,0.042,0.82
1,0.648,0.906
0,0.444,0.998
1,0.492,0.118
1,0.618,0.908
1,0.852,0.942
0,0.088,0.364
1,0.486,0.52
0,0.258,0.766
0,0.128,0.56
1,0.536,0.876
0,0.174,0.51
1,0.496,0.626
1,0.516,0.452
1,0.59,0.858
1,0.584,0.708
0,0.256,0.858
1,0.516,0.13
0,0.25,0.35
1,0.516,0.012
1,0.544,0.554
1,0.85,0.818
0,0.092,0.314
0,0.052,0.868
1,0.488,0.712
0,0.396,0.164
1,0.47,0.206
1,0.536,0.032
0,0.394,0.266
0,0.078,0.554
1,0.58,0.696
1,0.874,0.952
1,0.996,0.616
0,0.4,0.134
0,0.31,0.276
1,0.564,0.752
0,0.246,0.51
0,0.188,0.13
1,0.568,0.588
1,0.48,0.602
1,0.524,0.06
0,0.05,0.342
0,0.428,0.502
1,0.416,0.168
0,0.072,0.592
1,0.474,0.204
0,0.182,0.032
0,0.396,0.338
1,0.526,0.208
1,0.494,0.518
0,0.294,0.214
0,0.426,0.906
1,0.77,0.918
0,0.13,0.262
1,0.448,0.13
1,0.646,0.96
0,0.314,0.718
0,0.104,0.612
0,0.106,0.246
1,0.566,0.99
1,0.992,0.058
0,0.396,0.468
1,0.586,0.84
1,0.556,0.248
1,0.474,0.47
0,0.086,0.772
1,0.51,0.406
0,0.122,0.56
0,0.262,0.92
0,0.218,0.636
0,0.394,0.522
0,0.346,0.962
0,0.354,0.32
0,0.368,0.782
0,0.174,0.652
0,0.402,0.738
0,0.256,0.808
0,0.326,0.202
0,0.124,0.256
0,0.25,0.64
0,0.096,0.488
0,0.216,0.292
0,0.212,0.92
1,0.792,0.88
1,0.54,0.584
1,0.482,0.584
1,0.906,0.038
1,0.564,0.506
0,0.348,0.992
0,0.474,0.964
0,0.198,0.856
0,0.346,0.128
0,0.21,0.268
0,0.314,0.362
1,0.496,0.698
0,0.068,0.584
1,0.706,0.914
0,0.202,0.534
0,0.334,0.198
1,0.528,0.334
0,0.108,0.508
0,0.188,0.92
1,0.46,0.466
0,0.434,0.084
0,0.106,0.614
0,0.084,0.58
0,0.152,0.822
0,0.038,0.068
1,0.49,0.84
1,0.748,0.91
0,0.112,0.846
1,0.484,0.854
1,0.698,0.898
0,0.26,0.5
0,0.052,0.074
0,0.028,0.04
1,0.546,0.206
0,0.426,0.834
0,0.064,0.934
0,0.198,0.358
0,0.324,0.496
0,0.39,0.796
1,0.692,0.074
0,0.154,0.166
1,0.416,0.128
0,0.058,0.762
0,0.07,0.368
1,0.434,0.202
1,0.644,0.604
0,0.198,0.58
1,0.54,0.944
1,0.794,0.022
1,0.686,0.966
0,0.25,0.344
0,0.304,0.392
0,0.29,0.108
0,0.234,0.692
0,0.18,0.556
0,0.192,0.592
0,0.424,0.562
0,0.304,0.206
0,0.432,0.96
1,0.616,0.73
0,0.24,0.39
0,0.094,0.544
0,0.304,0.752
1,0.582,0.058
1,0.558,0.37
1,0.58,0.92
0,0.29,0.54
1,0.82,0.938
0,0.144,0.6
1,0.57,0.898
0,0.224,0.534
1,0.648,0.974
0,0.168,0.242
0,0.142,0.17
0,0.34,0.05
1,0.442,0.132
1,0.648,0.936
0,0.132,0.212
0,0.338,0.642
0,0.248,0.612
0,0.314,0.556
0,0.368,0.37
0,0.16,0.074
0,0.142,0.434
0,0.426,0.202
0,0.428,0.954
0,0.048,0.05
0,0.38,0.81
0,0.272,0.362
1,0.472,0.778
1,0.512,0.724
0,0.204,0.238
1,0.528,0.29
0,0.258,0.078
1,0.774,0.016
0,0.06,0.664
0,0.202,0.636
0,0.034,0.402
1,0.514,0.478
0,0,0.286
0,0.034,0.614
1,0.502,0.012
0,0.316,0.918
0,0.164,0.976
1,0.504,0.366
1,0.97,0.122
0,0.104,0.426
0,0.196,0.616
0,0.094,0.75
1,0.542,0.33
0,0.148,0.08
0,0.182,0.622
0,0.254,0.12
0,0.158,0.254
0,0.16,0.42
0,0.4,0.458
0,0.216,0.058
0,0.324,0.546
0,0.2,0.328
0,0.084,0.588
0,0.202,0.812
0,0.106,0.592
0,0.102,0.33
0,0.244,0.588
0,0.198,0.926
1,0.502,0.086
0,0.372,0.042
0,0.186,0.684
0,0.332,0.026
0,0.33,0.826
1,0.468,0.458
0,0.068,0.14
0,0.04,0.7
0,0.254,0.274
1,0.568,0.14
0,0.422,0.478
1,0.5,0.21
0,0.216,0.22
0,0.146,0.492
1,0.572,0.596
0,0.182,0.25
1,0.518,0.028
0,0.218,0.762
1,0.598,0.95
0,0.25,0.936
0,0.19,0.592
1,0.75,0.032
0,0.19,0.956
0,0.106,0.078
1,0.552,0.822
0,0.352,0.558
1,0.498,0.644
1,0.962,0.116
1,0.52,0.276
0,0.07,0.126
0,0.246,0.508
1,0.492,0.226
1,0.56,0.656
0,0.236,0.132
0,0.198,0.032
0,0.204,0.854
0,0.004,0.614
0,0.272,0.092
0,0.34,0.718
0,0.184,0.928
0,0.092,0.512
0,0.156,0.98
0,0.064,0.232
1,0.634,0.956
1,0.596,0.746
1,0.506,0.778
0,0.192,0.134
1,0.61,0.702
0,0.122,0.92
0,0.094,0.796
0,0.034,0.594
0,0.358,0.158
0,0.192,0.504
1,0.522,0.468
0,0.06,0.324
0,0.378,0.79
1,0.494,0.732
0,0.272,0.19
0,0.058,0.43
0,0.216,0.312
0,0.174,0.278
0,0.296,0.59
0,0.166,0.582
0,0.276,0.732
0,0.034,0.454
1,0.744,0.912
1,0.648,0.942
1,0.544,0.948
1,0.456,0.666
0,0.092,0.534
0,0.342,0.086
0,0.384,0.626
1,0.442,0.044
0,0.18,0.168
1,0.618,0.776
0,0.376,0.364
1,0.576,0.088
0,0.324,0.186
0,0.168,0.552
1,0.656,0.858
0,0.2,0.516
0,0.278,0.546
0,0.114,0.514
0,0.322,0.292
1,0.496,0.816
0,0.132,0.932
0,0.058,0.91
0,0.384,0.742
1,0.566,0.33
0,0.132,0.74
0,0.096,0.826
0,0.15,0.454
1,0.676,0.908
0,0.084,0.078
1,0.62,0.36
1,0.546,0.74
0,0.07,0.548
0,0.324,0.882
0,0.29,0.904
0,0.086,0.584
0,0.178,0.404
1,0.524,0.942
1,0.528,0.484
1,0.69,0.878
1,0.964,0.59
0,0.07,0.882
1,0.512,0.122
0,0.16,0.416
1,0.546,0.85
0,0.234,0.164
0,0.13,0.018
0,0.038,0.798
0,0.024,0.416
0,0.236,0.91
1,0.49,0.108
1,0.586,0.276
0,0.134,0.806
1,0.44,0.104
0,0.368,0.182
0,0.326,0.202
0,0.04,0.838
1,0.802,0.956
0,0.18,0.62
1,0.792,0.9
0,0.21,0.604
1,0.49,0.126
0,0.076,0.892
1,0.546,0.326
0,0.234,0.694
0,0.032,0.612
1,0.59,0.928
0,0.18,0.548
0,0.338,0.316
0,0.164,0.05
1,0.48,0.282
0,0.062,0.652
1,0.868,0.886
0,0.278,0.844
0,0.38,0.182
0,0.364,0.976
1,0.47,0.052
0,0.082,0.484
1,0.576,0.966
0,0.33,0.86
0,0.408,0.766
1,0.94,0.952
0,0.216,0.286
0,0.268,0.252
0,0.396,0.104
0,0.296,0.596
0,0.15,0.958
0,0.424,0.98
1,0.576,0.932
0,0.338,0.492
1,0.512,0.57
0,0.096,0.668
1,0.564,0.198
0,0.44,0.654
0,0.436,0.054
1,0.6,0.578
1,0.554,0.884
0,0.194,0.136
0,0.336,0.534
0,0.4,0.424
0,0.226,0.318
1,0.504,0.284
0,0.21,0.64
1,0.494,0.742
0,0.07,0.344
0,0.3,0.838
0,0.412,0.056
1,0.522,0.142
0,0.076,0.288
0,0.102,0.482
0,0.124,0.524
1,0.494,0.984
1,0.554,0.4
0,0.222,0.496
0,0.278,0.492
1,0.538,0.474
0,0.114,0.544
0,0.268,0.536
1,0.57,0.532
0,0.278,0.274
0,0.134,0.602
0,0.15,0.75
0,0.168,0.78
0,0.138,0.576
0,0.208,0.602
1,0.532,0.374
0,0.104,0.874
1,0.458,0.076
1,0.534,0.136
0,0.226,0.828
0,0.3,0.33
0,0.136,0.424
0,0.168,0.686
1,0.592,0.172
1,0.516,0.37
1,0.496,0.344
1,0.644,0.92
0,0.046,0.658
0,0.3,0.55
0,0.204,0.954
1,0.516,0.398
0,0.144,0.71
1,0.456,0.076
1,0.99,0.07
1,0.448,0.576
0,0.252,0.624
0,0.3,0.114
0,0.256,0.646
0,0.254,0.376
1,0.654,0.886
0,0.278,0.338
0,0.204,0.33
0,0.054,0.092
0,0.206,0.044
0,0.13,0.47
0,0.29,0.284
1,0.614,0.928
0,0.214,0.948
0,0.028,0.5
0,0.232,0.49
1,0.494,0.076
0,0.13,0.454
1,0.554,0.016
0,0.342,0.548
0,0.022,0.63
0,0.084,0.5
1,0.53,0.326
1,0.586,0.632
0,0.186,0.908
1,0.568,0.334
0,0.126,0.878
1,0.834,0.906
0,0.17,0.344
1,0.738,0.878
0,0.088,0.344
0,0.272,0.468
1,0.444,0.086
0,0.032,0.42
1,0.576,0.954
0,0.216,0.604
0,0.13,0.77
0,0.08,0.742
0,0.322,0.07
1,0.508,0.406
0,0.4,0.262
1,0.514,0.498
0,0.094,0
1,0.54,0.004
0,0.07,0.55
0,0.192,0.374
0,0.132,0.55
0,0.22,0.438
0,0.03,0.646
0,0.29,0.466
1,0.512,0.578
0,0.208,0.272
0,0.086,0.872
0,0.21,0.53
0,0.114,0.418
0,0.132,0.5
0,0.234,0.336
1,0.576,0.24
0,0.154,0.748
1,0.5,0.006
1,0.69,0.964
0,0.202,0.038
1,0.618,0.984
0,0.21,0.614
0,0.168,0.224
0,0.308,0.578
0,0.06,0.298
0,0.418,0.26
0,0.284,0.78
0,0.028,0.558
1,0.434,0.098
0,0.374,0.924
0,0.296,0.136
0,0.132,0.744
1,0.556,0.964
0,0.068,0.048
0,0.44,0.628
1,0.462,0.018
0,0.124,0.572
0,0.1,0.65
1,0.624,0.68
1,0.498,0.038
0,0.12,0.538
0,0.108,0.442
1,0.982,0.034
0,0.4,0.12
1,0.552,0.226
1,0.538,0.942
1,0.496,0.672
0,0.108,0.1
0,0.17,0.464
0,0.36,0.982
0,0.148,0.672
0,0.194,0.208
1,0.472,0.874
0,0.04,0.102
0,0.09,0.08
1,0.564,0.046
0,0.036,0.872
1,0.502,0.04
0,0.222,0.988
0,0.058,0.914
1,0.51,0.474
0,0.264,0.18
1,0.54,0.008
1,0.716,0.008
0,0.282,0.05
0,0.344,0.846
1,0.63,0.908
1,0.488,0.168
1,0.602,0.916
0,0.378,0.476
1,0.5,0.002
0,0.086,0.542
1,0.528,0.4
0,0.238,0.918
0,0.176,0.158
0,0.08,0.52
1,0.55,0.62
0,0.04,0.798
0,0.36,0.084
1,0.96,0.196
1,0.486,0.16
0,0.15,0.61
1,0.596,0.222
1,0.89,0.868
1,0.498,0.902
0,0.218,0.524
0,0.022,0.12
1,0.572,0.66
0,0.086,0.604
0,0.276,0.896
0,0.212,0.612
0,0.41,0.728
0,0.312,0.546
0,0.306,0.612
0,0.324,0.32
0,0.358,0.806
0,0.06,0.522
1,0.766,0.882
1,0.666,0.002
1,0.534,0.252
1,0.644,0.556
0,0.116,0.268
0,0.356,0.846
0,0.392,0.142
0,0.052,0.862
1,0.524,0.622
1,0.772,0.932
1,0.458,0.102
1,0.514,0.768
0,0.238,0.994
1,0.89,0.886
1,0.528,0.564
0,0.18,0.976
0,0.35,0.114
1,0.502,0.258
1,0.976,0.348
0,0.23,0.328
0,0.136,0.078
1,0.574,0.044
1,0.446,0.022
0,0.036,0.802
1,0.558,0.156
0,0.002,0.332
1,0.516,0.582
0,0.34,0.678
1,0.736,0.914
1,0.562,0.168
0,0.284,0.634
0,0.224,0.864
0,0.32,0.44
1,0.514,0.728
1,0.438,0.338
0,0.244,0.924
0,0.394,0.954
1,0.608,0.78
0,0.338,0.198
1,0.498,0.344
1,0.464,0.094
0,0.202,0.932
0,0.322,0.914
0,0.082,0.512
0,0.242,0.046
0,0.3,0.484
0,0.11,0.614
1,0.69,0.918
1,0.582,0.682
0,0.404,0.63
0,0.302,0.926
1,0.626,0.96
1,0.528,0.392
0,0.134,0.868
1,0.666,0.914
0,0.086,0.9
0,0.064,0.398
0,0.212,0.992
0,0.174,0.738
1,0.416,0.034
0,0.048,0.04
0,0.326,0.372
0,0.136,0.494
0,0.362,0.744
1,0.626,0.898
0,0.366,0.664
0,0.492,0.93
1,0.526,0.588
1,0.71,0.032
0,0.362,0.038
0,0.072,0.332
0,0.328,0.066
0,0.294,0.382
0,0.332,0.676
0,0.244,0.72
0,0.14,0.856
1,0.56,0.922
0,0.07,0.562
0,0.188,0.706
1,0.718,0.916
1,0.85,0.836
0,0.284,0.076
0,0.276,0.796
0,0.188,0.598
1,0.512,0.154
1,0.97,0.292
1,0.658,0.898
0,0.282,0.204
