label,alpha,beta
1,0.09,0.898
1,0.148,0.136
1,0.138,0.19
1,0.694,0.876
0,0.076,0.504
1,0.854,0.258
1,0.924,0.104
0,0.516,0.524
1,0.67,0.702
1,0.482,0.728
0,0.49,0.548
1,0.668,0.822
0,0.122,0.508
0,0.042,0.498
1,0.174,0.258
1,0.084,0.796
1,0.128,0.814
0,0.524,0.332
1,0.088,0.222
0,0.398,0.486
1,0.876,0.864
1,0.778,0.088
1,0.85,0.184
0,0.828,0.588
1,0.686,0.238
0,0.446,0.268
0,0.944,0.502
1,0.832,0.75
1,0.482,0.918
1,0.95,0.886
1,0.866,0.138
0,0.434,0.28
1,0.19,0.792
0,0.13,0.514
1,0.568,0.782
1,0.194,0.75
1,0.128,0.896
1,0.192,0.112
0,0.556,0.308
1,0.852,0.836
1,0.878,0.196
1,0.794,0.224
1,0.192,0.156
1,0.894,0.844
0,0.498,0.246
1,0.104,0.154
0,0.466,0.186
0,0.082,0.472
1,0.434,0.776
1,0.824,0.146
0,0.638,0.374
1,0.836,0.986
1,0.122,0.122
1,0.202,0.092
1,0.492,0.83
1,0.938,0.806
1,0.824,0.148
1,0.362,0.848
0,0.528,0.5
0,0.502,0.194
0,0.696,0.584
1,0.842,0.854
1,0.708,0.95
0,0.482,0.398
0,0.504,0.228
1,0.154,0.086
1,0.64,0.902
0,0.574,0.19
1,0.806,0.146
0,0.468,0.576
1,0.832,0.838
0,0.826,0.57
1,0.888,0.91
0,0.404,0.456
1,0.166,0.852
0,0.078,0.534
1,0.812,0.18
0,0.596,0.392
1,0.21,0.162
1,0.796,0.2
1,0.832,0.134
0,0.296,0.44
0,0.634,0.194
1,0.83,0.1
0,0.442,0.5
1,0.122,0.924
1,0.552,0.91
1,0.208,0.134
0,0.384,0.242
0,0.596,0.572
0,0.332,0.22
1,0.134,0.798
0,0.346,0.096
1,0.3,0.822
0,0.8,0.516
0,0.938,0.508
0,0.396,0.43
1,0.188,0.126
0,0.486,0.494
0,0.486,0.156
1,0.762,0.174
1,0.82,0.052
1,0.032,0.024
1,0.306,0.872
0,0.456,0.442
1,0.486,0.908
0,0.368,0.22
0,0.514,0.04
0,0.492,0.416
1,0.882,0.826
1,0.194,0.784
0,0.11,0.48
1,0.126,0.104
1,0.79,0.1
0,0.006,0.554
1,0.778,0.168
1,0.204,0.76
1,0.882,0.166
0,0.502,0.502
1,0.864,0.182
1,0.866,0.074
1,0.612,0.78
1,0.106,0.352
0,0.546,0.134
0,0.302,0.498
1,0.44,0.934
1,0.476,0.8
0,0.644,0.456
0,0.262,0.51
0,0.94,0.546
0,0.082,0.576
0,0.456,0.072
1,0.898,0.176
1,0.104,0.86
0,0.46,0.176
1,0.948,0.138
1,0.808,0.264
0,0.876,0.544
0,0.372,0.446
0,0.56,0.198
1,0.342,0.172
1,0.154,0.884
0,0.522,0.184
1,0.762,0.206
0,0.576,0.444
0,0.09,0.516
1,0.142,0.126
1,0.918,0.17
0,0.556,0.274
1,0.498,0.792
1,0.876,0.124
1,0.15,0.152
1,0.46,0.824
1,0.364,0.842
1,0.056,0.152
1,0.398,0.912
1,0.304,0.766
1,0.178,0.774
0,0.866,0.536
0,0.902,0.542
0,0.42,0.34
1,0.828,0.01
1,0.19,0.84
0,0.424,0.016
1,0.148,0.092
1,0.516,0.914
1,0.46,0.864
0,0.056,0.548
0,0.82,0.668
1,0.22,0.784
1,0.772,0.166
1,0.864,0.892
0,0.482,0.164
1,0.754,0.852
1,0.1,0.188
0,0.842,0.498
0,0.46,0.286
1,0.212,0.942
0,0.632,0.36
1,0.102,0.218
0,0.198,0.52
1,0.586,0.77
0,0.282,0.556
0,0.362,0.29
1,0.738,0.892
0,0.534,0.584
1,0.552,0.708
1,0.712,0.18
1,0.886,0.074
0,0.242,0.548
1,0.886,0.088
1,0.838,0.086
0,0.476,0.224
0,0.126,0.524
1,0.264,0.762
0,0.492,0.336
1,0.162,0.766
0,0.19,0.64
0,0.664,0.44
0,0.456,0.182
1,0.452,0.818
0,0.86,0.53
1,0.17,0.862
0,0.512,0.128
0,0.588,0.1
0,0.94,0.472
0,0.594,0.272
1,0.094,0.182
0,0.54,0.02
0,0.08,0.494
1,0.846,0.87
1,0.724,0.816
1,0.216,0.692
1,0.328,0.936
0,0.486,0.028
1,0.904,0.07
1,0.694,0.144
1,0.78,0.184
1,0.752,0.952
0,0.368,0.066
0,0.466,0.498
1,0.062,0.124
0,0.006,0.482
0,0.906,0.49
0,0.416,0.266
1,0.164,0.108
0,0.362,0.254
1,0.44,0.922
1,0.696,0.198
1,0.122,0.188
1,0.896,0.228
1,0.746,0.858
1,0.624,0.798
1,0.84,0.204
0,0.496,0.648
1,0.808,0.824
1,0.476,0.764
1,0.656,0.656
1,0.092,0.186
1,0.082,0.934
1,0.934,0.17
0,0.904,0.402
1,0.85,0.05
1,0.116,0.892
0,0.55,0.192
1,0.746,0.87
1,0.298,0.826
1,0.676,0.2
0,0.474,0.096
0,0.642,0.354
1,0.802,0.1
1,0.38,0.874
0,0.388,0.524
0,0.396,0.426
0,0.106,0.486
0,0.398,0.034
0,0.476,0.052
1,0.22,0.812
1,0.352,0.694
1,0.214,0.764
0,0.056,0.408
1,0.144,0.206
1,0.816,0.036
1,0.314,0.834
1,0.934,0.21
0,0.898,0.564
0,0.166,0.57
0,0.988,0.498
1,0.134,0.914
1,0.968,0.044
0,0.512,0.274
1,0.826,0.77
0,0.578,0.064
0,0.522,0.198
0,0.472,0.486
1,0.51,0.898
1,0.726,0.79
1,0.87,0.764
1,0.42,0.742
1,0.896,0.856
1,0.702,0.876
0,0.532,0.22
1,0.082,0.9
0,0.44,0.344
0,0.13,0.632
1,0.888,0.23
0,0.474,0.27
1,0.378,0.81
1,0.834,0.242
1,0.87,0.128
1,0.85,0.092
0,0.48,0.164
1,0.616,0.81
1,0.904,0.132
0,0.498,0.506
0,0.338,0.172
1,0.738,0.894
1,0.488,0.768
1,0.852,0.2
0,0.504,0.366
1,0.062,0.858
1,0.856,0.956
0,0.536,0.116
1,0.89,0.18
1,0.54,0.92
1,0.732,0.246
1,0.612,0.842
0,0.53,0.41
1,0.166,0.9
0,0.456,0.496
0,0.494,0.542
0,0.31,0.474
1,0.094,0.926
1,0.206,0.216
1,0.782,0.25
1,0.192,0.124
0,0.488,0.026
0,0.498,0.156
1,0.044,0.116
0,0.588,0.182
1,0.14,0.212
1,0.76,0.21
1,0.818,0.124
0,0.418,0.558
0,0.458,0.602
0,0.228,0.57
0,0.954,0.562
1,0.188,0.114
0,0.438,0.56
0,0.11,0.5
0,0.378,0.548
0,0.52,0.144
1,0.054,0.934
1,0.736,0.766
0,0.452,0.254
0,0.516,0.654
0,0.282,0.608
1,0.144,0.838
1,0.814,0.88
1,0.57,0.908
0,0.604,0.512
0,0.916,0.598
0,0.392,0.214
1,0.528,0.652
1,0.854,0.218
0,0.556,0.446
0,0.022,0.562
0,0.522,0.186
0,0.706,0.618
1,0.886,0.222
1,0.73,0.156
0,0.846,0.636
0,0.452,0.158
1,0.292,0.082
1,0.598,0.756
0,0.55,0
1,0.742,0.848
1,0.796,0.144
0,0.21,0.566
0,0.28,0.602
0,0.714,0.54
1,0.826,0.78
1,0.78,0.23
0,0.106,0.544
1,0.472,0.714
0,0.134,0.426
0,0.43,0.584
0,0.52,0.284
1,0.112,0.818
0,0.38,0.534
1,0.126,0.158
1,0.124,0.216
0,0.422,0.594
1,0.772,0.814
1,0.848,0.068
1,0.308,0.804
1,0.166,0.066
1,0.648,0.706
0,0.53,0.406
1,0.054,0.1
0,0.398,0.412
0,0.9,0.55
0,0.75,0.648
0,0.942,0.514
1,0.872,0.198
1,0.836,0.146
1,0.872,0.314
1,0.364,0.836
1,0.526,0.908
0,0.18,0.654
0,0.084,0.548
0,0.474,0.472
1,0.496,0.85
1,0.172,0.082
0,0.454,0.42
1,0.846,0.07
1,0.514,0.778
1,0.876,0.082
0,0.19,0.482
1,0.168,0.264
0,0.614,0.334
1,0.26,0.102
0,0.796,0.388
1,0.186,0.804
1,0.792,0.814
1,0.862,0.818
0,0.046,0.56
1,0.51,0.726
1,0.844,0.06
0,0.584,0.552
0,0.586,0.554
1,0.32,0.776
0,0.46,0.366
0,0.646,0.656
1,0.068,0.16
0,0.178,0.436
0,0.658,0.462
0,0.014,0.504
0,0.462,0.204
1,0.734,0.026
0,0.546,0.478
0,0.464,0.59
1,0.144,0.738
0,0.52,0.186
1,0.492,0.8
0,0.46,0.47
1,0.152,0.914
0,0.46,0.17
1,0.804,0.1
1,0.844,0.204
1,0.166,0.692
0,0.64,0.232
1,0.8,0.144
1,0.834,0.802
0,0.262,0.526
0,0.606,0.436
0,0.488,0.086
0,0.488,0.45
0,0.5,0.49
1,0.244,0.114
1,0.408,0.804
1,0.786,0.082
0,0.416,0.504
0,0.952,0.574
0,0.842,0.628
0,0.48,0.09
1,0.702,0.04
1,0.758,0.146
0,0.77,0.538
1,0.252,0.178
1,0.758,0.088
0,0.446,0.52
0,0.544,0.066
1,0.866,0.088
0,0.592,0.374
1,0.466,0.792
1,0.924,0.842
0,0.598,0.65
1,0.844,0.11
1,0.576,0.814
0,0.546,0.564
0,0.962,0.496
1,0.242,0.078
1,0.54,0.792
1,0.896,0.198
1,0.288,0.052
0,0.644,0.48
0,0.316,0.542
0,0.642,0.256
0,0.424,0.47
1,0.56,0.83
1,0.68,0.194
1,0.87,0.25
0,0.46,0.632
1,0.32,0.848
1,0.622,0.7
1,0.166,0.312
0,0.858,0.52
1,0.364,0.856
1,0.138,0.12
1,0.404,0.888
1,0.37,0.73
0,0.312,0.654
1,0.02,0.284
0,0.474,0.42
1,0.502,0.854
1,0.44,0.836
1,0.432,0.824
1,0.898,0.818
1,0.332,0.81
0,0.526,0.346
1,0.858,0.12
0,0.55,0.57
0,0.432,0.622
0,0.584,0.002
0,0.814,0.518
1,0.13,0.838
0,0.53,0.138
0,0.698,0.576
1,0.144,0.814
0,0.97,0.566
1,0.88,0.744
0,0.472,0.054
0,0.422,0.19
0,0.66,0.502
0,0.262,0.502
0,0.428,0.612
1,0.29,0.922
1,0.756,0.202
0,0.392,0.26
0,0.418,0.15
1,0.772,0.23
1,0.276,0.87
1,0.806,0.15
1,0.12,0.18
0,0.512,0.206
0,0.53,0.156
1,0.08,0.31
1,0.18,0.232
1,0.476,0.962
1,0.528,0.814
1,0.326,0.87
0,0.53,0.192
0,0.94,0.39
0,0.112,0.516
1,0.382,0.882
0,0.62,0.604
1,0.842,0.866
1,0.92,0.284
1,0.792,0.25
0,0.668,0.538
1,0.816,0.234
1,0.176,0.154
1,0.92,0.126
1,0.118,0.27
0,0.65,0.052
1,0.1,0.212
1,0.836,0.196
1,0.878,0.17
1,0.934,0.162
1,0.844,0.85
1,0.452,0.856
1,0.95,0.776
0,0.872,0.6
0,0.292,0.61
1,0.778,0.154
0,0.09,0.548
1,0.106,0.882
1,0.908,0.17
1,0.994,0.202
0,0.75,0.402
1,0.7,0.782
0,0.388,0.354
1,0.852,0.832
0,0.804,0.69
0,0.478,0.19
0,0.274,0.58
0,0.38,0.468
1,0.806,0.11
0,0.568,0.586
0,0.522,0.198
1,0.776,0.958
0,0.482,0.246
1,0.142,0.888
0,0.488,0.146
1,0.314,0.852
1,0.278,0.174
0,0.606,0.508
1,0.874,0.13
1,0.824,0.082
1,0.098,0.86
0,0.506,0.256
0,0.164,0.576
1,0.954,0.024
0,0.428,0.19
0,0.54,0.22
0,0.474,0.474
0,0.37,0.614
1,0.16,0.766
1,0.444,0.674
0,0.56,0.252
1,0.206,0.83
0,0.63,0.55
1,0.994,0.266
1,0.702,0.252
0,0.37,0.248
1,0.162,0.168
0,0.756,0.484
1,0.152,0.842
0,0.174,0.502
0,0.736,0.548
1,0.808,0.21
1,0.154,0.068
0,0.132,0.56
0,0.466,0.368
0,0.23,0.594
1,0.266,0.696
0,0.438,0.438
0,0.056,0.514
1,0.26,0.858
0,0.226,0.508
0,0.502,0.312
1,0.384,0.872
1,0.888,0.038
1,0.918,0.846
1,0.788,0.278
0,0.554,0.636
1,0.158,0.108
0,0.49,0.418
0,0.69,0.472
0,0.358,0.494
0,0.46,0.444
1,0.802,0.124
1,0.406,0.782
0,0.378,0.532
1,0.862,0.122
1,0.518,0.828
0,0.606,0.348
0,0.558,0.278
1,0.368,0.894
1,0.228,0.196
1,0.338,0.924
0,0.44,0.55
1,0.29,0.898
0,0.622,0.408
0,0.45,0.43
0,0.226,0.436
0,0.468,0.026
1,0.546,0.762
0,0.512,0.466
0,0.462,0.572
0,0.6,0.554
1,0.232,0.85
0,0.408,0.522
0,0.448,0.148
1,0.098,0.114
0,0.658,0.472
0,0.498,0.17
0,0.47,0.144
0,0.534,0.246
1,0.132,0.112
0,0.466,0.374
0,0.486,0.114
1,0.634,0.808
1,0.818,0.182
1,0.778,0.164
0,0.828,0.508
0,0.408,0.546
1,0.79,0.126
1,0.864,0.144
1,0.218,0.158
1,0.792,0.136
1,0.088,0.194
1,0.764,0.326
0,0.44,0.494
0,0.356,0.584
1,0.068,0.142
0,0.416,0.578
0,0.512,0.242
1,0.2,0.132
1,0.694,0.03
1,0.232,0.228
1,0.006,0.154
1,0.74,0.184
1,0.82,0.132
0,0.12,0.602
1,0.294,0.172
0,0.606,0.388
0,0.428,0.522
1,0.254,0.072
1,0.818,0.132
1,0.184,0.094
0,0.638,0.504
1,0.742,0.222
1,0.174,0.1
1,0.21,0.164
1,0.798,0.876
1,0.82,0.8
1,0.962,0.282
1,0.078,0.156
1,0.124,0.28
1,0.864,0.17
0,0.434,0.444
1,0.832,0.19
0,0.484,0.302
0,0.464,0.122
1,0.2,0.13
1,0.204,0.114
1,0.798,0.118
0,0.326,0.506
0,0.446,0.3
1,0.974,0.184
0,0.462,0.39
0,0.562,0.118
0,0.688,0.534
0,0.474,0.158
1,0.182,0.14
1,0.808,0.948
0,0.508,0.342
0,0.772,0.428
0,0.048,0.596
1,0.084,0.164
1,0.01,0.756
1,0.908,0.83
1,0.3,0.204
1,0.92,0.074
1,0.932,0.164
0,0.526,0.506
0,0.47,0.66
0,0.004,0.508
0,0.49,0.292
0,0.458,0.424
0,0.426,0.452
0,0.148,0.376
1,0.856,0.27
0,0.118,0.562
0,0.516,0.448
0,0.508,0.202
1,0.11,0.678
1,0.138,0.296
1,0.116,0.112
0,0.394,0.222
0,0.796,0.594
1,0.274,0.134
0,0.6,0.244
0,0.468,0.448
1,0.97,0.164
1,0.872,0.126
0,0.066,0.536
1,0.18,0.832
0,0.032,0.584
0,0.388,0.494
1,0.174,0.148
1,0.174,0.172
0,0.478,0.5
1,0.116,0.776
1,0.836,0.07
0,0.436,0.57
1,0.084,0.13
1,0.866,0.906
1,0.134,0.826
0,0.536,0.472
1,0.89,0.184
1,0.856,0.186
0,0.828,0.428
0,0.8,0.532
1,0.734,0.292
1,0.058,0.922
1,0.128,0.782
1,0.666,0.936
1,0.788,0.826
1,0.094,0.216
1,0.116,0.134
0,0.554,0.352
1,0.166,0.066
0,0.242,0.538
0,0.366,0.428
1,0.216,0.178
0,0.398,0.034
0,0.47,0.318
1,0.942,0.044
1,0.086,0.848
1,0.226,0.06
1,0.878,0.08
1,0.898,0.118
1,0.802,0.772
0,0.354,0.258
1,0.002,0.17
1,0.204,0.124
0,0.442,0.33
0,0.556,0.442
1,0.322,0.8
1,0.88,0.12
0,0.194,0.508
0,0.2,0.484
1,0.904,0.146
1,0.246,0.11
0,0.442,0.39
1,0.258,0.002
1,0.15,0.15
1,0.47,0.818
1,0.75,0.85
1,0.51,0.784
1,0.986,0.168
0,0.812,0.402
0,0.156,0.584
1,0.876,0.822
0,0.386,0.638
1,0.146,0.176
1,0.174,0.166
0,0.394,0.518
1,0.89,0.164
1,0.744,0.836
0,0.184,0.61
0,0.102,0.59
1,0.224,0.168
0,0.514,0.588
0,0.998,0.536
1,0.776,0.79
0,0.374,0.33
0,0.604,0.34
0,0.942,0.488
1,0.116,0.144
1,0.778,0.72
1,0.756,0.832
1,0.114,0.242
0,0.958,0.464
0,0.06,0.608
0,0.49,0.19
0,0.498,0.284
1,0.45,0.882
1,0.154,0.282
0,0.508,0.162
0,0.472,0.452
1,0.116,0.086
0,0.824,0.532
0,0.86,0.496
0,0.466,0.118
0,0.624,0.476
1,0.172,0.11
0,0.51,0.472
0,0.462,0.43
0,0.516,0.116
0,0.196,0.654
1,0.238,0.96
0,0.544,0.558
1,0.006,0.888
0,0.588,0.22
0,0.576,0.04
0,0.708,0.596
1,0.02,0.704
0,0.498,0.622
1,0.95,0.3
1,0.358,0.812
1,0.872,0.06
1,0.484,0.786
0,0.558,0.468
1,0.85,0.052
0,0.604,0.266
1,0.098,0.222
1,0.218,0.754
0,0.392,0.52
0,0.458,0.478
0,0.496,0.16
0,0.402,0.514
0,0.368,0.494
1,0.11,0.182
0,0.078,0.472
0,0.176,0.468
0,0.53,0.186
1,0.8,0.12
1,0.79,0.208
0,0.426,0.3
1,0.928,0.242
1,0.402,0.752
1,0.098,0.128
0,0.324,0.526
1,0.076,0.31
1,0.034,0.208
0,0.442,0.498
0,0.332,0.318
0,0.364,0.504
1,0.634,0.788
1,0.722,0.906
1,0.79,0.844
1,0.13,0.208
0,0.078,0.534
0,0.834,0.536
1,0.506,0.856
1,0.118,0.198
0,0.436,0.504
0,0.384,0.244
1,0.2,0.832
0,0.78,0.494
1,0.866,0.148
0,0.848,0.494
1,0.166,0.248
1,0.036,0.13
1,0.754,0.246
1,0.216,0.81
1,0.796,0.084
0,0.53,0.304
0,0.416,0.028
0,0.452,0.232
0,0.964,0.516
1,0.87,0.17
1,0.26,0.142
0,0.058,0.536
1,0.186,0.222
1,0.404,0.826
0,0.414,0.124
1,0.84,0.194
0,0.56,0.124
1,0.398,0.884
0,0.956,0.552
1,0.214,0.234
1,0.094,0.78
1,0.192,0.136
1,0.186,0.75
1,0.046,0.894
1,0.584,0.88
1,0.232,0.176
0,0.076,0.546
0,0.6,0.48
1,0.818,0.218
0,0.544,0.024
1,0.652,0.826
0,0.638,0.42
1,0.704,0.906
1,0.83,0.164
1,0.272,0.14
1,0.77,0.86
0,0.604,0.446
1,0.156,0.142
0,0.482,0.458
0,0.454,0.472
0,0.454,0.02
0,0.532,0.554
1,0.226,0.188
1,0.24,0.704
0,0.398,0.208
1,0.104,0.188
0,0.498,0.228
1,0.158,0.182
1,0.734,0.892
0,0.416,0.548
0,0.496,0.618
1,0.686,0.138
1,0.114,0.24
0,0.642,0.174
0,0.084,0.464
1,0.188,0.782
1,0.316,0.136
0,0.444,0.428
1,0.18,0.834
1,0.038,0.236
1,0.744,0.84
1,0.766,0.67
0,0.416,0.41
0,0.082,0.372
1,0.66,0.812
0,0.504,0.542
1,0.802,0.112
0,0.282,0.576
1,0.166,0.954
0,0.048,0.444
1,0.79,0.08
0,0.472,0.234
0,0.488,0.478
1,0.748,0.704
0,0.482,0.148
0,0.356,0.588
1,0.178,0.204
1,0.144,0.108
1,0.862,0.162
0,0.73,0.518
1,0.912,0.132
0,0.502,0.304
1,0.308,0.02
0,0.534,0.3
1,0.766,0.766
1,0.126,0.15
1,0.136,0.142
1,0.136,0.794
1,0.772,0.942
1,0.386,0.704
0,0.45,0.24
1,0.204,0.16
1,0.906,0.098
0,0.442,0.572
1,0.282,0.794
1,0.082,0.024
1,0.144,0.08
1,0.05,0.86
0,0.484,0.258
1,0.174,0.094
0,0.36,0.134
1,0.142,0.094
1,0.348,0.79
1,0.922,0.086
1,0.186,0.916
0,0.018,0.536
1,0.124,0.734
1,0.936,0.74
0,0.502,0.534
1,0.658,0.888
0,0.336,0.464
0,0.444,0.43
0,0.024,0.47
0,0.498,0.338
0,0.572,0.26
0,0.506,0.4
0,0.384,0.238
1,0.736,0.166
0,0.454,0.158
0,0.454,0.104
0,0.4,0.494
0,0.53,0.326
0,0.514,0.136
1,0.286,0.204
0,0.476,0.11
0,0.61,0.512
1,0.776,0.222
1,0.834,0.124
1,0.232,0.104
0,0.524,0.574
0,0.5,0.604
0,0.434,0.224
1,0.11,0.18
1,0.786,0.114
1,0.716,0.176
1,0.18,0.21
1,0.218,0.15
1,0.082,0.132
1,0.12,0.146
1,0.146,0.83
1,0.866,0.956
1,0.838,0.042
0,0.502,0.132
0,0.302,0.53
0,0.554,0.244
1,0.866,0.172
1,0.516,0.764
0,0.884,0.442
1,0.676,0.23
1,0.314,0.064
1,0.238,0.222
1,0.858,0.83
0,0.056,0.498
0,0.518,0.706
0,0.594,0.508
0,0.108,0.52
1,0.898,0.176
1,0.534,0.82
0,0.556,0.63
1,0.872,0.206
1,0.568,0.856
0,0.422,0.486
1,0.34,0.164
0,0.452,0.48
1,0.756,0.282
0,0.508,0.614
1,0.87,0.2
1,0.872,0.688
1,0.77,0.794
0,0.396,0.404
1,0.168,0.306
1,0.238,0.138
1,0.098,0.192
1,0.112,0.218
1,0.76,0.152
1,0.138,0.096
0,0.406,0.456
1,0.174,0.82
0,0.488,0.356
1,0.886,0.182
1,0.154,0.298
0,0.652,0.192
1,0.564,0.836
1,0.848,0.226
0,0.796,0.474
1,0.826,0.196
1,0.696,0.92
1,0.914,0.028
0,0.418,0.462
1,0.906,0.1
1,0.15,0.226
0,0.124,0.502
1,0.142,0.188
1,0.192,0.13
0,0.1,0.528
0,0.602,0.194
0,0.428,0.606
1,0.872,0.138
1,0.538,0.632
1,0.682,0.17
1,0.456,0.81
1,0.732,0.086
0,0.124,0.62
0,0.866,0.514
0,0.028,0.52
1,0.1,0.176
1,0.744,0.204
1,0.926,0.092
0,0.468,0.174
0,0.49,0.21
0,0.5,0.652
0,0.036,0.532
1,0.924,0.028
1,0.972,0.042
0,0.432,0.446
0,0.57,0.506
1,0.292,0.738
0,0.424,0.398
0,0.456,0.546
1,0.676,0.862
1,0.808,0.29
1,0.832,0.14
1,0.232,0.256
1,0.14,0.39
1,0.846,0.22
1,0.782,0.258
1,0.142,0.176
0,0.48,0.572
0,0.234,0.656
1,0.144,0.168
1,0.832,0.126
0,0.378,0.074
1,0.764,0.186
0,0.02,0.418
0,0.566,0.182
1,0.138,0.3
0,0.754,0.484
1,0.794,0.112
1,0.83,0.13
1,0.156,0.238
1,0.178,0.096
1,0.074,0.198
1,0.84,0
0,0.508,0.138
0,0.466,0.258
1,0.14,0.166
1,0.722,0.85
0,0.476,0.386
1,0.77,0.948
0,0.24,0.68
0,0.318,0.628
1,0.776,0.084
0,0.476,0.142
1,0.084,0.906
1,0.756,0.192
1,0.23,0.174
1,0.158,0.158
0,0.854,0.654
1,0.066,0.296
0,0.48,0.26
0,0.69,0.56
0,0.06,0.574
1,0.136,0.186
1,0.244,0.204
1,0.73,0.808
1,0.764,0.896
0,0.47,0.478
0,0.41,0.41
1,0.694,0.858
0,0.406,0.432
1,0.124,0.084
1,0.068,0.054
0,0.38,0.578
1,0.874,0.122
0,0.664,0.49
0,0.502,0.468
1,0.128,0.166
1,0.342,0.132
1,0.81,0.122
0,0.418,0.548
1,0.018,0.184
0,0.51,0.342
1,0.14,0.812
1,0.696,0.832
1,0.066,0.926
0,0.634,0.454
1,0.152,0.226
1,0.884,0.128
0,0.468,0.524
0,0.156,0.48
0,0.488,0.548
1,0.096,0.832
0,0.888,0.568
0,0.022,0.59
1,0.96,0.17
1,0.534,0.97
1,0.768,0.724
1,0.832,0.136
0,0.108,0.608
0,0.482,0.12
1,0.118,0.246
0,0.14,0.574
0,0.326,0.564
0,0.4,0.542
0,0.432,0.352
0,0.472,0.032
1,0.162,0.112
1,0.79,0.162
1,0.834,0.196
0,0.124,0.54
1,0.544,0.896
1,0.714,0.206
1,0.092,0.312
0,0.694,0.386
0,0.486,0.232
0,0.71,0.552
0,0.098,0.546
0,0.414,0.45
1,0.096,0.196
0,0.494,0.226
1,0.154,0.77
0,0.866,0.504
1,0.144,0.162
1,0.198,0.222
1,0.158,0.2
1,0.296,0.004
1,0.158,0.138
0,0.576,0.406
1,0.196,0.05
1,0.834,0.222
1,0.56,0.814
0,0.458,0.264
0,0.278,0.678
1,0.506,0.826
0,0.504,0.546
0,0.076,0.478
0,0.386,0.534
1,0.058,0.238
0,0.476,0.262
1,0.252,0.146
0,0.368,0.224
0,0.498,0.136
1,0.162,0.908
0,0.076,0.626
0,0.38,0.69
0,0.634,0.046
1,0.81,0.158
1,0.184,0.108
0,0.352,0.298
1,0.866,0.024
1,0.132,0.708
1,0.8,0.102
0,0.726,0.476
0,0.53,0.26
1,0.342,0.084
0,0.434,0.388
1,0.786,0.744
1,0.822,0.208
1,0.768,0.078
0,0.856,0.532
1,0.698,0.216
0,0.564,0.198
1,0.86,0.712
1,0.876,0.178
0,0.842,0.528
1,0.896,0.874
1,0.8,0.114
0,0.39,0.418
1,0.152,0.814
0,0.55,0.404
1,0.628,0.774
1,0.202,0.88
0,0.158,0.406
1,0.222,0.786
1,0.268,0.852
0,0.124,0.524
0,0.036,0.524
0,0.468,0.47
1,0.208,0.756
1,0.886,0.214
1,0.094,0.83
1,0.758,0.152
1,0.168,0.126
0,0.542,0.574
1,0.55,0.99
1,0.78,0.126
1,0.846,0.14
1,0.184,0.154
1,0.25,0.79
1,0.144,0.232
1,0.812,0.108
1,0.932,0.856
0,0.538,0.52
1,0.61,0.768
1,0.3,0.784
0,0.58,0.54
0,0.56,0.126
0,0.924,0.506
1,0.712,0.21
1,0.254,0.062
1,0.642,0.212
0,0.168,0.554
1,0.242,0.02
1,0.118,0.24
1,0.326,0.854
0,0.042,0.538
0,0.302,0.55
0,0.172,0.518
0,0.534,0.214
1,0.922,0.174
1,0.178,0.796
0,0.44,0.446
0,0.03,0.444
0,0.52,0.374
0,0.676,0.614
1,0.21,0.194
1,0.2,0.714
0,0.486,0.38
0,0.45,0.31
0,0.514,0.46
0,0.512,0.364
0,0.504,0.12
0,0.402,0.526
1,0.728,0.958
1,0.77,0.75
1,0.224,0.186
1,0.936,0.788
0,0.41,0.64
0,0.502,0.55
1,0.106,0.202
0,0.43,0.458
0,0.648,0.22
0,0.502,0.212
0,0.588,0.246
0,0.178,0.53
0,0.726,0.436
0,0.784,0.474
0,0.44,0.324
1,0.706,0.894
0,0.478,0.336
1,0.184,0.842
1,0.142,0.06
0,0.682,0.404
0,0.14,0.53
1,0.94,0.07
0,0.426,0.22
0,0.434,0.554
1,0.194,0.268
1,0.604,0.82
0,0.058,0.418
0,0.576,0.552
0,0.514,0.224
1,0.206,0.854
0,0.03,0.566
0,0.854,0.524
1,0.876,0.872
0,0.468,0.466
1,0.146,0.188
1,0.74,0.168
0,0.51,0.728
0,0.648,0.57
0,0.514,0.54
1,0.886,0.84
0,0.374,0.508
0,0.538,0.274
1,0.24,0.718
1,0.742,0.904
1,0.86,0.712
1,0.15,0.878
0,0.438,0.65
1,0.91,0.244
1,0.048,0.85
1,0.078,0.798
1,0.66,0.844
0,0.482,0.366
0,0.48,0.258
0,0.564,0.15
0,0.348,0.606
1,0.79,0.868
0,0.478,0.268
1,0.866,0.028
1,0.946,0.096
1,0.262,0.072
1,0.584,0.784
0,0.4,0.56
0,0.512,0.362
1,0.164,0.24
0,0.82,0.476
1,0.636,0.712
1,0.364,0.664
1,0.206,0.29
1,0.1,0.25
1,0.786,0.2
1,0.454,0.874
1,0.514,0.828
1,0.992,0.724
0,0.438,0.348
1,0.12,0.826
1,0.754,0.236
1,0.108,0.9
1,0.166,0.744
0,0.366,0.342
0,0.462,0.424
1,0.196,0.172
0,0.742,0.658
1,0.062,0.764
1,0.268,0.166
0,0.412,0.636
0,0.504,0.324
0,0.546,0.468
1,0.958,0.104
0,0.826,0.522
1,0.7,0.24
1,0.262,0.116
0,0.704,0.522
1,0.784,0.166
1,0.278,0.35
0,0.792,0.564
1,0.102,0.268
0,0.42,0.232
0,0.598,0.402
1,0.162,0.84
0,0.544,0.298
