target,kmeans,pca_x,pca_y,tsne_x,tsne_y
0,0,-0.34054293,0.06910201,39.10720062,-23.44008636
0,0,-0.17947878,0.0430754,29.13075066,-14.67790985
1,0,-0.02210939,-0.06533754,-12.95370865,6.56128597
0,0,-0.11791746,-0.04622171,-29.33901215,-45.03880692
0,0,-0.16042714,0.0120182,-15.45593834,-45.94150925
1,1,0.33482663,0.85590197,8.12540436,71.35614014
0,0,-0.13684438,-0.00911636,9.8191328,-20.31251526
1,1,0.57729945,-0.18535142,-35.58330154,45.24757767
0,0,-0.30100601,0.06344877,38.6658287,-22.68784714
1,0,-0.09673857,-0.00532823,39.7698822,10.71803474
1,1,0.65247689,-0.22196029,-27.09902382,49.20052338
1,0,-0.09271116,-0.01241418,38.60519028,11.381917
0,0,-0.19380681,-0.00399208,15.99344444,-16.37347221
0,0,-0.18936594,0.01326363,43.12128448,-32.31068039
0,0,-0.12859219,0.00295634,4.52961731,-42.29838181
0,0,-0.1332128,-0.00684399,1.76026869,-13.44285202
1,1,0.56707004,-0.16297242,-25.86152458,45.03100586
1,1,0.51309876,-0.13219841,-17.82865524,41.06158829
0,0,-0.29114318,0.06090724,40.61804581,-15.04920006
0,0,-0.12238905,-0.01756664,-13.98910236,-38.57642746
1,1,0.63702391,-0.24706632,-22.05083275,48.84260178
1,0,0.01093753,-0.03711908,9.25921631,5.66794205
0,0,-0.09757491,-0.03356002,-32.01715851,-49.44667435
0,0,-0.2924301,0.07794758,43.36124039,-22.35539627
1,0,-0.00666979,0.01082878,8.63109684,49.76085663
1,1,0.58253301,-0.27192637,-25.76812172,49.96580124
0,0,-0.22373594,0.01345882,18.11441994,-46.35995865
0,0,-0.1427164,0.03122932,33.50628662,-33.5581131
0,0,-0.10268146,0.01938531,-1.48272586,-35.93178177
1,0,0.23980644,-0.22563376,-35.46421432,15.69468212
1,0,-0.05112161,0.02510048,24.28760147,11.96726322
1,1,0.31176175,0.78450386,19.26587296,80.76434326
0,0,-0.12229367,0.00921725,19.76971817,-16.44859695
0,0,-0.21798635,0.02677096,21.17433548,-45.74219894
0,0,-0.17938171,0.04938029,34.13453293,14.76968956
0,0,-0.11699913,-0.04951349,-19.85242462,-54.06593704
1,0,0.13539756,-0.22417034,-35.86392975,12.33585548
1,1,0.46737996,-0.13888551,-34.78261566,43.8417778
1,0,0.03518477,-0.0244553,2.09511542,31.13231087
1,0,0.16961333,-0.26547849,-44.59764099,8.96529198
1,0,-0.05522223,-0.03160338,-8.36637974,19.10922623
1,0,0.21630456,-0.26228636,-54.58391571,7.38380146
1,0,0.04670388,-0.04463534,16.92682266,45.47776794
1,0,0.16394101,-0.24086701,-56.5787468,0.30023876
1,0,0.14921752,-0.22247109,-30.58892059,27.71156311
1,1,0.38361724,-0.14013374,-23.6410141,39.56694412
1,0,0.00691161,-0.00267705,10.05068016,50.72704697
0,0,-0.12609071,0.02054875,-11.36136436,-52.77085876
1,1,0.33163657,0.85084917,7.35437536,70.79068756
0,0,-0.24669823,0.04111084,38.06362915,-19.98637009
0,0,-0.13284381,0.01993646,-5.24078751,-52.75662231
1,0,0.06143226,-0.07404426,-9.09303093,3.29855871
1,0,0.00178417,-0.05787451,-42.66330719,20.04938126
1,0,0.00268306,-0.11782511,-34.79159546,5.05199432
1,0,0.09905077,-0.17817171,-49.75774002,16.22402954
0,0,-0.12574027,0.00891762,14.13223076,-31.79624557
1,0,-0.04113243,-0.05235242,-12.35945225,2.98548961
0,0,-0.13679343,-0.0257226,-10.8100605,-29.34648514
0,0,-0.24201892,0.05851256,37.46353912,-25.45408058
1,0,0.07916768,-0.039436,-36.60394669,32.41153717
0,0,-0.15645592,-0.0016342,26.59442329,-4.87377167
0,0,-0.10673358,-0.02364044,-11.50156307,-19.2549839
0,0,-0.10765085,0.00658692,-13.02118683,-1.53843391
0,0,-0.17412497,-0.010648,-2.40025496,-41.25618362
1,0,-0.02037773,-0.07170406,32.0476532,9.60194874
1,0,0.17810603,-0.19986988,-39.44946671,11.54446793
1,1,0.59621306,-0.12887734,-24.50477791,43.20192337
1,0,0.14678318,-0.11980339,17.59893417,41.89276505
0,0,-0.0394109,0.31416243,41.42357635,20.04039955
1,1,0.39723554,-0.19639425,24.31190872,42.12376785
0,0,-0.11628602,0.03194251,-0.31386659,-32.19932938
1,0,-0.00289872,0.01445291,-17.37153053,-8.27306747
1,0,0.19310904,-0.17392512,-30.65748596,30.74793625
1,0,-0.06721594,-0.00991688,-1.84257543,14.36011124
0,0,-0.09780439,-0.01073318,-30.54017639,-30.54610825
1,0,-0.01560798,-0.09934506,-20.21924019,8.83893585
1,1,0.46649346,-0.05711708,32.44462967,43.18355179
0,0,-0.11640954,0.00738433,25.89484978,-15.00736523
1,1,0.60494762,-0.19758351,-24.30221939,44.50117111
0,0,-0.13956231,-0.01344156,36.47666168,12.54717159
0,0,-0.13163599,-0.03042539,-13.67323971,-45.85590744
0,0,-0.1381056,0.02514862,30.13327026,-37.43232727
0,0,-0.17547836,-0.00346842,27.10550117,-4.50073338
1,1,0.32776226,0.84408772,6.01350737,70.32732391
1,0,0.11139943,-0.05641236,8.21052551,47.73548508
0,0,-0.11467642,-0.03156311,-9.06226349,-31.93912697
0,0,-0.11537322,0.01292968,24.75029755,12.76218605
0,0,-0.14431769,-0.00635909,6.77959061,-7.40908909
1,0,-0.07503458,0.02276377,-12.13720322,26.21567917
0,0,-0.1269833,-0.03769598,-12.50221252,-47.87869263
1,0,-0.03041081,0.00793075,11.12135029,50.75512695
0,0,-0.13492106,-0.03386024,-1.06173515,-12.389781
1,0,-0.05486242,-0.03983448,31.68969345,16.82799911
0,0,-0.18682833,-0.00403363,27.4663372,-4.48961449
1,0,0.15557516,-0.19888665,-35.48311615,17.57794571
0,0,-0.22008088,0.07421013,31.18979263,-22.45291519
1,0,0.04874132,-0.10185247,-42.61796188,-2.8482945
1,0,0.09859977,-0.08171342,-26.43686485,29.48526955
1,0,0.14896291,0.09698507,-19.67348099,22.61709213
0,0,-0.15103397,0.0062221,6.74838734,-19.77227783
1,0,0.19030442,-0.23003678,-55.81999588,4.32392168
1,0,-0.03396701,-0.06044683,-12.40984726,7.8923564
1,1,0.48108907,-0.06781581,31.19370651,43.98160172
1,0,0.04312308,0.00327007,-19.95723152,34.26573944
1,1,0.38731567,-0.09783562,-33.4861412,36.60292053
1,0,-0.06171242,-0.01432898,-21.12498093,-14.55614471
1,0,-0.06044751,-0.03155487,28.48283768,12.64309597
0,0,-0.11314004,0.02058731,-16.45055008,-60.32753754
1,0,0.2050264,-0.06667203,-31.25942802,31.56377029
0,0,-0.13984366,-0.00695762,-19.16894341,-55.9497261
0,0,-0.11611012,-0.01936475,-9.73224926,0.59912091
1,0,0.10123602,-0.16239989,-46.75619507,2.00870872
1,0,-0.06667736,-0.0457486,11.49499321,11.38848305
0,0,-0.11416859,-0.01256345,-19.7247982,7.61709404
1,0,-0.00798041,-0.04419123,7.6268239,-34.47755432
0,0,-0.18899814,0.00252421,35.08625412,21.68363571
0,0,-0.12051566,-0.01633774,-15.89256382,-30.25940704
0,0,-0.20347842,0.0566207,34.81923676,-29.5210762
1,0,-0.10670411,-0.05443416,-10.49580956,8.92193127
1,0,-0.01656664,-0.00413008,-36.82286072,28.02547455
1,1,0.3304706,0.81238773,18.30872536,79.28252411
0,0,-0.20104928,0.01010403,29.05930901,-3.89652729
1,0,0.15405908,-0.11214526,5.8225832,45.93677902
0,0,-0.27752073,0.05494338,45.83356476,-28.99668884
0,0,-0.07738443,-0.04256019,-33.47581482,-50.45211411
1,0,-0.07568901,0.04748393,-19.00537109,-6.81745243
0,0,-0.13981015,0.01016499,40.11807632,12.93500042
0,0,-0.10443233,-0.06120314,-26.345541,-51.66365433
1,0,0.08886245,-0.13231382,-44.6687088,2.24596596
0,0,-0.25244882,0.02257969,9.53794003,-12.12708092
0,0,-0.11778977,-0.02557994,-21.70370293,-33.03595352
0,0,-0.1373358,-0.03316688,-14.52898026,-25.32474518
0,0,-0.13201593,-0.04085929,-25.61580467,-46.46929169
0,0,-0.13149826,0.01262302,-7.10945177,-36.3424263
1,0,-0.01316014,-0.0614911,-29.00243187,19.58692741
1,0,-0.05438947,-0.05551811,37.79376602,17.18232727
0,0,-0.26602285,0.05592732,35.29307556,-18.30172157
1,1,0.49331115,-0.05216724,29.40497208,46.85761642
1,0,0.1234246,-0.08606535,-36.28359985,31.26391792
0,0,-0.11235757,-0.05857798,-24.59251976,-52.06922531
1,1,0.34300091,0.86798388,10.54168701,73.19202423
1,0,0.08950498,-0.16451903,-58.867836,10.4280653
0,0,-0.14348301,0.01209916,-13.3357439,-16.57937813
0,0,-0.05855365,0.01744149,-33.35078812,-51.48194504
1,0,-0.03995665,-0.01984115,2.54253936,3.91482353
0,0,-0.12728967,0.04022849,48.61252594,-16.39836693
1,0,-0.06518344,-0.0151553,-8.29431915,6.9676795
0,0,-0.13364,-0.03625213,-19.05874252,-48.53915405
0,0,-0.20559346,0.04631923,31.77607536,-27.87461853
0,0,-0.11921053,0.03113522,8.13954353,-33.24846268
0,0,-0.17456871,0.00109722,35.94593811,11.42394447
0,0,-0.22727306,0.01590778,18.73298454,-45.59944534
0,0,-0.13187965,-0.04170248,-18.81951523,-42.76207733
0,0,-0.13114352,-0.00863901,-20.73488998,-55.99949646
0,0,-0.14489928,0.02103722,29.50465584,-31.11040497
1,0,0.02241638,-0.00328189,17.18114853,0.54629117
0,0,-0.19202234,0.03924829,26.95067406,-23.30155754
0,0,-0.24056951,0.06161808,46.06981277,-31.91837311
0,0,-0.24246041,0.04950941,41.1074028,-21.24422455
1,0,0.22114096,-0.11424848,24.59792519,44.19998932
0,0,-0.12867579,-0.02853254,31.25007248,12.71333218
1,0,-0.0294381,-0.0402754,24.32151413,13.11899376
1,0,-0.04296366,-0.03027135,-29.34798622,19.41963959
1,0,-0.04396107,0.01022443,-19.62459946,-6.15180397
0,0,-0.15168097,0.02497333,24.75492859,-30.41987419
0,0,-0.1212811,0.0347721,-3.93412709,-46.77809525
0,0,-0.1503011,0.03600164,36.12325287,-38.45175171
1,1,0.33405654,0.81244476,17.15895081,81.10492706
1,1,0.43113191,0.19016577,-27.40243721,44.58447266
1,0,-0.00919102,-0.05503397,-16.36923218,26.1418438
1,0,-0.01396341,-0.0721471,-4.75732946,13.27921963
0,0,-0.120013,-0.02739871,-34.53436661,-46.49956131
1,0,0.16176301,-0.16525406,-30.04309845,25.066185
0,0,-0.17110477,-0.02798067,-13.41010666,-45.95039749
0,0,-0.17834066,0.00444749,-3.4365685,-31.28709412
1,0,-0.04866344,-0.05329008,-1.30540729,5.18135786
1,0,-0.0602644,-0.04364584,-15.22280598,2.06871009
0,0,-0.15445961,0.00364978,-4.87893534,-29.1874218
0,0,-0.10069578,0.02344701,5.81927776,5.93748522
1,1,0.60012812,-0.2485022,-23.50100899,51.25934219
0,0,-0.15886845,0.05776552,40.42282104,-51.09937286
1,0,0.13701998,-0.23352128,-50.83091736,14.05064011
1,1,0.50752593,0.00167589,31.95915031,51.15757751
1,1,0.56413732,-0.17027208,-22.95376015,43.50885773
0,0,-0.15204191,-0.01580818,33.802845,8.72270298
0,0,-0.16781595,0.02916293,29.3782196,-14.605093
1,1,0.48317681,-0.06933404,29.21811676,45.62654114
1,0,-0.00855838,-0.06445624,21.73865509,1.87765694
1,1,0.33224667,0.82440371,17.6567955,79.24559021
0,0,-0.16738034,-0.01960645,-14.68653965,-41.58020782
1,0,0.16873385,-0.26351484,-50.78439331,4.88267803
0,0,-0.16286326,-0.00354644,7.75492954,2.86103582
1,0,-0.05999273,-0.02076895,20.67703819,14.9061718
1,0,-0.03298415,-0.03112729,38.83234024,16.12943459
1,0,0.13531084,-0.16683532,-43.62813568,10.08414173
0,0,-0.31365725,0.04064544,37.77065659,-20.45202446
1,1,0.35427494,0.86904787,14.7424221,76.27783203
1,0,-0.04239317,-0.06390704,32.56469727,8.95983791
0,0,-0.08679498,-0.04359048,-32.72979736,10.47709656
1,0,0.13112835,-0.20179178,-51.99782181,9.31090927
1,0,0.16739712,-0.22754285,-57.31910324,0.2024413
1,0,-0.05010941,-0.03459745,42.05460358,-6.51092577
1,0,-0.08342019,-0.02560768,-8.09891605,19.9136467
0,0,-0.23814844,0.03411984,39.45907974,-17.09662819
0,0,-0.11150817,-0.0263684,-22.69799805,-39.4529686
0,0,-0.18909396,0.01249044,11.45564842,-10.25013447
1,0,-0.08565025,0.01368471,-20.05927277,-5.7749939
1,0,-0.05910122,-0.01989387,0.89908081,28.76389313
1,0,0.03518912,-0.11288622,-58.49736023,0.65824008
0,0,-0.18412739,0.00713944,27.34523392,-32.64295578
1,0,0.18082482,-0.086784,10.70394325,47.4774437
0,0,-0.11315303,-0.04783029,-25.36826897,-49.51813889
0,0,-0.25821199,0.07621288,35.19553375,-33.05458069
1,1,0.48276008,-0.17364078,-28.96269989,32.98524475
0,0,-0.16081939,0.05826749,40.16587067,-51.42116165
0,0,-0.10056997,0.04161081,9.98296547,0.81494379
1,1,0.35321873,0.87265995,11.8010788,73.35785675
0,0,-0.17946062,-0.0420923,-11.25024128,-17.75222778
1,0,0.15201454,-0.20035416,-51.07497025,15.84400082
0,0,-0.10285262,-0.05345535,-33.49442291,-49.69394302
1,1,0.3524285,0.86937431,12.33621502,74.31978607
1,1,0.41715183,-0.1700115,-29.17254257,32.26081848
1,1,0.56650931,-0.15760465,-33.17866516,44.16982651
1,0,0.0391112,-0.12285627,-31.6456337,13.77668858
0,0,-0.18804042,0.06626943,40.79436111,-50.67770004
0,0,-0.09938973,0.01520145,-4.67047644,-19.25578308
1,0,-0.04875165,-0.06282123,29.08315659,10.66223431
0,0,-0.09626307,-0.01104727,-11.74925041,-52.08430481
1,0,0.18682575,-0.19227051,-53.00307083,10.89258194
0,0,-0.17466958,0.04468513,33.29940414,14.75633717
0,0,-0.24954909,0.04503413,37.0843277,-21.73495293
1,0,-0.02366567,-0.06648893,25.49584007,-3.26646852
0,0,-0.22500444,0.01332702,19.19795036,-45.83106232
0,0,-0.17416563,-0.00365105,-3.82243919,-10.5219059
1,0,0.14929609,-0.09486032,-49.75580215,15.00686073
1,0,-0.02957123,-0.03986307,-16.24586678,26.22378922
0,0,-0.04527731,0.05780964,-27.68042183,-7.24308872
1,0,0.1004089,-0.17445166,-51.56301498,-3.39079881
0,0,-0.1686618,0.01934791,41.59783936,-7.7388525
1,0,0.0427558,-0.02059889,16.848032,0.31671074
0,0,-0.14312,-0.01066025,-12.24466228,2.13392067
1,1,0.3560652,0.81453315,14.77789402,80.33224487
0,0,-0.24076404,0.05386781,41.72638321,-31.84825706
1,0,0.16066396,-0.21033284,-58.13418198,10.00612164
1,0,0.04567877,-0.03378146,10.34332085,51.04252243
1,0,0.02468974,-0.10546961,19.08989143,2.54390812
0,0,-0.25927857,0.04884556,45.62948227,-19.18913269
0,0,-0.14961589,0.00291111,9.87499714,-20.33615685
1,0,0.02148941,-0.00620319,9.73931122,50.27329254
1,0,-0.08002048,-0.03201015,37.78609467,17.25048637
0,0,-0.16036736,0.00051901,39.12632751,12.94911671
1,1,0.27281507,-0.03632893,-25.2369957,35.74172592
0,0,-0.15252695,0.03741362,45.65763855,-22.07410812
0,0,-0.14538919,-0.03099246,-7.53747129,-20.96175194
0,0,-0.24479041,0.06764947,39.76843262,-27.72235298
1,0,0.05149479,-0.02290688,10.06740761,49.52477264
0,0,-0.19264649,-0.00261732,27.5258255,-4.39912367
1,0,-0.02029774,0.00053949,-34.12857056,28.91174126
0,0,-0.09835235,-0.03209218,-18.48518372,-16.79767799
0,0,-0.27584018,0.06749176,44.46635056,-28.90592003
0,0,-0.09857904,-0.00727493,-13.69406891,-27.64813805
1,0,0.04708365,-0.12840977,-27.9431839,21.35832214
1,1,0.51167606,-0.00417912,33.73202133,51.44150162
0,0,-0.13564245,0.03756536,43.85848236,-47.72187805
0,0,-0.17076308,0.05128981,18.06342316,-42.69140625
0,0,-0.14727966,-0.00828437,-4.7335434,18.09309006
0,0,-0.21021581,0.06549292,38.7425499,-28.41258621
0,0,-0.22997167,0.06344996,42.48994827,-19.43976021
1,0,0.1365283,-0.20027512,-38.96913147,12.73477459
0,0,-0.14597845,0.01139911,12.59841537,-45.9525795
1,1,0.46934122,-0.08571646,29.04656029,42.52793121
1,0,-0.09027619,-0.02115749,1.13636279,27.8871479
1,1,0.49891249,0.19121293,31.55033112,54.72350693
0,0,-0.12921338,-0.02500263,-6.82693052,-10.06587791
1,1,0.3223434,0.79485511,18.08948898,81.82131958
1,0,-0.02020931,-0.09520203,8.89167404,5.68306255
0,0,-0.08444843,0.00906241,-18.11811066,-38.55396652
1,0,-0.0365645,-0.05870269,13.8934679,26.67121887
1,1,0.49138779,-0.04094013,32.05738449,46.94685364
0,0,-0.11134184,-0.03506503,-22.00196648,-33.02268219
0,0,-0.25129715,0.03388091,36.01000214,-21.99357605
0,0,-0.13980862,-0.02100856,-2.75765443,-14.88720989
1,0,-0.00167288,0.01247889,9.4133606,49.74744415
0,0,-0.15188066,0.01212864,39.47588348,13.1822052
0,0,-0.14802895,-0.04135258,-14.86834049,-26.01696014
0,0,-0.09809027,-0.00063238,-31.77267456,-46.65686035
1,0,0.14618298,-0.1689556,-39.92528534,11.06485653
1,0,0.1641829,-0.19545106,-56.61506271,-0.4068048
1,1,0.34356255,0.85483709,9.03311348,70.22115326
1,0,-0.08749144,-0.03950822,26.43806267,-3.79147577
0,0,-0.15984403,-0.02336334,-7.622334,-28.32404518
1,1,0.48203247,-0.06985641,29.29705048,44.59605789
0,0,-0.14192897,-0.03666415,-7.26486683,-22.79248619
1,0,-0.05677671,-0.02560421,14.15334988,15.68240261
0,0,-0.15116473,-0.01147476,30.21832275,5.86705875
1,1,0.46830344,-0.08446084,29.19376564,42.92341995
1,1,0.55996066,-0.23361715,-22.15280533,52.55054474
1,0,-0.05242246,-0.04927064,8.50679302,14.70423222
1,1,0.34533206,0.45750794,6.92983961,77.56600189
0,0,-0.29189828,0.05586017,29.23372459,-7.35136652
0,0,-0.15799239,0.03618339,6.53515005,-19.77950478
0,0,-0.11982644,-0.00293138,-10.90518188,-16.6391716
1,0,-0.06574174,-0.02457501,5.86627674,13.74917698
0,0,-0.18110832,-0.01268882,45.58621597,-14.92712498
1,0,0.00142743,-0.01380855,35.44521713,-7.8035059
0,0,-0.29677205,0.04659502,37.06480408,-18.8243351
0,0,-0.10303913,-0.04051478,-26.41997147,-54.22661972
0,0,-0.1852397,0.15525504,36.86336136,-37.58789825
1,1,0.6138217,-0.20392797,-21.47880173,46.54401016
0,0,-0.113648,0.02775921,26.11574364,-15.31782436
1,1,0.62820734,-0.20916707,-21.88788605,46.66326523
0,0,-0.20004976,0.02151799,33.79264069,-37.28004074
0,0,-0.21969399,0.04794594,46.06669235,-31.92617607
1,0,-0.04904472,-0.01244795,14.11133766,15.67727852
1,1,0.4676656,-0.08595838,28.21917152,41.81570053
0,0,-0.16241376,0.05775579,40.08990479,-50.29274368
1,0,-0.02178064,-0.01851602,-19.26802444,27.87855721
1,0,0.08699922,-0.12072854,-62.69337845,8.50542164
0,0,-0.08432158,0.00931794,16.16094589,-1.14086139
1,0,0.14152505,-0.1307533,11.3792944,46.30814743
0,0,-0.12777255,-0.00409562,-17.04930496,-35.35914612
0,0,-0.16174374,0.01870236,37.78659439,13.76623249
1,1,0.57648272,-0.13353468,-20.32045174,41.52267075
0,0,-0.22848291,0.06164611,39.2043457,-15.54086685
1,1,0.33767225,0.84250044,8.59905243,69.4832077
1,1,0.31122839,0.81548197,5.72246599,68.26622772
1,0,0.04890286,0.02764389,18.90023232,-1.72064149
0,0,-0.1193371,-0.00923814,-24.36687851,-27.13271904
0,0,-0.23482031,0.03962751,37.67298889,-16.53349495
1,0,-0.0772507,0.00646479,4.29566765,17.4024868
0,0,-0.31561309,0.05503665,41.32504654,-28.17529297
1,1,0.57140886,-0.18480041,-36.56836319,48.32936096
0,0,-0.10462423,-0.0284862,-32.59734344,-44.30747986
0,0,-0.15820179,0.01045854,38.67429352,20.19129944
0,0,-0.23861942,0.00662556,1.04027045,-19.90550804
0,0,-0.24090911,0.06453579,30.10689735,-8.7931633
0,0,-0.11236126,-0.01502654,-16.33039284,-27.20475769
0,0,-0.12408819,0.02564825,5.70820999,-21.34455872
1,0,-0.03446813,-0.08286294,-17.81695557,10.37847042
0,0,-0.26647942,0.07906784,36.59142685,-20.05804825
0,0,-0.13859991,-0.06978502,-20.26916122,-45.75975037
1,0,0.14436699,-0.25205738,-50.3933754,7.56996346
1,1,0.57642281,-0.16291212,-33.17705536,44.1772995
0,0,-0.12882535,0.0168447,-8.0478611,-31.37172318
0,0,-0.13193491,-0.01937944,-12.33881855,2.41335464
0,0,-0.08982838,0.02570561,10.69270325,-18.08514404
1,1,0.36056883,0.76354363,4.02548027,72.14508057
0,0,-0.09288929,-0.06818752,-21.4696064,-42.84900284
0,0,-0.17840529,0.00623678,41.52260208,13.64442635
0,0,-0.08989321,-0.02018665,-20.10821152,-46.10732269
1,0,0.02244763,-0.00354934,-19.92512894,34.25175858
1,0,0.00741168,-0.07453848,-18.19499397,12.53183651
1,0,0.0686096,-0.04666125,-26.39067841,31.239748
1,0,-0.02919611,-0.05777734,-3.88821244,8.4483099
1,1,0.48583881,-0.05776626,31.76779556,44.93940735
1,0,0.09233565,-0.14619087,-51.51773071,-3.43050146
0,0,-0.12364726,-0.01763936,-8.2987051,-35.24530029
1,0,-0.02287556,-0.09579475,4.47585726,26.93861389
1,0,0.12268623,-0.18664665,-49.62184143,5.3390069
1,0,-0.03165907,-0.06202753,-2.64147711,3.06275749
1,1,0.49903012,-0.00366534,34.84777832,50.95245361
1,0,0.05146673,-0.1431102,-18.95141792,10.14105129
0,0,-0.31422344,0.08071481,43.10556793,-22.63803291
1,0,-0.05036668,-0.02676404,5.36798286,29.11672592
0,0,-0.08510337,0.0077728,-40.19725418,-45.91454315
1,0,-0.0776623,-0.01093481,8.74370575,8.60402393
1,1,0.30962738,-0.17137547,23.31542587,42.16823196
1,1,0.317699,0.82110771,4.79197311,69.46131897
1,0,-0.01042361,-0.0087696,19.05997849,0.46248415
1,0,0.22638527,-0.24381251,-53.54573822,6.6449337
0,0,-0.16328728,-0.012773,-15.88624001,-47.35297012
1,0,-0.02654427,-0.04746239,12.21516609,11.12238503
1,1,0.46816139,-0.08460364,29.50794983,42.18118668
1,0,0.2213341,-0.20256841,12.74912739,46.17020416
0,0,-0.25601562,0.05237562,36.86762238,-28.94837761
0,0,-0.33081359,0.07740086,36.7318306,-23.27585983
0,0,-0.13834877,0.01103091,-6.40758467,-35.68884659
0,0,-0.15957766,-0.02969274,-7.37208843,-37.87750626
1,0,0.11150559,-0.18484338,-60.75722885,9.35376358
1,1,0.48840837,-0.04927853,32.29035568,46.04373932
0,0,-0.18794419,-0.0168654,-7.86302423,-17.8567524
0,0,-0.25285781,0.03230885,40.14125824,-30.45133018
1,0,-0.03840197,-0.05016392,1.75299621,28.95644569
1,0,0.04420232,-0.06120152,5.22228336,44.10655594
0,0,-0.12805192,0.01225145,20.49440765,-12.29056358
1,0,0.11858064,-0.1628657,-37.84820175,10.39929104
0,0,-0.13055104,-0.03382208,-9.41977406,-35.99988937
1,0,-0.07258778,-0.0419476,8.86191559,3.82217145
0,0,-0.13884099,0.00481895,-8.71135998,-39.74085999
0,0,-0.1540742,0.00725915,35.33370209,20.93268967
0,0,-0.11437226,0.00910673,14.69625854,-39.90625381
1,0,0.14312802,-0.23107712,-51.25519943,4.39603567
1,0,0.13051053,-0.16110934,-42.51333618,20.04925156
0,0,-0.12678603,0.02267192,-2.34694123,-26.03013039
1,1,0.45300798,-0.13540295,-38.13221359,48.39539719
0,0,-0.12313158,0.01260734,-27.752985,-56.11668396
0,0,-0.13913461,0.0046546,-27.75759315,-57.35049057
1,0,0.18878729,-0.21512994,-38.00597,12.49540234
0,0,-0.31729395,0.07681772,39.53633118,-15.93989372
0,0,-0.18701144,0.00234978,13.96980381,-21.21963882
1,0,0.20150625,-0.0099791,4.74471951,47.14771652
1,1,0.36160827,0.80792086,14.09212875,80.26860046
1,0,-0.10445121,-0.00669675,-17.22608376,4.85568428
1,0,-0.0304563,-0.06880544,4.59055328,14.19521618
0,0,-0.11729224,-0.03118892,-8.09231853,-20.91826439
0,0,-0.16878659,0.04382029,39.0516243,-52.12995148
1,1,0.48521067,-0.06068261,28.41288185,45.46772385
1,0,0.01169563,-0.095033,26.47997856,-2.69075823
1,1,0.60916977,-0.1958012,-34.41305161,47.73533249
1,1,0.33953065,0.86362943,9.91798019,72.73574829
1,1,0.6293995,-0.23114764,-23.81151772,48.38784027
1,0,0.06104988,-0.10101836,-36.81467438,28.02823067
0,0,-0.10348532,0.03843979,0.18419312,-16.17839432
0,0,-0.17685173,-0.00407026,8.47205448,1.18192685
1,0,-0.0515502,-0.02075508,-0.8832649,-6.15004063
0,0,-0.14746216,-0.03992195,-27.53463173,-46.35427475
0,0,-0.19651324,0.04217331,40.93714905,-14.45683289
1,1,0.58564597,-0.21130715,-20.08558083,49.44087982
1,0,0.20081084,-0.24664462,-56.14125824,6.12976646
0,0,-0.13533294,0.2315252,36.36556625,7.53491545
0,0,-0.09293379,0.01072058,-23.24704552,-50.90528488
1,0,-0.04369554,-0.03761176,34.02947617,11.77382851
1,0,-0.06169517,-0.04409881,20.50945282,-11.66520786
0,0,-0.1757159,0.0281141,36.06714249,-38.37630463
0,0,-0.14801716,-0.05723168,-26.89896774,-50.390522
0,0,-0.10390215,0.00119736,-21.58812714,-59.4054184
1,0,-0.05322572,-0.03245068,33.75091553,10.19111443
0,0,-0.26834642,0.02348897,40.41599274,-34.19774628
0,0,-0.09251256,-0.00709188,-9.08884525,-39.71765518
0,0,-0.10683041,-0.02015136,-11.38643265,-40.76475906
0,0,-0.10062397,0.02319841,13.7152729,20.86760139
1,0,-0.03553412,-0.06315856,26.18303871,-0.86206228
0,0,-0.11231634,0.00523749,6.36340904,-16.50184441
1,1,0.44359652,-0.13329191,-27.42945671,36.79280472
1,1,0.35258993,0.86162258,11.3722229,74.09100342
0,0,-0.26292867,0.02952429,26.11073685,-27.65751457
1,1,0.30729343,0.77488163,18.98723793,81.9876709
0,0,-0.10628679,-0.0209946,-36.03711319,-49.72844696
0,0,-0.10215293,0.02707637,16.22064018,-3.70828819
0,0,-0.10077259,-0.01690475,-24.30097008,-27.70658493
0,0,-0.17470589,-0.00175292,36.48983383,19.8349247
0,0,-0.0895229,-0.02909454,-16.03542328,-29.05499649
0,0,-0.06726077,0.06456237,-28.77710342,-8.13231468
1,0,-0.0367393,-0.03586918,0.80025363,29.4041748
1,1,0.26005176,0.55787042,9.05212402,81.58783722
0,0,-0.13309041,-0.03948213,-21.38589478,-49.41832733
1,0,0.1350293,-0.18532652,-53.00531387,2.83357978
1,0,0.14508351,-0.09143518,-20.10427666,35.03814697
1,0,-0.10631563,0.00263669,16.52459335,7.29342365
0,0,-0.14847537,0.0046992,2.01313782,-29.52942085
1,0,-0.05768265,-0.02882014,-1.2072717,19.09903145
1,1,0.32913412,0.84669545,7.0512681,70.17575836
1,0,0.08904493,-0.05424974,14.08254242,42.16363907
0,0,-0.21214049,0.04490103,29.87865829,-36.8646698
1,1,0.57989711,-0.14691189,-35.70672989,47.08336639
0,0,-0.1188204,-0.02870042,-11.98058796,8.13702488
0,0,-0.28883991,0.06046275,29.40400314,-7.6478467
0,0,-0.13020841,0.03398024,15.85198307,-43.75458527
0,0,-0.18096858,-0.00088337,7.53360081,2.02399993
1,0,-0.01494449,-0.05535017,19.25213623,5.3693223
1,0,0.21729001,-0.03492926,-49.91757202,6.4742012
1,0,-0.00029235,-0.03409885,19.95569611,8.3377943
1,0,-0.03760798,-0.05540643,-24.79325676,13.43663979
