label,alpha,beta
0,0.528,0.452
1,0.644,0.654
0,0.502,0.48
0,0.51,0.54
0,0.46,0.534
1,0.314,0.596
1,0.314,0.618
1,0.33,0.344
1,0.59,0.742
1,0.318,0.602
1,0.316,0.302
1,0.32,0.622
1,0.298,0.628
1,0.668,0.314
0,0.514,0.486
1,0.73,0.568
1,0.666,0.312
1,0.44,0.272
1,0.524,0.256
0,0.468,0.52
1,0.724,0.524
0,0.51,0.474
0,0.46,0.496
0,0.476,0.478
1,0.646,0.302
1,0.66,0.69
1,0.734,0.58
1,0.658,0.3
0,0.506,0.434
1,0.726,0.396
0,0.508,0.5
1,0.706,0.58
1,0.676,0.334
1,0.354,0.328
1,0.332,0.322
0,0.432,0.504
1,0.336,0.672
1,0.622,0.684
1,0.58,0.306
1,0.634,0.692
1,0.28,0.576
0,0.47,0.534
0,0.498,0.482
0,0.468,0.488
0,0.488,0.476
1,0.706,0.394
1,0.29,0.572
1,0.522,0.282
1,0.65,0.708
0,0.508,0.474
0,0.48,0.496
0,0.496,0.482
1,0.368,0.326
1,0.538,0.256
0,0.492,0.476
1,0.548,0.24
1,0.696,0.326
1,0.716,0.394
0,0.494,0.516
1,0.75,0.524
1,0.604,0.712
1,0.286,0.352
0,0.48,0.478
0,0.468,0.504
1,0.506,0.266
1,0.33,0.346
0,0.44,0.466
0,0.428,0.544
0,0.49,0.504
1,0.752,0.486
1,0.71,0.362
1,0.654,0.302
0,0.48,0.52
0,0.496,0.52
1,0.74,0.486
1,0.362,0.27
1,0.718,0.582
1,0.736,0.412
1,0.658,0.314
1,0.616,0.316
1,0.66,0.316
1,0.312,0.362
1,0.286,0.598
1,0.748,0.418
0,0.528,0.474
0,0.482,0.518
1,0.31,0.312
1,0.274,0.578
1,0.472,0.264
0,0.494,0.48
1,0.298,0.638
1,0.668,0.636
1,0.318,0.706
0,0.494,0.524
1,0.598,0.75
0,0.47,0.532
1,0.65,0.7
1,0.626,0.65
1,0.26,0.414
0,0.474,0.522
1,0.548,0.26
1,0.776,0.496
1,0.332,0.348
0,0.472,0.502
1,0.286,0.688
1,0.708,0.336
1,0.754,0.37
0,0.476,0.496
1,0.262,0.614
0,0.522,0.498
0,0.478,0.47
0,0.448,0.49
0,0.486,0.492
1,0.294,0.578
1,0.678,0.604
1,0.306,0.716
0,0.478,0.512
1,0.704,0.508
1,0.556,0.272
0,0.482,0.478
1,0.77,0.494
1,0.298,0.618
0,0.452,0.478
1,0.696,0.632
0,0.516,0.508
1,0.702,0.418
1,0.704,0.446
1,0.312,0.392
1,0.726,0.428
1,0.35,0.284
0,0.464,0.482
1,0.732,0.402
0,0.46,0.526
1,0.308,0.348
1,0.652,0.35
1,0.702,0.37
0,0.516,0.484
1,0.322,0.314
0,0.506,0.554
1,0.512,0.3
1,0.65,0.724
1,0.7,0.328
1,0.632,0.716
1,0.552,0.304
1,0.33,0.574
1,0.34,0.676
1,0.308,0.562
0,0.498,0.478
1,0.75,0.4
1,0.692,0.408
1,0.288,0.364
1,0.692,0.652
1,0.662,0.68
1,0.686,0.664
1,0.702,0.36
1,0.68,0.318
0,0.492,0.51
1,0.308,0.36
1,0.662,0.674
1,0.298,0.558
0,0.502,0.498
1,0.684,0.334
1,0.67,0.732
0,0.464,0.474
1,0.642,0.694
1,0.704,0.58
1,0.66,0.322
1,0.676,0.29
1,0.74,0.554
1,0.698,0.282
