label,alpha,beta
0,0.874,0.802
0,0.662,0.346
0,0.374,0.658
1,0.608,0.654
0,0.664,0.342
0,0.866,0.832
0,0.65,0.294
0,0.664,0.294
0,0.668,0.37
1,0.44,0.138
0,0.374,0.608
1,0.6,0.314
0,0.612,0.3
1,0.844,0.9
0,0.79,0.152
0,0.106,0.476
1,0.486,0.318
0,0.624,0.318
0,0.834,0.822
0,0.844,0.854
0,0.374,0.32
1,0.222,0.12
0,0.662,0.352
0,0.846,0.84
0,0.814,0.154
1,0.428,0.12
1,0.428,0.15
1,0.202,0.15
1,0.458,0.876
0,0.652,0.332
0,0.806,0.16
1,0.462,0.92
0,0.64,0.292
0,0.676,0.39
0,0.636,0.304
0,0.626,0.712
0,0.666,0.37
1,0.112,0.412
1,0.648,0.472
1,0.258,0.116
0,0.168,0.828
1,0.176,0.76
1,0.42,0.124
0,0.836,0.46
0,0.692,0.308
0,0.354,0.626
0,0.65,0.29
1,0.448,0.304
1,0.184,0.774
0,0.112,0.124
0,0.134,0.128
0,0.498,0.13
0,0.684,0.306
0,0.16,0.842
0,0.47,0.852
0,0.822,0.822
0,0.51,0.848
0,0.118,0.47
0,0.39,0.642
0,0.7,0.302
1,0.352,0.494
0,0.692,0.302
0,0.628,0.318
1,0.91,0.118
1,0.478,0.862
1,0.35,0.454
1,0.574,0.332
0,0.48,0.118
0,0.67,0.378
0,0.414,0.356
1,0.326,0.508
0,0.36,0.642
1,0.666,0.562
0,0.826,0.116
1,0.522,0.86
0,0.12,0.498
0,0.846,0.86
0,0.216,0.85
1,0.42,0.112
0,0.868,0.146
1,0.176,0.156
0,0.582,0.348
0,0.404,0.318
0,0.688,0.302
1,0.68,0.534
0,0.486,0.832
0,0.684,0.32
0,0.662,0.34
0,0.11,0.11
0,0.52,0.116
0,0.834,0.82
0,0.504,0.14
0,0.672,0.378
1,0.832,0.164
1,0.618,0.662
0,0.794,0.148
0,0.492,0.84
0,0.622,0.288
1,0.492,0.334
0,0.132,0.122
1,0.236,0.106
0,0.4,0.272
0,0.35,0.664
1,0.586,0.634
0,0.61,0.328
0,0.758,0.646
0,0.322,0.284
1,0.66,0.464
0,0.664,0.324
0,0.144,0.47
0,0.588,0.64
1,0.25,0.128
0,0.364,0.286
0,0.092,0.144
0,0.686,0.334
0,0.102,0.172
0,0.676,0.652
0,0.512,0.842
0,0.512,0.086
1,0.686,0.37
0,0.592,0.31
0,0.726,0.606
0,0.644,0.73
0,0.328,0.368
0,0.688,0.338
0,0.134,0.464
0,0.612,0.378
0,0.6,0.36
0,0.792,0.146
0,0.62,0.334
1,0.494,0.876
0,0.464,0.82
0,0.59,0.366
0,0.414,0.362
0,0.386,0.654
1,0.67,0.384
0,0.4,0.37
0,0.306,0.688
1,0.152,0.806
0,0.62,0.296
1,0.394,0.456
1,0.476,0.862
0,0.664,0.35
1,0.874,0.156
0,0.838,0.466
1,0.804,0.856
1,0.654,0.518
0,0.67,0.268
0,0.126,0.454
0,0.602,0.662
1,0.54,0.838
1,0.398,0.142
1,0.348,0.374
0,0.4,0.37
0,0.608,0.686
0,0.586,0.678
0,0.618,0.362
1,0.836,0.858
0,0.482,0.076
1,0.446,0.118
1,0.458,0.3
0,0.508,0.834
1,0.428,0.134
0,0.634,0.318
0,0.564,0.696
0,0.1,0.484
0,0.674,0.322
0,0.614,0.274
0,0.47,0.122
0,0.626,0.39
1,0.082,0.466
0,0.694,0.326
0,0.128,0.504
1,0.518,0.84
0,0.474,0.844
0,0.524,0.124
0,0.67,0.33
1,0.876,0.136
0,0.634,0.35
0,0.836,0.802
1,0.14,0.788
0,0.79,0.132
0,0.622,0.294
0,0.824,0.122
1,0.206,0.808
1,0.494,0.898
0,0.472,0.116
1,0.09,0.416
1,0.094,0.816
1,0.832,0.838
1,0.446,0.898
0,0.858,0.466
1,0.356,0.54
0,0.186,0.86
1,0.18,0.156
0,0.37,0.34
0,0.496,0.152
0,0.658,0.36
0,0.1,0.13
1,0.428,0.138
1,0.642,0.45
0,0.63,0.292
1,0.826,0.838
0,0.6,0.612
1,0.834,0.844
1,0.478,0.338
0,0.36,0.616
1,0.13,0.446
0,0.676,0.364
1,0.246,0.106
1,0.59,0.666
1,0.336,0.504
0,0.636,0.312
0,0.412,0.358
0,0.108,0.134
0,0.704,0.28
1,0.378,0.382
0,0.616,0.366
0,0.544,0.128
0,0.648,0.342
0,0.686,0.63
0,0.636,0.608
1,0.674,0.394
1,0.476,0.646
0,0.872,0.456
0,0.616,0.316
0,0.66,0.374
0,0.626,0.37
0,0.644,0.314
1,0.832,0.868
0,0.132,0.164
0,0.486,0.094
0,0.502,0.1
1,0.354,0.512
1,0.518,0.882
0,0.674,0.366
0,0.658,0.298
1,0.38,0.51
0,0.836,0.132
0,0.482,0.126
0,0.122,0.11
0,0.794,0.12
1,0.144,0.748
0,0.6,0.32
0,0.326,0.672
0,0.144,0.118
0,0.608,0.664
0,0.098,0.142
0,0.616,0.354
1,0.372,0.524
1,0.426,0.158
0,0.818,0.136
1,0.128,0.798
0,0.35,0.688
0,0.616,0.338
0,0.63,0.338
0,0.706,0.274
0,0.828,0.14
0,0.462,0.122
1,0.422,0.162
0,0.644,0.604
1,0.146,0.78
0,0.482,0.096
1,0.5,0.878
0,0.636,0.354
1,0.492,0.858
0,0.842,0.846
0,0.762,0.132
0,0.152,0.456
0,0.626,0.67
0,0.316,0.668
0,0.828,0.148
0,0.504,0.124
0,0.828,0.144
1,0.83,0.848
1,0.67,0.392
0,0.134,0.846
1,0.49,0.334
0,0.578,0.678
0,0.412,0.252
0,0.656,0.344
0,0.664,0.36
0,0.498,0.086
0,0.71,0.312
0,0.86,0.12
0,0.672,0.326
1,0.428,0.1
0,0.612,0.354
0,0.176,0.128
0,0.11,0.144
1,0.148,0.426
0,0.686,0.416
0,0.682,0.332
1,0.502,0.874
1,0.126,0.83
0,0.616,0.35
0,0.832,0.126
1,0.366,0.496
0,0.518,0.078
0,0.098,0.14
1,0.822,0.858
1,0.662,0.412
1,0.364,0.412
0,0.502,0.11
1,0.424,0.142
0,0.144,0.486
0,0.324,0.272
0,0.666,0.312
0,0.384,0.282
0,0.508,0.852
0,0.616,0.316
0,0.68,0.32
0,0.626,0.318
0,0.878,0.832
0,0.85,0.11
0,0.618,0.352
1,0.45,0.112
1,0.188,0.754
0,0.392,0.278
1,0.234,0.134
1,0.154,0.766
0,0.112,0.132
1,0.804,0.832
0,0.48,0.816
0,0.48,0.138
0,0.358,0.348
1,0.17,0.158
0,0.22,0.858
0,0.48,0.106
0,0.836,0.852
0,0.496,0.094
1,0.398,0.44
0,0.174,0.836
0,0.852,0.834
0,0.836,0.13
1,0.138,0.39
1,0.228,0.14
1,0.206,0.12
0,0.608,0.328
0,0.11,0.47
0,0.878,0.46
1,0.586,0.65
1,0.4,0.09
1,0.514,0.848
1,0.478,0.834
0,0.112,0.494
0,0.142,0.448
0,0.386,0.344
0,0.326,0.27
0,0.81,0.864
1,0.352,0.538
0,0.862,0.854
1,0.14,0.802
0,0.69,0.63
0,0.354,0.652
1,0.636,0.458
0,0.42,0.288
0,0.826,0.466
0,0.148,0.462
1,0.36,0.496
0,0.278,0.318
0,0.674,0.63
0,0.136,0.506
0,0.244,0.308
1,0.674,0.528
0,0.13,0.488
0,0.352,0.41
0,0.46,0.112
0,0.664,0.628
1,0.414,0.312
0,0.14,0.464
0,0.258,0.672
1,0.122,0.776
0,0.812,0.828
1,0.652,0.484
0,0.868,0.44
1,0.52,0.856
0,0.316,0.246
0,0.788,0.838
0,0.384,0.666
0,0.092,0.506
1,0.136,0.776
0,0.096,0.486
0,0.566,0.626
0,0.388,0.696
0,0.118,0.494
0,0.466,0.87
0,0.514,0.132
0,0.408,0.356
0,0.438,0.32
1,0.412,0.126
1,0.416,0.14
1,0.584,0.33
0,0.802,0.84
0,0.496,0.856
1,0.422,0.334
1,0.676,0.398
1,0.686,0.364
0,0.386,0.272
1,0.414,0.128
1,0.87,0.814
0,0.354,0.66
1,0.432,0.148
0,0.376,0.69
0,0.134,0.458
1,0.514,0.856
1,0.354,0.412
0,0.112,0.486
0,0.386,0.266
0,0.128,0.47
0,0.346,0.376
1,0.526,0.868
0,0.392,0.25
1,0.366,0.522
1,0.658,0.568
0,0.846,0.816
1,0.168,0.768
0,0.716,0.646
1,0.654,0.51
1,0.698,0.41
1,0.39,0.438
1,0.44,0.11
0,0.298,0.674
1,0.486,0.852
1,0.436,0.12
1,0.594,0.654
0,0.108,0.468
0,0.456,0.098
1,0.52,0.85
0,0.868,0.442
0,0.368,0.276
1,0.652,0.48
0,0.864,0.464
0,0.546,0.646
1,0.892,0.124
1,0.554,0.66
1,0.67,0.488
1,0.892,0.128
1,0.858,0.866
1,0.106,0.8
1,0.422,0.106
0,0.844,0.844
1,0.894,0.172
0,0.828,0.814
1,0.67,0.558
1,0.808,0.854
0,0.848,0.84
1,0.466,0.892
0,0.14,0.492
0,0.406,0.268
1,0.354,0.53
0,0.644,0.65
1,0.474,0.652
0,0.842,0.822
1,0.85,0.896
1,0.098,0.794
1,0.682,0.452
0,0.372,0.306
1,0.66,0.594
0,0.44,0.27
0,0.496,0.868
1,0.506,0.866
1,0.422,0.324
1,0.578,0.674
0,0.484,0.114
0,0.518,0.136
0,0.324,0.376
0,0.412,0.252
1,0.476,0.318
1,0.386,0.146
1,0.402,0.12
1,0.786,0.89
0,0.358,0.65
0,0.376,0.336
1,0.554,0.638
0,0.14,0.474
1,0.518,0.854
0,0.668,0.628
0,0.404,0.36
1,0.44,0.112
1,0.442,0.328
1,0.858,0.816
0,0.282,0.654
0,0.668,0.7
1,0.506,0.844
0,0.86,0.452
0,0.382,0.334
1,0.868,0.872
1,0.454,0.3
0,0.136,0.466
1,0.658,0.418
0,0.344,0.616
0,0.626,0.676
1,0.662,0.374
0,0.63,0.644
1,0.596,0.646
1,0.794,0.888
0,0.274,0.656
0,0.468,0.134
1,0.444,0.654
1,0.462,0.16
0,0.714,0.714
1,0.65,0.564
0,0.884,0.444
0,0.798,0.796
0,0.744,0.634
0,0.244,0.652
0,0.372,0.272
0,0.498,0.88
0,0.5,0.858
1,0.534,0.62
0,0.84,0.818
0,0.482,0.826
0,0.282,0.384
0,0.34,0.284
0,0.352,0.362
0,0.63,0.616
1,0.414,0.31
0,0.808,0.798
1,0.676,0.396
0,0.312,0.64
0,0.492,0.866
0,0.346,0.372
1,0.676,0.412
1,0.802,0.832
1,0.83,0.828
0,0.49,0.858
0,0.854,0.826
1,0.878,0.446
0,0.832,0.446
0,0.496,0.11
0,0.334,0.628
1,0.37,0.578
0,0.598,0.708
0,0.496,0.86
0,0.858,0.826
1,0.826,0.842
1,0.656,0.448
0,0.366,0.388
0,0.502,0.1
0,0.6,0.694
0,0.456,0.876
1,0.378,0.548
0,0.316,0.408
1,0.848,0.88
0,0.586,0.594
0,0.846,0.436
1,0.834,0.866
1,0.702,0.38
1,0.58,0.33
0,0.87,0.432
1,0.854,0.894
0,0.808,0.826
0,0.53,0.844
1,0.516,0.308
1,0.442,0.146
0,0.87,0.46
1,0.858,0.434
0,0.508,0.832
0,0.482,0.852
1,0.364,0.546
1,0.892,0.46
1,0.458,0.322
0,0.876,0.452
1,0.582,0.676
0,0.398,0.36
1,0.406,0.318
1,0.848,0.882
1,0.442,0.31
0,0.228,0.318
0,0.334,0.622
0,0.504,0.106
0,0.828,0.838
0,0.374,0.28
0,0.61,0.612
0,0.296,0.632
1,0.372,0.4
0,0.522,0.836
0,0.486,0.122
1,0.44,0.31
1,0.658,0.426
1,0.344,0.378
0,0.522,0.11
1,0.86,0.86
0,0.666,0.628
1,0.42,0.144
1,0.868,0.856
0,0.346,0.284
1,0.466,0.108
1,0.656,0.484
1,0.366,0.428
1,0.814,0.86
1,0.84,0.45
0,0.5,0.848
0,0.348,0.632
0,0.666,0.662
1,0.51,0.342
0,0.31,0.672
1,0.524,0.662
0,0.528,0.88
0,0.346,0.342
1,0.358,0.428
1,0.438,0.124
1,0.436,0.154
0,0.312,0.266
0,0.346,0.266
0,0.376,0.252
1,0.864,0.84
1,0.67,0.406
1,0.594,0.358
1,0.66,0.568
0,0.652,0.704
1,0.45,0.12
0,0.628,0.646
0,0.53,0.09
0,0.632,0.622
0,0.83,0.462
0,0.34,0.29
0,0.534,0.874
0,0.808,0.84
0,0.408,0.354
0,0.69,0.646
1,0.462,0.132
0,0.49,0.882
0,0.512,0.85
1,0.884,0.454
0,0.522,0.85
0,0.8,0.806
0,0.656,0.57
0,0.428,0.29
0,0.494,0.846
0,0.868,0.842
0,0.868,0.45
1,0.508,0.328
1,0.808,0.864
0,0.474,0.836
0,0.308,0.648
0,0.86,0.454
1,0.466,0.17
1,0.37,0.418
0,0.85,0.854
0,0.36,0.414
0,0.856,0.464
0,0.36,0.694
0,0.298,0.648
1,0.378,0.508
0,0.858,0.86
0,0.484,0.85
0,0.804,0.84
1,0.86,0.846
0,0.316,0.668
1,0.822,0.888
1,0.474,0.154
1,0.362,0.546
0,0.32,0.352
0,0.738,0.62
0,0.5,0.116
1,0.46,0.154
1,0.372,0.526
1,0.672,0.564
0,0.874,0.436
0,0.404,0.316
0,0.7,0.668
1,0.454,0.144
0,0.7,0.626
1,0.502,0.158
0,0.508,0.83
1,0.522,0.324
1,0.53,0.12
1,0.676,0.404
0,0.856,0.47
1,0.898,0.426
0,0.354,0.286
1,0.45,0.318
0,0.312,0.256
1,0.876,0.146
1,0.896,0.15
1,0.68,0.416
1,0.66,0.468
0,0.75,0.648
0,0.318,0.614
1,0.874,0.854
1,0.866,0.87
0,0.874,0.812
0,0.51,0.102
1,0.652,0.582
0,0.808,0.476
1,0.688,0.366
0,0.366,0.628
0,0.34,0.646
0,0.362,0.244
0,0.342,0.668
0,0.396,0.662
1,0.86,0.878
1,0.88,0.144
0,0.68,0.714
0,0.832,0.452
1,0.444,0.662
0,0.492,0.872
1,0.858,0.88
0,0.4,0.29
1,0.488,0.15
0,0.322,0.66
1,0.436,0.278
0,0.484,0.852
0,0.48,0.854
0,0.324,0.308
0,0.326,0.384
1,0.672,0.546
0,0.854,0.432
1,0.332,0.534
1,0.632,0.486
0,0.588,0.652
1,0.468,0.108
0,0.75,0.63
0,0.862,0.448
1,0.362,0.534
0,0.516,0.118
1,0.86,0.828
0,0.694,0.694
0,0.842,0.462
1,0.644,0.536
0,0.36,0.262
0,0.828,0.478
0,0.596,0.63
0,0.38,0.682
0,0.834,0.454
1,0.866,0.87
1,0.442,0.358
0,0.368,0.66
0,0.25,0.322
0,0.41,0.28
1,0.47,0.16
1,0.376,0.382
0,0.842,0.81
0,0.502,0.858
0,0.832,0.812
1,0.452,0.654
0,0.824,0.802
1,0.866,0.866
1,0.442,0.302
0,0.506,0.106
0,0.38,0.672
1,0.544,0.328
0,0.352,0.708
1,0.88,0.446
0,0.49,0.832
0,0.634,0.676
0,0.322,0.292
1,0.464,0.16
0,0.648,0.666
0,0.332,0.666
0,0.554,0.628
0,0.332,0.63
1,0.492,0.822
1,0.61,0.322
0,0.528,0.856
0,0.514,0.874
1,0.852,0.424
0,0.506,0.868
0,0.646,0.652
0,0.374,0.286
0,0.368,0.266
0,0.508,0.85
0,0.35,0.278
1,0.864,0.476
1,0.852,0.824
0,0.328,0.68
1,0.868,0.458
1,0.846,0.864
0,0.286,0.66
1,0.482,0.314
1,0.778,0.85
1,0.652,0.414
1,0.488,0.32
0,0.352,0.71
0,0.862,0.486
0,0.866,0.822
0,0.548,0.132
0,0.646,0.608
0,0.53,0.866
1,0.49,0.106
1,0.434,0.168
0,0.846,0.49
1,0.866,0.444
1,0.85,0.49
0,0.512,0.868
0,0.852,0.826
1,0.646,0.41
1,0.854,0.164
1,0.874,0.864
0,0.852,0.87
0,0.53,0.828
0,0.812,0.836
0,0.36,0.41
1,0.474,0.678
1,0.672,0.384
0,0.324,0.704
0,0.3,0.594
0,0.5,0.864
0,0.496,0.868
0,0.868,0.812
1,0.334,0.558
0,0.324,0.274
1,0.512,0.322
0,0.714,0.648
0,0.872,0.482
0,0.324,0.328
1,0.502,0.636
0,0.372,0.37
0,0.354,0.28
0,0.504,0.854
0,0.49,0.884
0,0.324,0.278
0,0.856,0.474
0,0.678,0.648
0,0.842,0.46
1,0.342,0.396
1,0.526,0.67
1,0.504,0.84
0,0.28,0.332
0,0.382,0.258
1,0.454,0.102
0,0.334,0.29
0,0.506,0.832
0,0.508,0.836
1,0.368,0.522
1,0.364,0.422
0,0.404,0.316
0,0.804,0.798
0,0.328,0.634
0,0.642,0.66
0,0.834,0.838
1,0.864,0.886
0,0.468,0.106
1,0.916,0.838
1,0.832,0.908
0,0.372,0.366
1,0.67,0.454
0,0.83,0.832
0,0.344,0.354
0,0.372,0.314
0,0.846,0.818
1,0.838,0.888
1,0.892,0.162
1,0.426,0.332
0,0.874,0.456
0,0.848,0.834
0,0.692,0.614
0,0.792,0.832
1,0.87,0.452
0,0.36,0.292
0,0.464,0.13
0,0.356,0.346
0,0.52,0.872
0,0.854,0.458
0,0.878,0.822
1,0.368,0.432
1,0.468,0.19
0,0.344,0.394
1,0.364,0.484
0,0.494,0.872
1,0.884,0.17
0,0.306,0.368
0,0.494,0.902
1,0.362,0.458
0,0.376,0.392
0,0.52,0.88
1,0.888,0.43
0,0.498,0.842
0,0.302,0.606
0,0.37,0.288
0,0.296,0.416
1,0.424,0.29
0,0.48,0.896
0,0.328,0.654
1,0.87,0.422
1,0.434,0.646
0,0.614,0.714
1,0.522,0.658
0,0.306,0.356
0,0.83,0.846
1,0.88,0.854
0,0.352,0.648
0,0.83,0.856
0,0.596,0.658
0,0.33,0.352
1,0.878,0.166
0,0.686,0.712
1,0.894,0.424
0,0.802,0.832
0,0.88,0.468
1,0.354,0.41
1,0.87,0.428
1,0.454,0.288
0,0.322,0.694
1,0.474,0.152
0,0.332,0.272
0,0.526,0.832
1,0.456,0.624
1,0.502,0.122
0,0.862,0.45
0,0.632,0.638
1,0.482,0.164
0,0.492,0.854
1,0.698,0.448
1,0.858,0.446
0,0.508,0.108
0,0.33,0.694
1,0.512,0.126
1,0.47,0.134
0,0.668,0.648
1,0.634,0.65
0,0.414,0.3
0,0.416,0.362
0,0.248,0.328
1,0.662,0.364
1,0.486,0.138
1,0.464,0.122
0,0.69,0.632
1,0.894,0.846
1,0.842,0.454
0,0.826,0.486
0,0.67,0.652
0,0.85,0.82
0,0.718,0.65
1,0.678,0.484
0,0.846,0.83
0,0.52,0.82
0,0.376,0.346
0,0.85,0.46
0,0.852,0.804
0,0.5,0.842
1,0.44,0.18
0,0.604,0.638
1,0.446,0.142
1,0.508,0.154
1,0.678,0.484
1,0.322,0.544
0,0.344,0.624
0,0.46,0.124
1,0.36,0.54
0,0.82,0.83
0,0.536,0.856
1,0.786,0.872
1,0.37,0.414
1,0.476,0.164
1,0.89,0.842
0,0.36,0.262
0,0.638,0.636
1,0.908,0.432
0,0.338,0.284
1,0.492,0.164
1,0.678,0.412
0,0.53,0.86
0,0.63,0.61
1,0.672,0.49
0,0.364,0.634
0,0.486,0.884
0,0.864,0.466
1,0.354,0.504
1,0.848,0.438
0,0.806,0.83
0,0.842,0.8
1,0.534,0.32
0,0.246,0.344
1,0.446,0.634
0,0.51,0.858
0,0.274,0.354
1,0.52,0.644
0,0.67,0.67
0,0.524,0.826
0,0.424,0.274
1,0.926,0.44
1,0.866,0.814
1,0.468,0.164
0,0.43,0.28
1,0.55,0.626
0,0.518,0.812
0,0.314,0.618
1,0.492,0.326
1,0.824,0.876
1,0.862,0.442
0,0.52,0.12
1,0.458,0.148
0,0.79,0.816
0,0.432,0.292
0,0.842,0.442
0,0.388,0.308
1,0.856,0.428
1,0.894,0.838
0,0.488,0.858
1,0.368,0.392
0,0.888,0.47
0,0.274,0.268
1,0.904,0.406
0,0.484,0.144
1,0.624,0.684
0,0.35,0.288
0,0.346,0.658
0,0.814,0.82
0,0.558,0.704
0,0.388,0.584
0,0.52,0.816
0,0.5,0.878
0,0.692,0.674
1,0.658,0.5
0,0.356,0.258
1,0.436,0.314
0,0.848,0.476
0,0.53,0.098
1,0.464,0.344
0,0.686,0.72
1,0.5,0.156
0,0.52,0.092
0,0.508,0.852
0,0.524,0.84
1,0.474,0.66
1,0.91,0.448
1,0.68,0.386
0,0.486,0.854
1,0.846,0.83
1,0.88,0.13
0,0.884,0.44
1,0.352,0.56
1,0.458,0.118
0,0.67,0.586
0,0.574,0.64
0,0.398,0.274
1,0.586,0.644
0,0.51,0.858
0,0.648,0.652
1,0.552,0.316
0,0.406,0.31
1,0.434,0.332
1,0.486,0.646
0,0.324,0.268
0,0.388,0.256
0,0.43,0.41
0,0.878,0.462
1,0.906,0.458
0,0.394,0.332
0,0.416,0.332
1,0.674,0.428
1,0.402,0.656
0,0.884,0.452
0,0.824,0.472
0,0.694,0.668
1,0.642,0.548
0,0.354,0.592
0,0.342,0.33
0,0.694,0.594
1,0.852,0.462
1,0.406,0.324
1,0.422,0.32
1,0.402,0.466
1,0.558,0.3
0,0.498,0.87
0,0.354,0.688
1,0.448,0.12
0,0.336,0.666
0,0.43,0.266
0,0.246,0.328
0,0.668,0.6
1,0.904,0.438
0,0.634,0.634
0,0.834,0.804
1,0.654,0.398
0,0.33,0.292
1,0.868,0.448
1,0.452,0.632
1,0.882,0.45
0,0.324,0.372
1,0.66,0.51
0,0.35,0.34
0,0.272,0.636
1,0.456,0.112
0,0.498,0.87
0,0.392,0.292
1,0.884,0.16
0,0.37,0.248
1,0.338,0.506
0,0.372,0.36
0,0.372,0.342
0,0.34,0.622
0,0.288,0.662
1,0.342,0.41
1,0.472,0.628
0,0.282,0.32
0,0.416,0.282
1,0.624,0.66
1,0.854,0.46
0,0.328,0.356
1,0.346,0.55
0,0.84,0.456
1,0.872,0.454
0,0.75,0.592
1,0.38,0.378
0,0.604,0.656
0,0.336,0.3
1,0.858,0.162
0,0.526,0.842
0,0.394,0.654
1,0.474,0.1
0,0.81,0.808
1,0.334,0.546
0,0.644,0.702
0,0.3,0.328
1,0.652,0.544
0,0.264,0.32
0,0.326,0.65
1,0.378,0.53
0,0.37,0.66
0,0.416,0.366
1,0.66,0.386
1,0.464,0.328
0,0.492,0.882
0,0.366,0.61
0,0.5,0.862
0,0.51,0.85
0,0.366,0.348
0,0.282,0.654
1,0.344,0.57
1,0.356,0.44
1,0.816,0.838
0,0.37,0.294
0,0.356,0.622
0,0.268,0.688
0,0.536,0.886
1,0.876,0.874
1,0.842,0.882
1,0.886,0.444
0,0.364,0.268
1,0.642,0.416
1,0.864,0.442
0,0.326,0.382
1,0.36,0.502
1,0.812,0.862
0,0.704,0.662
0,0.324,0.672
0,0.284,0.68
1,0.922,0.446
1,0.882,0.408
0,0.342,0.334
0,0.854,0.81
0,0.708,0.634
1,0.846,0.418
0,0.5,0.832
1,0.672,0.538
1,0.634,0.566
0,0.282,0.654
1,0.89,0.434
0,0.376,0.686
0,0.68,0.64
0,0.762,0.642
0,0.294,0.414
1,0.354,0.468
0,0.688,0.656
1,0.56,0.636
1,0.392,0.344
0,0.43,0.33
0,0.69,0.606
0,0.634,0.672
1,0.654,0.384
0,0.62,0.69
0,0.322,0.278
1,0.842,0.862
0,0.352,0.3
0,0.382,0.312
1,0.88,0.424
0,0.57,0.676
0,0.242,0.33
1,0.572,0.336
0,0.704,0.656
1,0.902,0.448
0,0.618,0.606
0,0.876,0.418
1,0.494,0.16
1,0.422,0.638
0,0.704,0.636
1,0.416,0.638
0,0.58,0.628
0,0.65,0.65
1,0.684,0.476
0,0.74,0.658
1,0.608,0.662
0,0.838,0.84
1,0.324,0.556
0,0.85,0.782
1,0.384,0.454
0,0.738,0.63
0,0.41,0.322
0,0.842,0.818
1,0.662,0.494
1,0.35,0.442
1,0.882,0.422
1,0.82,0.846
0,0.276,0.388
0,0.41,0.306
1,0.562,0.354
0,0.376,0.312
1,0.358,0.372
0,0.34,0.646
1,0.66,0.57
0,0.342,0.692
1,0.442,0.132
0,0.514,0.844
0,0.66,0.636
1,0.878,0.144
1,0.9,0.154
0,0.306,0.642
0,0.596,0.588
0,0.324,0.69
1,0.474,0.136
1,0.868,0.15
0,0.378,0.276
0,0.38,0.702
0,0.37,0.334
0,0.85,0.492
0,0.852,0.446
1,0.33,0.534
1,0.878,0.424
0,0.496,0.89
0,0.852,0.448
0,0.338,0.27
0,0.366,0.336
1,0.546,0.672
1,0.488,0.118
0,0.588,0.67
1,0.462,0.122
0,0.72,0.612
1,0.426,0.654
0,0.338,0.71
0,0.628,0.714
1,0.668,0.418
1,0.362,0.44
1,0.832,0.82
0,0.644,0.664
0,0.838,0.468
1,0.422,0.328
0,0.334,0.392
1,0.644,0.448
1,0.446,0.3
1,0.9,0.122
1,0.654,0.496
0,0.298,0.676
0,0.412,0.304
0,0.35,0.69
1,0.918,0.428
1,0.846,0.886
1,0.482,0.33
1,0.64,0.484
0,0.27,0.686
1,0.538,0.678
0,0.842,0.458
1,0.444,0.646
0,0.358,0.602
1,0.892,0.152
1,0.46,0.666
1,0.406,0.654
0,0.368,0.408
0,0.326,0.31
0,0.664,0.62
0,0.336,0.706
0,0.28,0.658
0,0.412,0.322
0,0.632,0.634
0,0.306,0.374
1,0.9,0.126
0,0.354,0.624
1,0.57,0.336
1,0.892,0.128
0,0.488,0.868
0,0.51,0.138
0,0.69,0.69
1,0.432,0.306
0,0.38,0.378
0,0.384,0.334
1,0.608,0.626
0,0.324,0.63
0,0.708,0.614
1,0.876,0.174
1,0.456,0.64
1,0.888,0.46
0,0.612,0.658
0,0.692,0.6
1,0.696,0.43
1,0.858,0.45
1,0.656,0.4
0,0.376,0.302
0,0.89,0.438
1,0.884,0.432
0,0.656,0.708
1,0.404,0.636
0,0.374,0.306
1,0.684,0.578
0,0.846,0.836
1,0.68,0.448
0,0.844,0.814
0,0.42,0.292
0,0.478,0.804
1,0.552,0.318
1,0.488,0.114
1,0.482,0.122
0,0.56,0.632
0,0.394,0.274
0,0.322,0.63
1,0.384,0.436
0,0.518,0.844
1,0.644,0.49
0,0.364,0.302
0,0.394,0.648
0,0.416,0.358
0,0.336,0.284
1,0.554,0.656
1,0.624,0.648
0,0.86,0.434
1,0.36,0.532
1,0.514,0.322
1,0.546,0.658
1,0.342,0.546
0,0.352,0.326
0,0.338,0.32
1,0.67,0.558
1,0.586,0.32
1,0.832,0.874
0,0.308,0.27
1,0.884,0.456
1,0.45,0.318
1,0.692,0.41
0,0.31,0.642
0,0.502,0.852
0,0.254,0.348
1,0.582,0.324
0,0.594,0.684
0,0.312,0.648
1,0.534,0.348
0,0.31,0.286
1,0.44,0.136
1,0.444,0.142
1,0.868,0.452
0,0.514,0.874
0,0.32,0.376
1,0.874,0.448
1,0.394,0.302
1,0.456,0.15
0,0.374,0.33
0,0.364,0.26
1,0.826,0.906
1,0.59,0.318
0,0.854,0.848
0,0.338,0.258
0,0.678,0.714
0,0.328,0.32
0,0.262,0.312
0,0.304,0.348
0,0.672,0.628
0,0.388,0.344
1,0.668,0.464
1,0.424,0.32
1,0.542,0.656
0,0.328,0.624
1,0.546,0.658
0,0.286,0.668
1,0.36,0.528
1,0.356,0.55
0,0.294,0.362
0,0.856,0.432
1,0.436,0.338
0,0.396,0.312
0,0.346,0.28
1,0.506,0.102
1,0.678,0.468
0,0.52,0.832
0,0.516,0.822
0,0.636,0.692
0,0.296,0.364
0,0.774,0.572
0,0.724,0.662
1,0.394,0.492
1,0.588,0.322
0,0.344,0.348
1,0.372,0.442
0,0.354,0.648
0,0.838,0.84
0,0.324,0.654
0,0.388,0.314
1,0.44,0.134
0,0.516,0.134
1,0.866,0.148
0,0.858,0.468
1,0.664,0.558
1,0.86,0.462
0,0.348,0.34
1,0.518,0.328
1,0.592,0.674
1,0.678,0.556
1,0.354,0.388
1,0.65,0.476
