label,alpha,beta
1,0.386,0.426
1,0.602,0.56
0,0.816,0.5
1,0.662,0.436
0,0.522,0.282
1,0.478,0.628
1,0.546,0.242
0,0.738,0.366
1,0.396,0.504
1,0.614,0.558
0,0.72,0.586
1,0.602,0.588
0,0.696,0.34
0,0.878,0.564
1,0.594,0.602
0,0.816,0.506
0,0.412,0.266
0,0.706,0.29
0,0.758,0.398
0,0.66,0.292
0,0.41,0.696
0,0.73,0.552
1,0.56,0.22
1,0.602,0.234
0,0.222,0.41
0,0.156,0.268
1,0.646,0.516
1,0.574,0.242
0,0.394,0.696
1,0.56,0.226
0,0.52,0.284
1,0.542,0.22
0,0.718,0.386
0,0.604,0.708
0,0.484,0.724
1,0.634,0.562
0,0.258,0.384
1,0.516,0.354
0,0.874,0.574
0,0.644,0.676
1,0.624,0.558
0,0.816,0.504
0,0.656,0.692
1,0.604,0.394
0,0.284,0.414
1,0.376,0.59
1,0.556,0.394
1,0.424,0.38
0,0.262,0.446
0,0.448,0.828
1,0.646,0.44
0,0.728,0.542
1,0.624,0.498
0,0.706,0.612
0,0.196,0.422
0,0.464,0.486
1,0.516,0.37
0,0.478,0.484
1,0.546,0.266
0,0.486,0.286
0,0.706,0.356
1,0.576,0.228
1,0.362,0.454
0,0.44,0.264
1,0.506,0.372
0,0.866,0.57
0,0.346,0.334
1,0.414,0.404
0,0.212,0.372
1,0.532,0.622
1,0.612,0.572
0,0.664,0.634
1,0.408,0.22
0,0.296,0.35
1,0.63,0.418
0,0.48,0.728
0,0.274,0.49
1,0.538,0.65
1,0.612,0.6
1,0.38,0.484
1,0.55,0.608
1,0.412,0.512
0,0.834,0.516
0,0.598,0.698
1,0.57,0.244
0,0.62,0.692
0,0.538,0.478
1,0.362,0.598
0,0.778,0.472
0,0.748,0.35
0,0.564,0.314
1,0.362,0.438
1,0.468,0.186
1,0.392,0.23
0,0.376,0.688
0,0.868,0.582
1,0.494,0.368
0,0.254,0.518
0,0.716,0.582
1,0.486,0.626
0,0.74,0.578
0,0.27,0.508
0,0.508,0.506
0,0.512,0.514
0,0.746,0.338
0,0.154,0.31
1,0.438,0.406
0,0.672,0.316
0,0.72,0.342
1,0.606,0.356
0,0.724,0.612
1,0.52,0.212
0,0.482,0.48
1,0.57,0.232
1,0.288,0.288
1,0.558,0.39
1,0.566,0.626
1,0.378,0.428
1,0.394,0.432
1,0.626,0.524
0,0.396,0.286
0,0.6,0.282
0,0.762,0.406
0,0.158,0.236
0,0.362,0.296
1,0.6,0.356
1,0.366,0.428
0,0.17,0.244
0,0.528,0.462
0,0.362,0.274
0,0.792,0.45
0,0.24,0.41
1,0.64,0.486
0,0.716,0.354
0,0.87,0.598
0,0.784,0.446
1,0.598,0.398
0,0.286,0.536
1,0.598,0.594
0,0.148,0.25
1,0.584,0.202
1,0.376,0.542
1,0.434,0.378
0,0.706,0.346
0,0.72,0.332
0,0.502,0.498
0,0.556,0.27
0,0.51,0.724
0,0.468,0.258
1,0.606,0.564
1,0.506,0.196
0,0.714,0.44
1,0.37,0.542
1,0.548,0.188
0,0.884,0.598
0,0.322,0.356
0,0.894,0.604
0,0.434,0.712
1,0.562,0.192
1,0.366,0.23
0,0.3,0.498
0,0.704,0.308
1,0.504,0.186
0,0.234,0.374
1,0.478,0.366
0,0.146,0.2
1,0.466,0.384
1,0.482,0.608
0,0.76,0.414
0,0.424,0.25
0,0.886,0.568
1,0.4,0.54
1,0.434,0.384
0,0.458,0.488
0,0.734,0.588
0,0.708,0.3
0,0.402,0.72
1,0.442,0.586
1,0.592,0.604
0,0.24,0.434
1,0.652,0.506
1,0.376,0.524
0,0.764,0.376
1,0.602,0.622
0,0.506,0.462
0,0.682,0.27
0,0.5,0.496
1,0.364,0.54
1,0.36,0.49
0,0.766,0.492
1,0.524,0.628
1,0.626,0.51
0,0.248,0.444
1,0.608,0.574
0,0.858,0.538
1,0.61,0.534
0,0.72,0.326
0,0.628,0.636
0,0.242,0.412
1,0.544,0.628
1,0.4,0.422
0,0.674,0.31
0,0.438,0.704
0,0.422,0.286
0,0.486,0.264
0,0.294,0.458
1,0.526,0.214
0,0.394,0.3
1,0.578,0.224
0,0.16,0.226
0,0.48,0.726
0,0.744,0.512
0,0.572,0.3
0,0.472,0.27
0,0.706,0.554
0,0.516,0.492
0,0.246,0.446
0,0.27,0.452
1,0.37,0.204
1,0.622,0.468
0,0.278,0.55
1,0.588,0.612
1,0.428,0.374
0,0.806,0.442
1,0.482,0.204
0,0.552,0.49
1,0.594,0.544
1,0.362,0.234
0,0.494,0.496
0,0.17,0.33
1,0.362,0.44
0,0.548,0.272
1,0.59,0.354
0,0.782,0.392
1,0.368,0.464
0,0.792,0.474
1,0.382,0.556
0,0.486,0.494
1,0.396,0.228
0,0.864,0.542
0,0.798,0.486
1,0.414,0.39
1,0.586,0.238
1,0.594,0.394
1,0.414,0.598
0,0.496,0.464
0,0.152,0.296
0,0.456,0.696
1,0.614,0.496
1,0.638,0.422
0,0.454,0.72
0,0.516,0.284
0,0.144,0.252
1,0.578,0.208
0,0.506,0.284
0,0.674,0.29
0,0.258,0.506
0,0.136,0.28
0,0.852,0.594
0,0.83,0.53
0,0.71,0.36
0,0.512,0.71
0,0.27,0.436
1,0.388,0.228
1,0.542,0.21
0,0.746,0.356
0,0.274,0.508
0,0.474,0.49
1,0.442,0.38
0,0.766,0.4
1,0.486,0.354
1,0.356,0.522
0,0.466,0.52
0,0.51,0.314
1,0.614,0.512
1,0.398,0.204
0,0.816,0.438
1,0.452,0.2
1,0.444,0.368
0,0.312,0.356
1,0.588,0.376
1,0.582,0.224
0,0.222,0.412
1,0.41,0.398
0,0.684,0.632
0,0.692,0.622
1,0.518,0.338
1,0.602,0.536
0,0.252,0.406
0,0.178,0.27
1,0.384,0.22
0,0.22,0.334
1,0.396,0.374
0,0.676,0.632
1,0.436,0.348
1,0.61,0.496
0,0.754,0.348
1,0.61,0.388
0,0.222,0.43
0,0.346,0.308
0,0.808,0.508
1,0.508,0.186
0,0.352,0.31
1,0.562,0.368
0,0.254,0.392
0,0.804,0.46
0,0.664,0.648
1,0.524,0.63
0,0.392,0.73
1,0.384,0.456
0,0.694,0.622
0,0.432,0.694
0,0.69,0.314
1,0.564,0.382
1,0.524,0.368
0,0.712,0.594
1,0.518,0.358
0,0.276,0.408
0,0.59,0.702
1,0.604,0.488
1,0.47,0.38
1,0.606,0.438
0,0.18,0.254
1,0.624,0.486
1,0.508,0.216
0,0.694,0.382
0,0.352,0.298
0,0.734,0.348
1,0.548,0.234
0,0.714,0.37
0,0.526,0.266
1,0.646,0.498
0,0.682,0.6
0,0.242,0.418
0,0.352,0.342
0,0.656,0.634
0,0.732,0.448
0,0.37,0.724
0,0.5,0.714
0,0.75,0.408
0,0.692,0.558
1,0.614,0.39
1,0.588,0.51
1,0.622,0.43
1,0.608,0.428
1,0.606,0.362
1,0.614,0.372
1,0.552,0.64
1,0.406,0.488
1,0.416,0.414
0,0.746,0.4
0,0.726,0.406
1,0.554,0.604
0,0.742,0.416
0,0.528,0.48
0,0.71,0.312
0,0.252,0.446
1,0.39,0.21
0,0.172,0.286
0,0.184,0.348
1,0.508,0.366
0,0.738,0.384
1,0.612,0.39
1,0.546,0.612
1,0.438,0.168
0,0.694,0.32
0,0.372,0.732
0,0.84,0.538
0,0.716,0.324
1,0.368,0.206
1,0.418,0.2
1,0.508,0.386
0,0.142,0.26
1,0.414,0.194
0,0.918,0.654
1,0.54,0.628
1,0.52,0.356
0,0.184,0.406
0,0.748,0.394
1,0.576,0.62
1,0.394,0.362
0,0.714,0.442
0,0.766,0.36
0,0.844,0.546
0,0.718,0.316
0,0.848,0.508
0,0.364,0.276
1,0.388,0.444
1,0.432,0.606
0,0.664,0.634
0,0.408,0.742
1,0.41,0.436
0,0.266,0.516
1,0.404,0.462
1,0.55,0.624
1,0.456,0.614
1,0.352,0.542
0,0.268,0.52
1,0.622,0.564
0,0.742,0.366
1,0.364,0.426
1,0.398,0.542
0,0.44,0.838
0,0.488,0.502
1,0.52,0.184
0,0.386,0.712
1,0.392,0.564
1,0.614,0.608
0,0.818,0.5
1,0.41,0.202
0,0.706,0.614
0,0.18,0.364
1,0.544,0.382
0,0.492,0.484
0,0.648,0.64
1,0.556,0.594
1,0.556,0.622
1,0.622,0.54
0,0.664,0.318
1,0.584,0.596
0,0.71,0.358
0,0.71,0.606
1,0.586,0.368
0,0.198,0.32
1,0.386,0.42
0,0.432,0.29
0,0.706,0.3
0,0.146,0.266
1,0.618,0.532
0,0.578,0.28
1,0.628,0.43
0,0.68,0.244
0,0.772,0.478
0,0.272,0.512
0,0.718,0.566
0,0.714,0.606
0,0.198,0.428
0,0.652,0.312
1,0.372,0.232
0,0.44,0.724
0,0.348,0.31
0,0.758,0.346
1,0.374,0.456
0,0.736,0.376
1,0.614,0.5
0,0.578,0.734
1,0.48,0.606
0,0.792,0.48
0,0.264,0.512
1,0.42,0.61
1,0.608,0.568
0,0.726,0.368
0,0.716,0.38
1,0.388,0.564
1,0.37,0.24
0,0.72,0.342
1,0.536,0.384
1,0.538,0.634
1,0.576,0.226
0,0.684,0.288
0,0.742,0.33
1,0.362,0.46
0,0.258,0.438
1,0.518,0.364
0,0.218,0.424
0,0.234,0.42
1,0.37,0.532
0,0.512,0.29
0,0.432,0.276
0,0.186,0.27
0,0.502,0.494
0,0.47,0.732
1,0.34,0.242
0,0.644,0.298
1,0.438,0.59
1,0.452,0.198
0,0.516,0.502
1,0.446,0.192
0,0.762,0.364
0,0.382,0.334
0,0.754,0.422
1,0.5,0.354
1,0.606,0.556
1,0.44,0.212
1,0.356,0.258
1,0.616,0.554
1,0.41,0.434
1,0.398,0.424
1,0.606,0.598
0,0.642,0.672
1,0.392,0.214
1,0.404,0.516
1,0.624,0.556
1,0.496,0.356
0,0.368,0.286
0,0.232,0.404
1,0.59,0.548
0,0.68,0.312
0,0.27,0.47
1,0.374,0.422
0,0.368,0.73
1,0.398,0.532
0,0.214,0.4
0,0.598,0.288
0,0.328,0.35
0,0.726,0.338
1,0.444,0.594
0,0.32,0.366
1,0.358,0.502
0,0.332,0.342
1,0.538,0.64
1,0.582,0.622
0,0.828,0.524
1,0.388,0.418
0,0.456,0.27
0,0.354,0.306
1,0.41,0.448
0,0.176,0.27
0,0.856,0.57
1,0.634,0.344
1,0.596,0.394
1,0.624,0.494
0,0.492,0.306
1,0.376,0.434
0,0.56,0.48
0,0.648,0.296
0,0.346,0.304
1,0.494,0.634
1,0.578,0.24
0,0.768,0.406
0,0.726,0.402
1,0.622,0.488
0,0.38,0.708
1,0.464,0.638
0,0.278,0.514
0,0.736,0.364
1,0.51,0.218
0,0.858,0.506
0,0.708,0.618
1,0.558,0.244
1,0.55,0.596
0,0.528,0.694
0,0.708,0.32
1,0.392,0.49
0,0.232,0.458
0,0.22,0.474
1,0.552,0.35
0,0.728,0.354
0,0.242,0.476
1,0.392,0.426
1,0.59,0.61
0,0.356,0.362
0,0.714,0.6
0,0.5,0.494
1,0.37,0.238
1,0.372,0.45
1,0.6,0.256
0,0.196,0.298
0,0.746,0.354
1,0.54,0.382
0,0.804,0.478
1,0.394,0.552
0,0.304,0.356
1,0.38,0.206
1,0.364,0.204
0,0.364,0.316
0,0.654,0.302
1,0.578,0.232
1,0.388,0.44
0,0.794,0.482
0,0.368,0.336
0,0.324,0.348
0,0.684,0.406
1,0.504,0.344
0,0.658,0.674
0,0.316,0.358
0,0.594,0.686
1,0.578,0.626
1,0.526,0.228
1,0.384,0.446
1,0.568,0.222
0,0.724,0.542
0,0.156,0.338
0,0.152,0.246
0,0.676,0.642
0,0.778,0.44
0,0.57,0.314
1,0.614,0.528
0,0.724,0.372
0,0.574,0.294
0,0.698,0.594
1,0.618,0.538
0,0.538,0.462
0,0.726,0.628
1,0.53,0.652
0,0.732,0.4
1,0.592,0.598
1,0.552,0.622
1,0.51,0.214
0,0.226,0.398
1,0.408,0.2
1,0.368,0.202
1,0.614,0.542
1,0.558,0.628
0,0.79,0.392
0,0.682,0.284
0,0.856,0.502
1,0.402,0.386
0,0.188,0.33
0,0.792,0.482
0,0.196,0.41
0,0.19,0.328
0,0.74,0.34
0,0.702,0.31
0,0.692,0.3
1,0.37,0.57
1,0.608,0.352
1,0.502,0.366
0,0.552,0.726
0,0.704,0.58
0,0.538,0.306
0,0.18,0.262
0,0.536,0.726
1,0.382,0.596
0,0.224,0.366
1,0.466,0.626
0,0.466,0.498
0,0.73,0.394
1,0.404,0.352
1,0.442,0.392
1,0.452,0.368
0,0.366,0.302
0,0.526,0.29
1,0.422,0.398
0,0.528,0.264
1,0.44,0.37
0,0.21,0.386
1,0.582,0.606
1,0.486,0.37
1,0.624,0.526
0,0.716,0.38
1,0.584,0.24
0,0.522,0.276
0,0.732,0.36
0,0.216,0.362
0,0.562,0.298
0,0.122,0.264
0,0.206,0.338
1,0.624,0.364
0,0.204,0.368
0,0.368,0.67
1,0.23,0.248
1,0.138,0.166
1,0.076,0.284
0,0.736,0.526
1,0.604,0.394
1,0.248,0.232
0,0.288,0.576
1,0.514,0.606
1,0.254,0.37
1,0.33,0.756
0,0.4,0.778
0,0.268,0.438
0,0.406,0.774
1,0.318,0.694
0,0.722,0.394
0,0.408,0.74
1,0.214,0.214
1,0.342,0.762
1,0.358,0.774
0,0.686,0.646
0,0.734,0.436
1,0.09,0.212
0,0.36,0.626
1,0.288,0.29
0,0.518,0.484
0,0.408,0.706
1,0.17,0.442
1,0.502,0.98
0,0.4,0.796
0,0.29,0.602
0,0.422,0.78
0,0.434,0.808
1,0.508,0.624
1,0.54,0.876
1,0.208,0.468
0,0.886,0.64
1,0.222,0.596
0,0.386,0.744
0,0.868,0.642
1,0.518,0.914
0,0.286,0.418
0,0.412,0.736
0,0.766,0.428
1,0.084,0.28
1,0.18,0.2
1,0.226,0.246
0,0.306,0.618
1,0.118,0.4
0,0.512,0.464
0,0.718,0.448
1,0.258,0.246
1,0.258,0.322
1,0.374,0.764
0,0.546,0.73
1,0.234,0.262
1,0.126,0.326
0,0.488,0.49
1,0.172,0.206
0,0.67,0.232
1,0.134,0.182
1,0.538,0.876
0,0.694,0.368
0,0.698,0.658
1,0.238,0.602
1,0.182,0.462
1,0.094,0.278
0,0.754,0.46
0,0.48,0.862
1,0.2,0.194
0,0.528,0.132
1,0.26,0.336
1,0.192,0.542
0,0.252,0.406
0,0.404,0.74
0,0.3,0.396
1,0.1,0.286
1,0.468,0.782
0,0.48,0.516
0,0.492,0.462
0,0.266,0.528
1,0.092,0.212
0,0.704,0.352
1,0.202,0.22
1,0.41,0.562
1,0.248,0.6
1,0.16,0.34
0,0.556,0.148
0,0.55,0.454
1,0.104,0.204
1,0.342,0.72
0,0.39,0.706
1,0.17,0.22
1,0.104,0.324
0,0.73,0.438
1,0.098,0.262
0,0.638,0.672
0,0.516,0.466
0,0.482,0.47
1,0.132,0.388
0,0.322,0.61
0,0.552,0.162
1,0.09,0.302
1,0.382,0.472
0,0.664,0.634
1,0.094,0.3
1,0.158,0.398
0,0.278,0.526
1,0.152,0.448
1,0.18,0.202
0,0.534,0.498
0,0.478,0.504
1,0.248,0.238
0,0.514,0.108
0,0.512,0.722
1,0.102,0.254
0,0.512,0.47
1,0.06,0.224
1,0.088,0.288
0,0.282,0.536
0,0.662,0.676
0,0.482,0.096
0,0.668,0.658
1,0.368,0.752
0,0.298,0.58
1,0.122,0.38
1,0.204,0.234
0,0.498,0.482
0,0.332,0.574
1,0.32,0.244
0,0.51,0.496
1,0.234,0.614
0,0.458,0.514
1,0.268,0.604
0,0.252,0.468
1,0.406,0.414
1,0.268,0.66
1,0.076,0.242
1,0.106,0.188
0,0.418,0.776
1,0.478,0.908
1,0.332,0.726
1,0.118,0.216
1,0.138,0.404
0,0.514,0.504
1,0.088,0.23
0,0.694,0.628
1,0.344,0.744
0,0.72,0.448
1,0.356,0.792
1,0.208,0.594
1,0.364,0.75
0,0.262,0.478
0,0.474,0.704
0,0.518,0.524
0,0.284,0.478
0,0.482,0.51
0,0.238,0.506
0,0.714,0.4
1,0.18,0.526
1,0.162,0.5
0,0.302,0.574
1,0.324,0.704
1,0.508,0.842
0,0.428,0.256
0,0.522,0.522
0,0.62,0.198
0,0.492,0.516
1,0.38,0.444
1,0.19,0.258
0,0.906,0.632
0,0.714,0.518
1,0.416,0.828
0,0.504,0.46
1,0.234,0.228
0,0.632,0.3
0,0.266,0.492
0,0.42,0.748
0,0.552,0.736
1,0.35,0.766
1,0.116,0.176
1,0.214,0.556
1,0.204,0.576
0,0.294,0.592
0,0.642,0.194
0,0.76,0.524
0,0.51,0.518
0,0.264,0.59
0,0.624,0.284
1,0.172,0.494
0,0.54,0.132
1,0.266,0.238
1,0.17,0.468
0,0.258,0.484
1,0.094,0.244
0,0.516,0.488
0,0.682,0.326
0,0.712,0.498
0,0.264,0.402
1,0.514,0.81
1,0.44,0.92
1,0.098,0.224
1,0.132,0.32
0,0.43,0.306
0,0.308,0.574
0,0.48,0.488
0,0.274,0.542
0,0.662,0.27
1,0.388,0.436
1,0.188,0.194
1,0.062,0.302
0,0.42,0.756
0,0.312,0.656
1,0.214,0.216
1,0.61,0.374
0,0.734,0.45
0,0.726,0.398
0,0.344,0.664
0,0.682,0.236
0,0.716,0.364
0,0.5,0.502
0,0.324,0.626
1,0.338,0.752
1,0.188,0.19
0,0.89,0.588
1,0.41,0.588
1,0.248,0.666
1,0.23,0.564
0,0.496,0.528
1,0.058,0.276
0,0.734,0.516
1,0.274,0.304
0,0.736,0.454
1,0.236,0.266
0,0.652,0.248
0,0.724,0.444
0,0.64,0.236
1,0.404,0.838
0,0.372,0.684
0,0.7,0.246
1,0.484,0.792
1,0.22,0.518
0,0.528,0.722
1,0.188,0.218
0,0.624,0.676
0,0.496,0.474
1,0.09,0.284
0,0.906,0.624
0,0.692,0.376
0,0.692,0.616
1,0.156,0.386
0,0.518,0.5
0,0.706,0.39
1,0.346,0.772
0,0.416,0.662
0,0.48,0.466
0,0.438,0.81
0,0.374,0.66
1,0.39,0.44
1,0.154,0.162
0,0.49,0.49
1,0.244,0.26
1,0.352,0.762
1,0.306,0.292
1,0.314,0.736
0,0.39,0.798
0,0.4,0.754
0,0.292,0.544
1,0.104,0.208
1,0.488,0.646
1,0.19,0.51
0,0.278,0.442
0,0.338,0.644
1,0.19,0.48
1,0.254,0.266
1,0.164,0.226
0,0.89,0.608
1,0.252,0.624
0,0.288,0.526
1,0.326,0.308
1,0.262,0.348
1,0.134,0.148
1,0.454,0.63
0,0.512,0.098
0,0.432,0.75
1,0.516,0.918
0,0.716,0.404
0,0.3,0.568
0,0.434,0.852
0,0.594,0.208
0,0.636,0.69
1,0.084,0.252
1,0.44,0.404
0,0.46,0.518
0,0.308,0.602
1,0.348,0.736
0,0.52,0.48
0,0.894,0.562
1,0.518,0.816
1,0.242,0.25
0,0.278,0.524
1,0.112,0.324
0,0.706,0.42
1,0.084,0.256
1,0.524,0.918
0,0.476,0.878
1,0.158,0.354
0,0.298,0.592
1,0.276,0.65
1,0.354,0.76
0,0.53,0.442
0,0.502,0.698
0,0.286,0.59
0,0.45,0.504
1,0.164,0.388
0,0.648,0.244
0,0.65,0.238
1,0.31,0.306
0,0.904,0.646
1,0.144,0.172
1,0.272,0.318
0,0.748,0.41
1,0.166,0.502
0,0.514,0.496
0,0.706,0.326
1,0.454,0.902
0,0.314,0.61
1,0.132,0.174
1,0.534,0.818
1,0.202,0.5
0,0.292,0.54
0,0.492,0.492
0,0.556,0.732
0,0.366,0.63
1,0.24,0.624
1,0.11,0.242
1,0.33,0.728
1,0.192,0.572
1,0.25,0.56
1,0.178,0.242
1,0.262,0.328
1,0.152,0.32
0,0.654,0.246
0,0.472,0.514
1,0.38,0.83
1,0.32,0.258
1,0.168,0.444
1,0.216,0.232
1,0.148,0.178
1,0.138,0.176
0,0.344,0.33
1,0.162,0.488
0,0.542,0.484
0,0.744,0.436
1,0.28,0.652
0,0.554,0.128
1,0.138,0.162
0,0.286,0.52
1,0.07,0.29
0,0.624,0.288
0,0.344,0.624
1,0.258,0.334
0,0.308,0.55
1,0.546,0.864
0,0.664,0.298
1,0.232,0.27
1,0.226,0.244
0,0.738,0.446
1,0.502,0.842
1,0.082,0.29
1,0.414,0.892
0,0.316,0.538
0,0.416,0.302
0,0.48,0.502
1,0.17,0.454
1,0.514,0.982
0,0.38,0.75
1,0.084,0.224
0,0.478,0.508
1,0.148,0.388
0,0.27,0.528
0,0.724,0.442
0,0.68,0.618
1,0.106,0.308
1,0.228,0.266
1,0.206,0.51
1,0.19,0.182
1,0.164,0.202
0,0.424,0.76
1,0.226,0.286
0,0.506,0.462
1,0.134,0.384
0,0.314,0.604
0,0.62,0.274
0,0.6,0.706
0,0.52,0.48
0,0.664,0.27
1,0.176,0.51
1,0.358,0.78
1,0.324,0.292
0,0.612,0.192
0,0.634,0.176
1,0.424,0.882
1,0.226,0.244
0,0.272,0.536
0,0.7,0.532
1,0.524,0.862
0,0.33,0.53
1,0.262,0.264
1,0.2,0.552
0,0.632,0.226
1,0.212,0.206
0,0.46,0.834
0,0.424,0.786
1,0.292,0.246
0,0.434,0.864
1,0.296,0.618
0,0.512,0.482
0,0.65,0.266
0,0.47,0.246
1,0.54,0.868
1,0.092,0.294
1,0.21,0.204
0,0.35,0.356
0,0.736,0.442
0,0.51,0.094
0,0.304,0.586
1,0.536,0.87
0,0.632,0.236
1,0.312,0.29
1,0.274,0.34
0,0.418,0.284
1,0.074,0.3
1,0.444,0.918
1,0.356,0.752
0,0.292,0.502
1,0.492,0.824
1,0.282,0.32
1,0.358,0.774
1,0.52,0.826
0,0.324,0.422
1,0.074,0.282
1,0.158,0.43
0,0.444,0.854
1,0.118,0.28
0,0.406,0.734
1,0.112,0.142
1,0.566,0.828
0,0.4,0.78
1,0.228,0.588
1,0.322,0.726
1,0.132,0.378
0,0.448,0.872
0,0.484,0.476
1,0.376,0.728
1,0.186,0.526
0,0.502,0.548
0,0.678,0.322
0,0.5,0.472
0,0.284,0.558
0,0.902,0.586
0,0.614,0.71
1,0.514,0.84
0,0.288,0.628
0,0.62,0.7
1,0.184,0.192
1,0.088,0.232
0,0.514,0.118
0,0.482,0.716
1,0.382,0.854
1,0.12,0.352
1,0.194,0.498
1,0.506,0.894
0,0.324,0.322
0,0.896,0.572
1,0.23,0.272
1,0.23,0.244
0,0.708,0.528
0,0.514,0.476
1,0.08,0.232
1,0.396,0.876
0,0.448,0.824
0,0.33,0.664
1,0.23,0.582
0,0.424,0.75
1,0.302,0.294
0,0.876,0.618
1,0.478,0.784
1,0.248,0.332
0,0.674,0.652
0,0.544,0.086
1,0.118,0.358
0,0.57,0.186
0,0.77,0.38
0,0.628,0.194
0,0.732,0.516
0,0.462,0.54
1,0.284,0.232
1,0.27,0.356
1,0.342,0.756
0,0.304,0.638
1,0.398,0.868
1,0.222,0.64
1,0.508,0.894
1,0.246,0.232
1,0.348,0.46
0,0.484,0.512
1,0.408,0.9
0,0.55,0.122
0,0.274,0.4
0,0.308,0.43
1,0.33,0.732
1,0.144,0.322
0,0.744,0.432
0,0.482,0.52
1,0.126,0.278
0,0.64,0.188
0,0.474,0.486
0,0.668,0.628
1,0.198,0.204
0,0.52,0.462
1,0.088,0.22
0,0.288,0.412
0,0.28,0.532
0,0.288,0.516
0,0.286,0.596
0,0.486,0.488
0,0.742,0.498
1,0.424,0.826
0,0.558,0.146
1,0.068,0.296
0,0.63,0.686
0,0.702,0.364
1,0.538,0.842
1,0.328,0.73
0,0.426,0.732
0,0.504,0.508
0,0.264,0.544
1,0.068,0.27
0,0.514,0.472
1,0.4,0.848
0,0.25,0.498
0,0.254,0.572
1,0.09,0.206
1,0.5,0.808
0,0.488,0.48
0,0.552,0.498
1,0.296,0.712
1,0.326,0.742
1,0.298,0.304
1,0.214,0.208
0,0.666,0.326
1,0.498,0.948
1,0.394,0.84
1,0.066,0.228
1,0.53,0.89
1,0.19,0.54
0,0.664,0.27
1,0.212,0.204
0,0.776,0.42
0,0.674,0.634
0,0.528,0.478
1,0.494,0.89
0,0.488,0.69
0,0.5,0.528
0,0.464,0.866
1,0.22,0.27
1,0.246,0.334
0,0.51,0.476
0,0.724,0.456
1,0.194,0.184
0,0.414,0.73
0,0.344,0.64
1,0.096,0.318
0,0.306,0.562
1,0.224,0.59
1,0.198,0.496
1,0.196,0.494
0,0.424,0.274
0,0.292,0.572
1,0.254,0.592
0,0.58,0.204
1,0.538,0.846
0,0.546,0.13
0,0.688,0.4
0,0.246,0.458
0,0.466,0.862
0,0.414,0.286
1,0.166,0.378
1,0.13,0.178
0,0.65,0.298
0,0.476,0.504
1,0.524,0.88
0,0.356,0.684
1,0.174,0.466
1,0.364,0.834
1,0.236,0.596
1,0.206,0.548
0,0.524,0.492
1,0.132,0.168
0,0.458,0.694
0,0.826,0.5
1,0.312,0.686
1,0.12,0.166
1,0.176,0.174
1,0.432,0.948
1,0.122,0.294
0,0.708,0.406
0,0.29,0.518
0,0.486,0.496
1,0.098,0.266
0,0.71,0.348
0,0.538,0.486
0,0.488,0.474
1,0.252,0.604
0,0.298,0.404
1,0.64,0.412
1,0.276,0.668
1,0.496,0.816
1,0.29,0.33
0,0.408,0.716
0,0.824,0.596
0,0.262,0.438
1,0.364,0.776
1,0.066,0.276
0,0.642,0.22
1,0.28,0.356
1,0.288,0.312
1,0.356,0.758
1,0.312,0.73
0,0.668,0.296
1,0.538,0.824
1,0.27,0.692
0,0.65,0.246
0,0.592,0.7
0,0.86,0.63
0,0.348,0.69
0,0.524,0.518
1,0.064,0.31
1,0.198,0.194
1,0.292,0.28
0,0.386,0.28
1,0.334,0.762
1,0.224,0.254
1,0.322,0.636
1,0.154,0.422
0,0.432,0.298
0,0.73,0.474
1,0.516,0.928
0,0.468,0.83
1,0.532,0.844
1,0.196,0.244
0,0.698,0.556
1,0.524,0.946
1,0.56,0.844
0,0.422,0.74
1,0.322,0.278
1,0.266,0.342
1,0.196,0.206
0,0.376,0.652
0,0.554,0.492
0,0.29,0.412
1,0.53,0.87
0,0.744,0.54
1,0.174,0.476
1,0.248,0.308
0,0.294,0.42
0,0.728,0.506
1,0.272,0.218
1,0.506,0.824
0,0.494,0.518
1,0.308,0.654
0,0.598,0.704
0,0.444,0.8
1,0.276,0.332
0,0.418,0.752
1,0.122,0.19
0,0.342,0.652
1,0.11,0.272
1,0.332,0.706
0,0.492,0.486
0,0.326,0.666
0,0.54,0.462
1,0.15,0.32
0,0.504,0.5
0,0.516,0.49
0,0.854,0.606
1,0.102,0.196
0,0.46,0.714
0,0.642,0.286
1,0.226,0.562
1,0.316,0.268
0,0.322,0.582
1,0.34,0.742
1,0.338,0.714
1,0.128,0.366
1,0.066,0.282
0,0.414,0.718
0,0.746,0.374
1,0.33,0.738
1,0.106,0.326
0,0.638,0.252
1,0.524,0.894
0,0.41,0.742
1,0.072,0.198
1,0.352,0.266
1,0.492,0.764
1,0.088,0.18
1,0.138,0.33
0,0.64,0.272
0,0.646,0.23
0,0.424,0.776
0,0.452,0.728
0,0.252,0.482
0,0.41,0.778
0,0.68,0.294
0,0.492,0.512
0,0.56,0.73
0,0.438,0.856
1,0.212,0.5
0,0.492,0.486
1,0.258,0.222
0,0.332,0.634
1,0.142,0.394
0,0.728,0.522
1,0.182,0.208
0,0.36,0.71
1,0.286,0.676
1,0.118,0.176
1,0.222,0.576
1,0.392,0.87
0,0.416,0.754
1,0.106,0.382
0,0.4,0.274
0,0.722,0.488
1,0.53,0.846
0,0.656,0.66
0,0.31,0.602
1,0.356,0.754
0,0.328,0.678
0,0.278,0.502
1,0.266,0.348
0,0.272,0.486
0,0.412,0.794
1,0.24,0.336
0,0.618,0.172
1,0.146,0.208
1,0.518,0.834
0,0.482,0.702
