label,alpha,beta
1,0.346,0.69
1,0.272,0.528
1,0.468,0.5
1,0.51,0.508
1,0.43,0.706
1,0.558,0.47
0,0.668,0.594
1,0.656,0.652
0,0.454,0.624
1,0.686,0.662
1,0.434,0.462
0,0.67,0.616
1,0.546,0.262
0,0.458,0.328
0,0.372,0.554
0,0.692,0.472
0,0.778,0.214
1,0.632,0.704
1,0.752,0.582
0,0.804,0.186
0,0.574,0.668
0,0.368,0.4
1,0.522,0.422
1,0.724,0.592
1,0.342,0.642
1,0.736,0.544
1,0.796,0.502
0,0.384,0.574
1,0.364,0.276
1,0.398,0.754
1,0.34,0.698
0,0.622,0.602
1,0.448,0.718
0,0.33,0.448
1,0.488,0.432
1,0.328,0.656
1,0.3,0.62
1,0.39,0.246
1,0.454,0.516
0,0.368,0.532
1,0.332,0.696
0,0.326,0.412
1,0.666,0.678
0,0.774,0.242
1,0.36,0.698
0,0.562,0.656
1,0.728,0.586
0,0.646,0.494
1,0.826,0.334
0,0.518,0.644
1,0.364,0.7
0,0.644,0.36
1,0.78,0.546
0,0.446,0.702
1,0.304,0.624
0,0.71,0.488
0,0.344,0.486
1,0.678,0.664
1,0.252,0.462
1,0.458,0.518
1,0.472,0.446
1,0.306,0.634
1,0.31,0.628
1,0.788,0.378
1,0.4,0.732
1,0.538,0.532
0,0.57,0.68
0,0.542,0.652
1,0.394,0.668
1,0.854,0.222
0,0.512,0.636
1,0.288,0.624
0,0.384,0.594
1,0.324,0.702
1,0.508,0.724
1,0.564,0.528
1,0.724,0.576
1,0.526,0.44
0,0.63,0.352
1,0.378,0.246
1,0.282,0.53
1,0.338,0.64
0,0.57,0.61
1,0.526,0.728
1,0.722,0.59
1,0.728,0.428
1,0.372,0.72
0,0.582,0.38
0,0.342,0.394
1,0.486,0.756
1,0.718,0.602
1,0.5,0.726
1,0.526,0.736
1,0.464,0.46
1,0.45,0.562
1,0.536,0.544
0,0.636,0.432
1,0.566,0.74
0,0.654,0.32
1,0.542,0.5
1,0.714,0.592
1,0.718,0.634
0,0.412,0.698
1,0.37,0.278
1,0.472,0.716
1,0.782,0.402
0,0.576,0.644
1,0.544,0.234
1,0.394,0.262
1,0.448,0.7
0,0.368,0.422
1,0.812,0.456
1,0.314,0.702
0,0.354,0.496
1,0.39,0.728
1,0.774,0.366
1,0.47,0.448
1,0.5,0.258
1,0.328,0.716
1,0.56,0.554
1,0.432,0.478
1,0.766,0.518
0,0.608,0.412
0,0.642,0.354
0,0.774,0.178
1,0.518,0.514
0,0.456,0.664
0,0.366,0.496
0,0.67,0.566
0,0.498,0.4
1,0.496,0.44
1,0.472,0.5
1,0.468,0.464
0,0.624,0.374
1,0.456,0.47
0,0.39,0.348
0,0.724,0.45
1,0.472,0.442
1,0.458,0.538
0,0.77,0.176
0,0.372,0.508
1,0.45,0.464
0,0.554,0.698
1,0.528,0.524
0,0.74,0.258
1,0.524,0.392
0,0.618,0.61
0,0.616,0.36
0,0.454,0.332
0,0.58,0.382
0,0.354,0.436
0,0.67,0.622
1,0.49,0.538
0,0.574,0.632
0,0.452,0.648
1,0.756,0.526
0,0.618,0.37
1,0.516,0.478
0,0.492,0.66
1,0.76,0.516
0,0.414,0.354
0,0.374,0.372
0,0.694,0.566
0,0.408,0.384
0,0.366,0.408
0,0.524,0.33
0,0.66,0.372
0,0.688,0.244
1,0.482,0.478
1,0.508,0.484
0,0.35,0.516
0,0.588,0.63
0,0.81,0.198
0,0.506,0.636
0,0.634,0.626
0,0.47,0.64
1,0.492,0.472
1,0.536,0.494
0,0.388,0.554
0,0.598,0.658
0,0.476,0.402
0,0.396,0.642
0,0.61,0.564
0,0.344,0.644
1,0.808,0.292
0,0.368,0.562
1,0.48,0.442
1,0.466,0.45
1,0.462,0.478
0,0.548,0.622
1,0.522,0.458
0,0.378,0.41
1,0.478,0.446
0,0.606,0.632
1,0.52,0.542
1,0.822,0.24
0,0.582,0.656
0,0.332,0.516
0,0.55,0.314
0,0.436,0.632
0,0.492,0.306
0,0.572,0.368
0,0.644,0.332
1,0.468,0.428
0,0.358,0.578
1,0.542,0.488
1,0.446,0.526
0,0.328,0.468
1,0.47,0.544
0,0.614,0.378
0,0.51,0.398
0,0.504,0.336
0,0.614,0.414
0,0.392,0.414
0,0.412,0.328
0,0.388,0.642
0,0.356,0.458
1,0.462,0.54
0,0.352,0.358
0,0.402,0.63
0,0.506,0.662
0,0.554,0.332
0,0.524,0.648
0,0.364,0.474
0,0.59,0.606
1,0.562,0.542
0,0.676,0.584
1,0.562,0.478
1,0.51,0.468
1,0.52,0.474
0,0.678,0.438
0,0.71,0.268
1,0.794,0.424
1,0.462,0.516
1,0.536,0.474
0,0.322,0.506
0,0.456,0.64
1,0.81,0.354
0,0.364,0.512
1,0.536,0.472
0,0.374,0.556
1,0.552,0.444
0,0.62,0.462
0,0.71,0.448
0,0.67,0.414
0,0.638,0.406
0,0.368,0.564
1,0.478,0.462
1,0.538,0.492
1,0.462,0.484
0,0.354,0.614
0,0.35,0.456
1,0.492,0.516
1,0.47,0.502
0,0.444,0.618
1,0.438,0.488
1,0.798,0.542
0,0.784,0.196
0,0.48,0.662
0,0.538,0.424
1,0.508,0.496
1,0.46,0.482
0,0.642,0.368
0,0.364,0.456
0,0.66,0.494
0,0.414,0.404
1,0.456,0.442
0,0.628,0.394
0,0.418,0.61
0,0.42,0.35
0,0.362,0.494
1,0.524,0.536
0,0.524,0.664
1,0.586,0.494
1,0.476,0.532
0,0.462,0.63
0,0.578,0.634
0,0.602,0.388
0,0.404,0.382
0,0.364,0.422
1,0.568,0.5
1,0.452,0.548
0,0.62,0.354
1,0.434,0.506
0,0.346,0.432
1,0.53,0.452
0,0.5,0.69
1,0.772,0.464
1,0.446,0.434
0,0.406,0.616
0,0.626,0.394
0,0.734,0.214
1,0.424,0.468
0,0.634,0.434
0,0.66,0.558
0,0.646,0.394
1,0.534,0.494
1,0.464,0.548
0,0.372,0.422
0,0.356,0.442
0,0.398,0.614
0,0.386,0.444
0,0.622,0.362
0,0.788,0.212
0,0.542,0.666
0,0.606,0.664
1,0.488,0.46
1,0.478,0.544
0,0.36,0.45
1,0.826,0.288
0,0.582,0.658
0,0.436,0.38
1,0.786,0.306
1,0.49,0.558
0,0.47,0.38
0,0.614,0.626
0,0.466,0.386
0,0.764,0.212
0,0.386,0.4
1,0.552,0.474
0,0.558,0.688
1,0.45,0.538
1,0.454,0.458
0,0.634,0.42
1,0.488,0.468
0,0.366,0.424
0,0.734,0.228
0,0.696,0.266
0,0.438,0.334
0,0.366,0.386
0,0.482,0.656
1,0.522,0.49
0,0.38,0.414
0,0.348,0.566
0,0.66,0.5
0,0.366,0.494
0,0.35,0.462
0,0.776,0.228
0,0.622,0.392
0,0.354,0.446
0,0.422,0.66
0,0.352,0.55
0,0.722,0.5
0,0.39,0.588
0,0.426,0.602
0,0.33,0.608
0,0.312,0.512
0,0.602,0.392
0,0.372,0.61
1,0.494,0.558
0,0.346,0.46
0,0.638,0.3
0,0.64,0.33
0,0.684,0.44
1,0.474,0.476
1,0.564,0.484
0,0.374,0.578
1,0.512,0.496
0,0.332,0.444
0,0.346,0.448
1,0.526,0.428
1,0.794,0.328
0,0.674,0.324
0,0.342,0.446
1,0.47,0.444
1,0.86,0.222
0,0.65,0.368
0,0.736,0.24
1,0.556,0.52
1,0.792,0.462
0,0.584,0.63
1,0.54,0.522
0,0.372,0.44
1,0.462,0.53
1,0.504,0.556
0,0.614,0.388
0,0.394,0.398
0,0.692,0.324
0,0.346,0.56
1,0.788,0.404
0,0.336,0.46
0,0.646,0.606
0,0.562,0.656
1,0.774,0.498
0,0.646,0.648
1,0.524,0.502
1,0.464,0.492
0,0.32,0.536
0,0.562,0.668
0,0.41,0.604
0,0.494,0.686
0,0.64,0.354
1,0.482,0.526
1,0.468,0.458
0,0.674,0.524
1,0.512,0.528
0,0.478,0.41
0,0.408,0.356
0,0.424,0.298
1,0.848,0.234
1,0.8,0.442
0,0.332,0.494
0,0.818,0.168
0,0.654,0.396
1,0.534,0.486
0,0.528,0.644
1,0.492,0.472
0,0.398,0.672
0,0.682,0.446
1,0.494,0.462
1,0.52,0.476
1,0.516,0.46
1,0.444,0.51
0,0.356,0.442
0,0.668,0.542
0,0.792,0.202
1,0.85,0.232
0,0.556,0.68
0,0.348,0.578
0,0.77,0.186
0,0.614,0.416
1,0.55,0.416
0,0.606,0.612
0,0.58,0.636
0,0.704,0.442
0,0.35,0.428
0,0.594,0.61
0,0.334,0.46
0,0.636,0.392
0,0.37,0.428
0,0.572,0.396
1,0.448,0.494
1,0.816,0.322
0,0.572,0.354
1,0.528,0.472
1,0.784,0.322
1,0.508,0.546
0,0.356,0.536
0,0.726,0.276
0,0.656,0.322
1,0.524,0.438
0,0.626,0.382
0,0.598,0.348
0,0.572,0.392
1,0.548,0.542
0,0.774,0.19
1,0.488,0.538
0,0.572,0.394
0,0.506,0.676
0,0.344,0.36
0,0.438,0.418
0,0.586,0.406
0,0.35,0.44
1,0.504,0.504
1,0.506,0.484
0,0.674,0.478
1,0.842,0.26
0,0.63,0.332
0,0.576,0.658
0,0.618,0.626
1,0.54,0.438
1,0.43,0.462
0,0.608,0.392
0,0.744,0.248
0,0.626,0.374
1,0.512,0.46
0,0.504,0.366
0,0.37,0.628
1,0.538,0.49
1,0.472,0.51
0,0.638,0.318
0,0.552,0.652
0,0.716,0.24
0,0.604,0.354
1,0.536,0.474
0,0.712,0.254
0,0.362,0.4
0,0.38,0.478
1,0.456,0.534
0,0.576,0.362
0,0.484,0.322
0,0.612,0.398
1,0.516,0.512
0,0.332,0.444
1,0.474,0.5
1,0.468,0.474
0,0.356,0.548
0,0.702,0.472
0,0.556,0.658
1,0.504,0.442
0,0.606,0.598
0,0.704,0.322
1,0.512,0.482
1,0.474,0.466
0,0.358,0.502
0,0.746,0.244
1,0.488,0.49
1,0.462,0.494
0,0.682,0.528
0,0.798,0.178
1,0.49,0.544
1,0.83,0.264
0,0.646,0.344
1,0.786,0.528
0,0.63,0.392
0,0.442,0.392
1,0.788,0.402
0,0.812,0.16
0,0.414,0.356
1,0.504,0.492
0,0.384,0.632
1,0.532,0.522
0,0.428,0.38
1,0.454,0.44
0,0.43,0.61
1,0.512,0.452
1,0.446,0.482
1,0.458,0.49
0,0.642,0.562
1,0.488,0.46
1,0.504,0.452
0,0.58,0.394
0,0.654,0.532
1,0.46,0.498
1,0.782,0.534
0,0.378,0.394
0,0.678,0.304
0,0.392,0.478
0,0.568,0.324
0,0.62,0.364
1,0.582,0.506
1,0.538,0.536
1,0.452,0.46
0,0.36,0.564
0,0.686,0.542
0,0.378,0.612
0,0.352,0.474
0,0.712,0.238
1,0.772,0.49
0,0.6,0.408
1,0.536,0.54
0,0.574,0.41
1,0.578,0.512
1,0.464,0.474
0,0.64,0.588
1,0.536,0.426
0,0.562,0.678
1,0.79,0.474
0,0.636,0.344
0,0.362,0.352
0,0.798,0.202
0,0.364,0.534
1,0.778,0.46
0,0.354,0.63
0,0.638,0.612
0,0.412,0.596
0,0.34,0.474
0,0.518,0.334
0,0.352,0.54
0,0.348,0.464
1,0.49,0.424
1,0.774,0.38
0,0.736,0.236
0,0.452,0.616
1,0.51,0.454
1,0.546,0.536
0,0.394,0.63
0,0.47,0.686
0,0.346,0.542
1,0.508,0.48
0,0.616,0.366
1,0.534,0.456
0,0.356,0.436
1,0.532,0.466
1,0.544,0.5
0,0.598,0.548
1,0.526,0.508
1,0.506,0.486
0,0.536,0.408
0,0.772,0.19
0,0.618,0.352
0,0.368,0.604
1,0.766,0.396
0,0.356,0.562
0,0.612,0.618
0,0.382,0.464
1,0.54,0.518
0,0.802,0.196
0,0.362,0.384
0,0.364,0.49
1,0.818,0.288
0,0.36,0.452
0,0.346,0.444
0,0.374,0.346
1,0.856,0.226
1,0.466,0.528
0,0.52,0.402
0,0.548,0.696
0,0.69,0.394
0,0.378,0.4
0,0.736,0.23
1,0.544,0.5
1,0.444,0.498
0,0.62,0.576
0,0.546,0.698
0,0.61,0.402
0,0.488,0.694
0,0.636,0.362
1,0.496,0.536
1,0.456,0.48
0,0.672,0.408
1,0.786,0.402
0,0.626,0.37
0,0.476,0.68
0,0.334,0.484
0,0.402,0.598
0,0.538,0.344
1,0.464,0.466
0,0.556,0.654
0,0.368,0.564
0,0.386,0.49
0,0.566,0.324
0,0.368,0.522
1,0.492,0.54
0,0.584,0.386
1,0.494,0.478
0,0.38,0.37
0,0.478,0.65
0,0.514,0.656
0,0.6,0.618
0,0.51,0.396
1,0.82,0.346
0,0.522,0.63
0,0.648,0.502
0,0.54,0.678
0,0.652,0.422
0,0.652,0.366
0,0.706,0.478
0,0.654,0.346
0,0.604,0.388
0,0.596,0.648
1,0.49,0.482
0,0.58,0.612
1,0.528,0.422
1,0.526,0.554
0,0.624,0.564
1,0.796,0.302
0,0.616,0.586
0,0.356,0.384
1,0.486,0.466
1,0.476,0.532
1,0.776,0.47
0,0.446,0.332
0,0.432,0.324
1,0.53,0.492
1,0.506,0.532
0,0.66,0.506
0,0.58,0.63
0,0.376,0.386
0,0.564,0.4
0,0.404,0.638
0,0.394,0.598
1,0.438,0.446
0,0.59,0.388
1,0.488,0.55
1,0.826,0.228
1,0.832,0.27
1,0.494,0.506
0,0.508,0.394
0,0.746,0.224
0,0.702,0.482
1,0.544,0.426
1,0.484,0.43
0,0.712,0.226
0,0.668,0.49
0,0.674,0.406
0,0.354,0.392
0,0.592,0.624
0,0.622,0.362
1,0.466,0.552
0,0.758,0.198
0,0.39,0.402
0,0.352,0.466
1,0.53,0.496
1,0.856,0.238
0,0.356,0.484
0,0.638,0.352
0,0.444,0.64
0,0.662,0.458
0,0.46,0.366
1,0.516,0.466
0,0.706,0.46
0,0.378,0.636
0,0.656,0.332
0,0.742,0.22
1,0.544,0.462
0,0.682,0.306
0,0.382,0.448
0,0.55,0.632
0,0.826,0.138
1,0.502,0.506
0,0.674,0.318
0,0.396,0.406
0,0.514,0.652
0,0.332,0.472
0,0.794,0.196
0,0.658,0.454
0,0.654,0.54
1,0.506,0.426
1,0.78,0.502
0,0.348,0.562
0,0.356,0.366
0,0.422,0.618
0,0.364,0.63
0,0.462,0.364
1,0.524,0.458
1,0.796,0.348
0,0.332,0.542
0,0.552,0.678
1,0.768,0.508
0,0.64,0.396
0,0.606,0.334
0,0.632,0.348
1,0.482,0.452
0,0.702,0.274
0,0.692,0.424
0,0.36,0.548
1,0.48,0.5
0,0.326,0.536
0,0.594,0.598
1,0.452,0.428
0,0.632,0.578
1,0.478,0.502
0,0.712,0.538
0,0.626,0.41
0,0.316,0.514
0,0.662,0.404
0,0.672,0.3
1,0.476,0.43
0,0.698,0.478
0,0.478,0.652
0,0.66,0.526
0,0.366,0.476
1,0.448,0.484
0,0.752,0.214
1,0.414,0.516
0,0.632,0.408
0,0.73,0.234
0,0.352,0.578
0,0.458,0.656
1,0.43,0.436
0,0.34,0.45
1,0.754,0.532
0,0.358,0.51
0,0.546,0.65
0,0.604,0.608
0,0.696,0.488
1,0.778,0.36
0,0.666,0.346
1,0.84,0.302
1,0.548,0.54
1,0.506,0.528
1,0.512,0.518
0,0.802,0.206
0,0.508,0.696
0,0.336,0.582
1,0.576,0.55
0,0.676,0.348
0,0.602,0.558
0,0.474,0.612
0,0.79,0.178
0,0.378,0.446
1,0.524,0.518
1,0.55,0.55
0,0.378,0.39
0,0.46,0.66
1,0.554,0.544
0,0.344,0.488
0,0.612,0.356
1,0.462,0.526
1,0.536,0.432
1,0.434,0.534
0,0.558,0.63
0,0.612,0.622
0,0.412,0.356
0,0.366,0.48
0,0.648,0.418
0,0.488,0.642
1,0.506,0.516
0,0.628,0.384
0,0.63,0.394
0,0.612,0.368
0,0.38,0.472
1,0.502,0.442
1,0.484,0.474
1,0.434,0.492
1,0.478,0.456
0,0.37,0.532
1,0.478,0.422
0,0.644,0.358
0,0.648,0.394
0,0.794,0.174
0,0.518,0.702
1,0.784,0.542
1,0.532,0.472
0,0.394,0.398
0,0.392,0.412
0,0.622,0.628
0,0.584,0.338
0,0.424,0.364
0,0.646,0.56
0,0.602,0.604
0,0.416,0.378
0,0.418,0.666
1,0.792,0.35
0,0.402,0.582
1,0.514,0.514
0,0.552,0.36
0,0.432,0.316
0,0.342,0.472
1,0.5,0.486
1,0.442,0.484
0,0.65,0.364
1,0.456,0.512
0,0.652,0.6
1,0.516,0.466
0,0.582,0.386
0,0.62,0.386
1,0.444,0.494
0,0.59,0.408
1,0.478,0.474
1,0.52,0.43
1,0.428,0.486
0,0.548,0.658
0,0.612,0.584
0,0.344,0.594
1,0.794,0.49
0,0.466,0.33
0,0.552,0.636
1,0.484,0.444
0,0.348,0.498
1,0.536,0.486
0,0.672,0.528
1,0.764,0.398
1,0.844,0.276
1,0.784,0.466
0,0.578,0.648
1,0.474,0.464
1,0.536,0.422
0,0.456,0.352
0,0.608,0.416
0,0.426,0.652
0,0.68,0.588
0,0.6,0.63
0,0.722,0.494
0,0.522,0.362
0,0.374,0.418
0,0.808,0.146
0,0.668,0.472
0,0.662,0.412
0,0.568,0.654
0,0.608,0.36
1,0.516,0.47
1,0.444,0.526
1,0.43,0.568
0,0.638,0.612
0,0.66,0.456
0,0.508,0.33
1,0.53,0.504
1,0.45,0.49
0,0.37,0.61
0,0.798,0.174
1,0.546,0.53
0,0.654,0.324
0,0.796,0.176
0,0.564,0.638
0,0.57,0.32
0,0.67,0.35
1,0.53,0.444
0,0.562,0.638
1,0.49,0.498
1,0.824,0.268
0,0.684,0.382
0,0.584,0.62
0,0.396,0.356
1,0.448,0.488
1,0.456,0.552
1,0.524,0.432
0,0.368,0.65
1,0.812,0.35
0,0.552,0.642
1,0.484,0.516
0,0.598,0.358
0,0.568,0.692
0,0.436,0.624
0,0.35,0.428
1,0.772,0.506
0,0.428,0.682
0,0.632,0.54
0,0.442,0.418
0,0.576,0.406
0,0.366,0.476
0,0.332,0.518
0,0.352,0.512
0,0.372,0.648
0,0.634,0.574
0,0.554,0.36
0,0.734,0.262
1,0.404,0.498
0,0.408,0.574
0,0.512,0.656
0,0.804,0.16
0,0.674,0.55
1,0.518,0.528
1,0.852,0.276
1,0.53,0.482
0,0.636,0.366
0,0.676,0.388
1,0.584,0.494
0,0.592,0.628
0,0.44,0.328
0,0.36,0.6
0,0.338,0.546
1,0.49,0.462
0,0.584,0.37
1,0.446,0.444
0,0.772,0.222
0,0.676,0.56
0,0.406,0.638
1,0.528,0.544
0,0.406,0.59
0,0.638,0.322
0,0.394,0.628
0,0.686,0.494
1,0.786,0.408
1,0.466,0.466
0,0.454,0.392
0,0.786,0.196
0,0.616,0.588
1,0.582,0.49
0,0.364,0.446
0,0.596,0.624
0,0.336,0.356
1,0.454,0.518
1,0.51,0.434
0,0.628,0.562
0,0.552,0.426
0,0.392,0.64
0,0.59,0.424
0,0.312,0.542
0,0.382,0.656
1,0.426,0.462
0,0.436,0.654
1,0.466,0.428
0,0.458,0.392
1,0.79,0.43
0,0.58,0.308
1,0.456,0.452
0,0.486,0.368
1,0.524,0.454
1,0.442,0.506
0,0.412,0.648
1,0.53,0.496
0,0.362,0.442
0,0.546,0.414
0,0.408,0.64
0,0.712,0.266
0,0.354,0.616
0,0.38,0.588
0,0.67,0.59
0,0.664,0.508
0,0.612,0.654
0,0.356,0.378
0,0.386,0.584
1,0.55,0.48
0,0.484,0.4
0,0.362,0.376
1,0.484,0.464
0,0.468,0.336
1,0.522,0.534
1,0.448,0.456
1,0.452,0.456
0,0.536,0.416
1,0.796,0.314
0,0.596,0.642
1,0.504,0.546
0,0.568,0.648
1,0.508,0.566
0,0.614,0.354
0,0.634,0.354
0,0.642,0.59
1,0.504,0.434
1,0.504,0.586
0,0.62,0.336
0,0.346,0.448
0,0.556,0.674
0,0.378,0.424
0,0.394,0.598
1,0.482,0.474
1,0.46,0.456
1,0.456,0.452
0,0.592,0.372
0,0.61,0.372
0,0.328,0.43
0,0.688,0.612
0,0.66,0.424
1,0.464,0.508
0,0.588,0.398
1,0.552,0.466
0,0.524,0.396
0,0.346,0.412
1,0.87,0.196
0,0.456,0.664
1,0.484,0.526
1,0.53,0.554
0,0.624,0.628
0,0.322,0.582
0,0.482,0.33
1,0.532,0.428
1,0.834,0.272
1,0.566,0.53
1,0.488,0.434
1,0.432,0.482
0,0.36,0.44
0,0.616,0.554
0,0.736,0.27
0,0.428,0.308
1,0.426,0.566
1,0.508,0.57
0,0.592,0.698
0,0.582,0.662
0,0.32,0.484
1,0.464,0.506
0,0.58,0.662
1,0.502,0.46
1,0.524,0.452
0,0.442,0.66
0,0.44,0.69
0,0.594,0.328
1,0.562,0.484
1,0.472,0.442
1,0.77,0.502
0,0.582,0.67
0,0.662,0.576
0,0.67,0.536
1,0.49,0.43
0,0.412,0.37
1,0.5,0.452
1,0.534,0.398
1,0.47,0.422
1,0.852,0.264
0,0.374,0.546
1,0.488,0.458
1,0.462,0.464
0,0.704,0.438
0,0.428,0.668
0,0.346,0.546
0,0.626,0.606
0,0.438,0.666
0,0.478,0.332
0,0.594,0.344
0,0.394,0.546
0,0.652,0.308
0,0.52,0.674
0,0.596,0.366
0,0.692,0.246
1,0.846,0.292
0,0.65,0.342
1,0.502,0.434
1,0.542,0.476
1,0.786,0.494
1,0.552,0.576
0,0.63,0.446
0,0.348,0.562
1,0.508,0.514
1,0.522,0.486
0,0.584,0.658
0,0.564,0.638
0,0.394,0.492
0,0.556,0.662
1,0.768,0.364
1,0.562,0.46
0,0.624,0.366
0,0.364,0.564
1,0.84,0.268
0,0.556,0.676
0,0.346,0.512
0,0.374,0.348
0,0.454,0.638
1,0.436,0.482
1,0.772,0.516
1,0.502,0.554
0,0.38,0.61
1,0.464,0.516
0,0.496,0.318
0,0.542,0.402
0,0.676,0.312
0,0.728,0.24
0,0.524,0.65
1,0.518,0.548
1,0.794,0.348
1,0.828,0.218
0,0.33,0.504
1,0.538,0.526
0,0.732,0.236
1,0.456,0.474
1,0.552,0.542
1,0.534,0.556
1,0.568,0.508
0,0.366,0.43
0,0.372,0.408
0,0.602,0.384
0,0.37,0.4
1,0.506,0.468
1,0.506,0.47
0,0.728,0.25
0,0.616,0.372
1,0.456,0.474
0,0.404,0.63
0,0.616,0.398
0,0.782,0.192
1,0.524,0.436
1,0.458,0.496
1,0.55,0.494
0,0.37,0.614
0,0.752,0.248
1,0.762,0.52
1,0.476,0.444
0,0.672,0.308
1,0.77,0.354
1,0.512,0.406
1,0.494,0.484
1,0.502,0.54
1,0.436,0.454
1,0.464,0.496
1,0.848,0.232
0,0.428,0.356
0,0.588,0.378
1,0.552,0.436
0,0.53,0.674
0,0.764,0.232
0,0.576,0.67
0,0.646,0.598
1,0.458,0.52
1,0.842,0.25
0,0.68,0.308
1,0.492,0.462
1,0.778,0.398
0,0.628,0.356
0,0.486,0.624
0,0.616,0.608
1,0.538,0.43
0,0.61,0.646
0,0.446,0.652
0,0.458,0.666
0,0.348,0.49
0,0.618,0.624
0,0.38,0.62
0,0.672,0.298
1,0.526,0.476
0,0.722,0.27
0,0.384,0.394
0,0.544,0.332
0,0.388,0.346
0,0.678,0.554
1,0.456,0.464
0,0.66,0.32
1,0.532,0.492
1,0.52,0.464
1,0.546,0.558
0,0.632,0.358
0,0.458,0.32
0,0.558,0.384
0,0.442,0.648
0,0.6,0.41
1,0.424,0.504
0,0.36,0.42
0,0.778,0.204
1,0.546,0.478
0,0.678,0.338
1,0.512,0.544
0,0.71,0.298
0,0.594,0.318
1,0.496,0.486
0,0.398,0.39
1,0.456,0.474
1,0.508,0.45
1,0.488,0.542
0,0.58,0.616
0,0.364,0.384
0,0.756,0.222
0,0.694,0.28
1,0.5,0.562
0,0.636,0.372
0,0.648,0.346
0,0.752,0.226
0,0.63,0.572
0,0.626,0.314
1,0.464,0.524
0,0.654,0.324
0,0.39,0.556
1,0.462,0.448
0,0.582,0.39
1,0.55,0.548
1,0.546,0.448
1,0.526,0.578
1,0.444,0.508
0,0.62,0.332
1,0.45,0.48
0,0.596,0.626
1,0.466,0.47
0,0.454,0.708
1,0.862,0.244
0,0.36,0.506
0,0.394,0.638
0,0.35,0.518
1,0.478,0.46
0,0.644,0.578
0,0.652,0.448
0,0.428,0.414
0,0.62,0.602
0,0.646,0.532
1,0.786,0.496
1,0.45,0.484
0,0.394,0.626
1,0.476,0.49
0,0.614,0.404
1,0.546,0.508
0,0.396,0.59
0,0.37,0.372
0,0.394,0.642
0,0.34,0.466
1,0.486,0.462
1,0.458,0.464
0,0.322,0.49
0,0.56,0.644
1,0.814,0.29
0,0.348,0.41
0,0.392,0.568
1,0.47,0.464
0,0.576,0.63
0,0.634,0.36
1,0.518,0.462
1,0.466,0.48
0,0.532,0.668
1,0.456,0.472
0,0.648,0.344
1,0.502,0.526
0,0.376,0.644
1,0.822,0.254
0,0.348,0.44
0,0.378,0.634
0,0.54,0.65
0,0.334,0.452
0,0.394,0.62
1,0.778,0.456
0,0.51,0.662
1,0.528,0.5
0,0.614,0.594
0,0.378,0.41
1,0.434,0.482
0,0.694,0.386
0,0.66,0.574
0,0.712,0.43
1,0.488,0.54
0,0.742,0.248
1,0.532,0.512
1,0.514,0.476
0,0.56,0.322
1,0.52,0.454
0,0.63,0.362
0,0.418,0.594
0,0.702,0.41
0,0.668,0.33
0,0.51,0.394
0,0.522,0.428
0,0.478,0.636
1,0.884,0.228
1,0.818,0.276
1,0.434,0.476
0,0.368,0.416
0,0.684,0.314
0,0.516,0.664
0,0.652,0.338
0,0.458,0.38
1,0.544,0.522
0,0.708,0.53
1,0.77,0.54
0,0.596,0.682
0,0.586,0.632
0,0.662,0.542
0,0.618,0.378
0,0.376,0.388
0,0.628,0.366
1,0.484,0.57
0,0.576,0.636
0,0.69,0.432
0,0.536,0.68
0,0.378,0.372
0,0.632,0.474
0,0.752,0.226
1,0.468,0.42
1,0.45,0.458
1,0.46,0.438
1,0.532,0.462
0,0.582,0.61
0,0.666,0.532
1,0.454,0.518
0,0.434,0.66
1,0.552,0.53
1,0.534,0.542
0,0.628,0.56
0,0.428,0.306
0,0.74,0.224
0,0.672,0.476
0,0.532,0.668
0,0.624,0.402
0,0.508,0.402
1,0.772,0.49
0,0.64,0.372
0,0.378,0.544
1,0.822,0.296
0,0.52,0.614
1,0.572,0.512
1,0.456,0.454
1,0.512,0.536
0,0.632,0.33
0,0.638,0.558
1,0.814,0.282
1,0.514,0.472
0,0.652,0.38
1,0.552,0.496
0,0.428,0.34
0,0.596,0.37
0,0.582,0.662
1,0.444,0.502
0,0.538,0.65
0,0.548,0.614
1,0.55,0.528
1,0.438,0.504
0,0.754,0.22
1,0.518,0.516
1,0.784,0.48
0,0.644,0.56
0,0.374,0.406
1,0.45,0.484
1,0.794,0.358
0,0.346,0.55
1,0.458,0.476
0,0.74,0.298
0,0.66,0.46
0,0.624,0.332
1,0.876,0.196
0,0.556,0.652
0,0.414,0.324
1,0.77,0.48
0,0.62,0.56
1,0.496,0.47
0,0.614,0.654
0,0.628,0.56
0,0.552,0.638
0,0.53,0.434
0,0.562,0.388
1,0.524,0.466
0,0.384,0.388
0,0.652,0.446
0,0.572,0.66
1,0.464,0.53
1,0.504,0.552
0,0.362,0.382
0,0.664,0.39
1,0.45,0.49
1,0.776,0.414
1,0.524,0.552
0,0.7,0.234
1,0.546,0.514
0,0.626,0.576
0,0.654,0.352
0,0.376,0.434
0,0.388,0.398
0,0.566,0.668
0,0.658,0.384
0,0.464,0.338
0,0.576,0.344
0,0.594,0.628
0,0.376,0.482
0,0.57,0.624
0,0.522,0.662
0,0.688,0.264
0,0.67,0.31
1,0.504,0.468
0,0.682,0.342
0,0.578,0.654
1,0.92,0.224
0,0.68,0.416
0,0.598,0.308
1,0.608,0.19
0,0.64,0.448
1,0.766,0.084
