target,alpha,beta
0,1.286267,0.0
0,1.046599,0.0
1,0.355105,0.887762
0,0.940745,0.0
1,0.155556,6.688889
1,0.0,5.6
0,1.798103,0.0
1,0.0,3.290598
1,0.0,1.074856
0,0.588997,0.18123
0,2.84188,0.0
1,0.0,2.247355
1,0.0,6.289062
0,1.875882,0.0
0,0.610236,0.0
0,2.516556,0.0
0,0.648148,0.0
0,1.435745,0.0
0,0.220386,0.0
0,2.465753,0.0
0,1.572464,0.0
1,0.0,0.282638
0,0.214724,0.0
1,0.0,2.837838
0,5.614973,0.0
0,1.398003,0.0
1,0.0,2.916667
1,0.0,0.278146
0,2.876712,0.0
1,0.796586,1.692745
1,0.0,1.91344
0,1.166667,0.0
1,0.0,3.35512
0,2.180685,0.0
0,1.216122,0.0
0,2.817148,0.0
0,2.718447,0.0
1,0.492091,1.847235
1,0.0,2.54766
0,4.659607,0.0
0,0.401969,0.0
1,0.039761,1.749503
0,1.745407,0.0
1,0.0,1.388102
1,0.0,1.079229
1,0.0,2.649199
1,0.0,3.819692
1,0.0,5.773196
1,1.290984,2.72541
0,0.46729,0.0
0,0.365535,0.0
1,0.0,5.274365
1,0.0,12.314815
1,0.0,0.273883
0,0.820599,0.0
1,0.0,2.666667
1,0.0,8.490566
1,0.0,2.040486
0,0.459393,0.0
1,0.327537,0.761303
0,1.176471,0.0
0,1.412358,0.0
1,0.0,4.346405
0,2.254428,0.0
0,0.456356,0.0
1,0.0,1.391304
0,3.057471,0.0
1,0.0,10.223547
1,0.0,9.586305
0,0.542827,0.0
1,0.0,2.695357
0,6.801619,0.0
1,0.0,0.260708
0,1.010374,0.0
1,0.0,3.601286
0,3.354281,0.0
1,0.0,7.952663
1,0.0,0.416667
0,0.98752,0.0
1,0.0,2.759666
0,2.610802,0.0
1,0.0,2.725061
0,1.848185,0.0
0,2.112251,0.0
1,0.0,10.05988
0,0.370295,0.0
1,0.0,3.98374
1,0.0,2.175361
0,1.036339,0.0
1,0.254612,0.47285
0,5.882353,0.0
0,5.6,0.0
1,0.0,5.727273
0,0.625674,0.0
0,4.657258,0.0
1,0.0,2.27027
0,1.31771,0.0
0,1.818182,0.0
0,3.563636,0.0
0,1.022395,0.0
0,5.809129,0.0
0,0.358115,0.057761
0,3.323124,0.0
0,0.496353,0.0
1,0.0,7.918552
0,1.86805,0.0
1,0.0,0.254199
1,0.047425,10.243902
0,9.092861,0.075148
1,0.0,2.957746
1,0.0,2.111216
0,1.23946,0.0
1,0.0,0.914701
0,0.787359,0.22496
0,2.040816,0.0
0,0.522831,0.04753
0,0.766523,0.0
0,1.219022,0.0
1,0.032899,0.197392
1,0.0,3.66127
0,0.472016,0.0
0,1.692695,0.0
0,0.420389,0.0
0,0.895141,0.656436
1,0.514706,1.076203
1,0.0,4.365256
1,0.0,4.863524
0,3.255814,0.0
0,6.086957,0.0
0,2.110415,0.0
1,0.0,1.382406
0,0.912586,0.0
0,2.682927,0.0
0,3.13099,0.0
1,0.0,1.166667
1,0.0,6.603774
0,0.749554,0.0
0,2.580645,0.0
0,1.549479,0.0
0,1.084274,0.0
1,0.0,2.451613
1,0.0,3.969072
1,0.138101,0.58693
0,3.870968,0.0
0,3.90303,0.509091
0,1.519199,0.0
0,1.42284,0.0
0,0.858896,0.0
0,0.25061,0.0
0,0.681073,0.0
0,2.440847,0.0
0,0.763889,0.0
0,2.202667,0.0
0,3.589744,0.0
1,0.125336,0.626679
1,0.17094,8.205128
1,0.0,2.851852
0,1.009373,0.0
1,0.0,0.603448
0,2.161551,0.0
0,1.205597,0.0
1,0.0,0.542636
0,2.949002,0.0
1,0.0,0.829409
0,2.748466,0.0
0,2.266769,0.0
0,1.477573,0.0
0,1.052376,0.0
1,0.0,0.295359
1,0.0,3.507307
0,1.561016,0.0
0,2.493639,0.0
0,2.599469,0.0
0,2.849873,0.0
0,0.632885,0.014718
1,0.0,0.288511
1,0.0,8.692206
1,0.0,3.655914
0,2.663848,0.147992
0,3.832117,0.0
0,2.957746,0.0
0,0.283,0.0
1,0.0,6.492754
0,2.718447,0.0
0,2.015152,0.0
0,0.478796,0.0
0,5.375218,0.0
0,2.213439,0.0
0,3.783784,0.0
0,3.181818,0.0
1,0.0,2.674157
1,0.0,2.809917
1,0.0,2.341137
1,0.0,0.721649
1,0.0,6.114144
0,0.572777,0.0
1,0.0,6.086957
0,2.496571,0.0
0,2.525366,0.0
1,0.0,2.508961
0,2.727273,0.0
0,0.317353,0.0
1,0.115037,4.486442
0,0.773837,0.0
0,3.888889,0.0
0,1.107814,0.0
1,0.0,9.012436
0,2.225166,0.0
0,1.623188,0.0
0,3.076923,0.0
1,0.0,2.333333
1,0.651921,1.303842
1,0.0,9.241573
1,0.232317,1.887575
1,0.0,0.304183
1,0.0,3.11804
0,0.434812,0.0
0,0.361595,0.0
0,3.137004,0.0
1,0.032081,2.213566
0,4.21466,0.183246
0,1.645206,0.0
0,2.792023,0.0
0,2.356436,0.0
1,0.0,2.526539
1,0.0,5.840562
1,0.0,2.50996
1,0.0,5.185185
1,0.0,0.264734
0,3.677298,0.0
1,0.0,1.859583
0,3.046036,0.0
0,4.166667,0.0
1,0.0,2.592593
0,1.649485,0.0
1,0.0,0.275772
0,1.275626,0.0
1,0.17199,2.579853
1,0.0,4.312115
1,0.081538,1.141526
0,6.378132,0.0
0,1.594533,0.0
1,0.414365,0.607735
1,0.0,0.219723
1,0.0,3.535354
0,1.281046,0.0
1,0.0,4.076148
0,1.068702,0.0
1,0.0,4.40678
0,0.40201,0.0
0,1.277193,0.0
1,0.0,1.439873
0,0.980392,0.0
1,0.0,10.685358
1,0.0,9.424965
0,0.668306,0.162014
0,0.7,0.0
1,0.0,0.260667
1,0.0,11.896669
0,0.694346,0.0
0,3.146067,0.0
1,0.0,0.207407
0,1.73913,0.248447
1,0.0,2.121212
1,0.088496,9.911504
0,0.882044,0.0
0,0.824499,0.054967
0,2.585227,0.0
1,0.0,3.10757
1,0.0,2.941176
0,2.297174,0.0
0,3.381643,0.0
0,2.297297,0.0
1,0.0,8.987161
1,0.0,3.783784
0,1.913232,0.0
1,0.0,0.267943
1,0.0,2.218515
0,1.554569,0.0
0,1.870824,0.0
1,0.0,1.440823
1,0.0,15.486726
1,0.0,2.172414
0,0.934223,0.0
0,3.809524,0.0
1,0.30871,1.080485
1,0.0,2.444703
1,0.0,9.320652
1,0.21309,1.917808
1,0.0,10.779221
1,0.0,1.751825
0,1.477273,0.0
1,0.0,3.932812
0,4.087591,0.0
1,0.0,2.61811
0,1.356828,0.123348
0,1.847314,0.0
1,0.0,2.857143
0,9.153269,0.075027
0,4.037412,0.0
0,0.389148,0.015566
1,0.0,0.265991
1,0.0,2.884848
1,0.0,2.558747
0,0.456876,0.0
0,6.282051,0.0
0,1.092328,0.0
0,2.273161,0.0
0,1.062766,0.0
1,0.111141,0.666843
0,1.486726,0.0
1,0.0,10.507726
1,0.0,5.575221
0,2.545455,0.0
1,0.0,1.806918
1,0.043519,3.612061
1,0.926276,1.323251
0,3.654618,0.0
1,0.028683,1.462815
0,1.45749,0.0
1,0.0,3.910615
1,0.0,0.875
0,1.10979,0.0
0,2.867784,0.0
0,3.44519,0.0
0,2.434783,0.0
0,4.483748,0.0
0,6.298569,0.0
1,0.0,7.986577
0,0.814545,0.0
0,0.705882,0.0
0,1.627907,0.0
0,2.536585,0.0
1,0.0,2.738386
0,0.633689,0.181054
0,1.111913,0.0
1,0.0,2.84658
1,0.0,1.190926
0,6.769231,0.0
1,0.0,1.940149
0,1.923798,0.0
1,0.0,2.479564
0,0.700389,0.0
1,0.021632,3.688195
1,0.233139,1.865112
1,0.0,2.307116
0,1.495327,0.0
0,0.999305,0.0
1,0.053688,0.411607
1,0.0,1.495146
1,0.05571,0.835655
0,0.740741,0.0
0,0.712987,0.0
1,0.0,8.995984
0,2.181413,0.0
0,2.496925,0.0
0,1.470245,0.0
1,0.0,1.154013
1,0.0,11.286645
0,3.874346,0.0
0,4.491979,0.0
0,3.876923,0.0
0,1.993808,0.0
0,6.086957,0.0
0,2.673031,0.0
1,0.25641,2.820513
1,0.0,1.262887
0,0.662841,0.0
0,0.628743,0.0
0,3.164384,0.0
1,0.0,4.116054
0,1.585903,0.0
0,5.533597,0.0
0,1.763224,0.0
0,1.368466,0.208245
1,0.0,2.344498
1,0.921053,2.302632
0,0.358255,0.015576
1,0.518679,1.08058
1,0.0,0.913043
1,0.0,1.536211
0,3.5,0.0
0,5.220634,0.0
0,0.609156,0.0
0,3.119962,0.0
1,0.025303,1.720586
1,0.0,5.086837
1,0.0,0.998981
0,1.555386,0.0
0,2.773376,0.0
1,0.0,2.427746
0,1.716586,0.0
0,2.566005,0.0
0,4.18239,0.0
0,1.187111,0.0
1,0.0,3.98314
0,1.299247,0.0
0,1.157025,0.0
1,0.246805,0.617012
0,1.911263,0.0
0,3.849493,0.0
0,2.439024,0.0
1,0.320366,1.174676
1,0.0,2.280702
1,0.0,3.876464
1,0.043777,1.532208
1,0.0,1.058315
1,0.144181,0.865088
1,0.0,0.681265
0,1.734641,0.0
1,0.0,1.353093
0,3.640662,0.0
1,0.0,7.907574
0,0.424242,0.424242
0,0.541015,0.0
1,0.115132,0.978618
0,6.018692,0.0
0,4.974619,0.0
1,0.0,1.166667
1,0.040323,2.217742
1,0.0,0.301021
1,0.263902,8.378888
0,1.661141,0.0
0,2.699725,0.0
0,1.213274,0.0
0,2.648649,0.0
1,0.0,4.269663
1,0.0,1.774648
0,0.807975,0.0
1,0.0,4.776903
0,1.345076,0.0
1,0.0,0.596591
1,0.0,0.245327
1,0.222859,1.649156
1,0.0,0.244791
1,0.0,3.018242
0,0.251156,0.00966
0,1.85738,0.0
1,0.0,0.354655
0,1.360104,0.0
1,0.0,0.22001
0,2.114804,0.0
0,1.925134,0.0
0,3.641618,0.0
0,2.61927,0.0
1,0.0,8.246073
1,0.0,7.235955
0,0.911063,0.0
1,0.0,10.322581
1,0.449438,1.797753
0,1.817274,0.0
1,0.477099,0.839695
1,0.0,0.256959
0,0.223499,0.0
0,0.93536,0.0
1,0.0,2.871795
0,0.562701,0.0
0,0.231405,0.0
1,0.0,2.545455
0,1.024096,0.0
0,0.804233,0.0
0,0.604339,0.0
1,0.0,10.434783
0,4.73161,0.0
0,2.167577,0.0
1,0.0,10.752688
0,2.000986,0.0
0,3.294118,0.0
0,1.153266,0.0
1,0.0,5.685279
1,0.0,5.73494
1,0.0,3.435583
1,0.0,0.2589
0,3.939394,0.0
0,3.414634,0.0
1,0.0,4.509517
0,1.824719,0.0
1,0.014424,0.764476
0,1.056394,0.0
0,2.857143,0.0
0,0.522473,0.022716
1,1.296296,0.576132
1,0.0,0.425424
1,0.0,0.862423
0,0.683594,0.0
0,2.401525,0.0
0,1.408766,0.0
1,0.0,0.259459
1,0.0,3.563636
0,0.688283,0.327754
0,0.627521,0.0
0,5.790754,0.0
1,0.0,3.589744
1,0.0,4.117647
1,0.237288,1.502825
1,0.0,8.392857
0,1.032056,0.0
0,3.096061,0.0
1,0.0,3.48767
1,0.0,10.103093
1,0.0,2.553191
0,1.925344,0.0
0,2.904564,0.0
1,0.0,7.934509
0,1.06933,0.0
1,0.0,18.158416
1,0.0,0.298932
1,0.0,4.072727
0,2.237443,0.0
0,0.478011,0.0
1,0.0,3.826087
0,1.237721,0.0
1,0.0,15.282309
0,2.486938,0.0
0,0.6,0.0
1,0.0,3.119266
1,0.0,0.719178
0,1.628217,0.0
1,0.0,0.228696
0,3.064295,0.0
1,0.0,0.307018
1,0.0,7.959866
1,0.0,0.30059
1,0.0,2.841148
1,0.0,4.64455
1,0.0,2.48731
1,0.908108,0.410811
1,0.0,2.890855
1,0.0,2.063492
0,0.738137,0.0
1,0.0,0.747331
0,1.126926,0.054972
0,0.868613,0.0
0,3.978904,0.164079
0,2.687609,0.0
0,1.783717,0.0
0,6.390346,0.220357
1,0.0,2.833052
1,0.327358,0.545596
1,1.781065,0.745562
0,1.469734,0.0
0,0.387227,0.0
0,1.322537,0.0
1,0.0,3.255814
1,0.0,5.04
1,0.0,6.852058
1,0.0,8.171206
0,1.452659,0.0
0,2.120141,0.0
0,1.057819,0.0
1,0.0,3.971631
1,0.0,0.293347
1,0.0,3.619271
1,0.208955,1.044776
1,0.0,2.589595
0,3.414634,0.0
1,0.19943,2.592593
0,3.688431,0.0
1,0.0,0.303907
0,0.731283,0.0
0,4.980237,0.0
1,0.0,7.979275
0,4.016659,0.0
0,0.767123,0.0
1,0.0,2.817148
0,0.621532,0.0
1,0.0,2.295082
1,0.0,2.372881
1,0.197276,1.183654
0,1.587045,0.0
1,0.0,3.529412
1,0.0,2.692308
0,0.562701,0.0
1,0.377358,3.54717
1,0.0,6.282051
1,0.0,3.149284
0,3.835616,0.0
0,1.705534,0.0
1,0.0,4.737456
0,1.12964,0.0
0,1.088788,0.0
0,0.339497,0.0
0,1.308411,0.0
0,0.729167,0.0
0,0.925267,0.0
0,5.298058,0.093771
0,3.719165,0.0
1,0.0,3.728814
1,0.0,21.137255
1,0.825147,1.925344
0,1.431043,0.0
1,0.0,5.7289
0,1.637672,0.0
0,4.749263,0.0
1,0.449839,1.499464
1,0.10118,1.382799
1,0.0,4.325843
0,1.284644,0.0
1,0.057354,2.982384
0,0.631342,0.0
0,2.005731,0.0
0,10.953545,0.0
0,0.771078,0.059314
0,3.869347,0.0
1,0.0,7.657078
0,0.826402,0.0
0,0.50308,0.0
1,0.028523,0.532428
0,0.201771,0.0
0,0.344319,0.0
0,1.363711,0.0
0,3.035714,0.0
1,0.0,20.660194
1,0.0,5.816024
0,7.808765,0.0
1,0.0,2.419753
1,0.0,2.493639
1,0.0,0.29304
1,0.02763,2.044602
1,0.0,0.278054
0,2.706835,0.06295
1,0.015319,0.765948
1,0.316027,4.108352
1,0.0,2.007435
1,0.0,0.220762
1,0.0,2.410016
0,2.445415,0.0
1,0.076923,0.692308
1,0.0,7.639383
0,0.297798,0.0
1,0.0,10.827338
1,0.0,3.947939
1,0.0,1.200312
0,0.458828,0.0
1,0.0,2.523719
0,2.559775,0.0
1,0.0,9.835575
0,2.454955,0.0
0,6.135458,0.0
0,0.201105,0.0
0,2.712177,0.0
1,0.0,3.423913
0,0.189036,0.0
0,1.879662,0.0
1,0.0,1.702526
1,0.0,1.461596
0,2.288828,0.0
0,4.09699,0.117057
0,12.222222,0.0
1,0.0,1.69697
0,0.849388,0.104311
0,1.046338,0.0
0,1.430499,0.0
0,0.836653,0.0
0,1.623711,0.0
0,1.601569,0.0
1,0.0,1.789773
1,0.41029,2.005861
1,0.0,3.363363
1,0.0,0.256959
0,1.647059,0.0
1,0.0,6.968326
1,0.0,0.352201
0,0.527875,0.0
1,0.0,0.303797
0,2.384428,0.0
1,1.243129,1.124736
0,1.406491,0.0
0,0.529248,0.0
1,0.0,1.246819
0,1.909091,0.0
1,0.0,4.524126
1,0.0,7.235955
1,0.045857,2.797249
0,1.203859,0.0
1,0.0,0.293809
0,0.638298,0.0
0,0.99115,0.0
0,1.802575,0.0
0,3.10536,0.0
0,2.748691,0.0
0,0.723781,0.0
0,1.917808,0.0
0,0.751678,0.0
1,0.0,0.381992
1,0.0,0.255786
1,0.0,6.67129
1,0.105422,1.054217
1,0.093834,0.797587
0,2.345277,0.0
1,0.0,0.231692
1,0.0,7.524229
0,0.217256,0.0
1,0.0,0.189189
0,5.714286,0.0
0,2.367391,0.0
0,1.454965,0.0
0,0.592296,0.0
0,0.240586,0.01046
0,1.062843,0.039365
1,0.0,0.272506
0,1.967213,0.0
0,2.857143,0.0
1,0.0,2.589771
0,5.747549,0.0
0,1.954625,0.0
0,3.63047,0.0
0,2.40585,0.0
1,0.0,0.940745
0,0.853527,0.0
1,0.0,1.949367
1,0.0,4.337674
1,0.0,3.320158
1,0.0,1.621175
0,2.295082,0.0
1,0.0,0.275049
1,0.422961,4.229607
1,0.0,10.401606
0,0.46814,0.0
1,0.0,3.191824
1,0.0,9.865067
0,0.853659,0.0
1,0.0,1.751368
1,0.0,4.780488
0,2.172414,0.0
1,0.103704,1.244444
1,0.0,0.447046
0,5.142857,0.0
1,0.0,0.283832
1,0.0,0.470927
0,1.882353,0.0
1,0.293501,1.467505
0,0.627803,0.0
0,0.342298,0.0
1,0.0,7.771186
0,5.533088,0.0
1,0.0,7.636364
1,0.360029,1.800147
0,1.647059,0.0
1,0.0,0.300429
0,2.191168,0.0
1,0.0,0.246479
1,0.0,0.330189
1,0.0,3.172805
1,0.070493,4.441088
0,6.393963,0.0
0,0.401774,0.0
1,0.081823,9.655172
0,0.748263,0.0
0,2.32687,0.0
0,0.402218,0.0
1,0.066366,2.654658
1,0.0,6.864516
0,0.791786,0.0
1,0.168675,3.710843
0,0.575056,0.0
0,3.16129,0.0
0,1.471327,0.0
0,1.135029,0.0
0,0.511416,0.0
0,0.699806,0.0
0,1.739563,0.0
1,0.0,9.481268
0,0.352978,0.044122
1,0.0,2.032668
0,2.596154,0.0
0,1.517355,0.0
0,0.838742,0.0
0,1.847169,0.0
0,2.532965,0.0
1,0.0,0.371462
0,2.276423,0.0
1,0.0,2.109589
1,0.0,1.111111
0,2.091954,0.16092
1,0.0,10.602782
0,0.914286,0.0
1,0.055985,0.671821
1,0.0,10.635659
1,0.0,5.73494
0,2.222222,0.0
0,0.300185,0.0
0,1.397206,0.0
0,1.938365,0.0
1,0.0,0.648899
0,2.447552,0.0
0,1.190176,0.0
1,0.037604,3.459576
0,3.283186,0.0
0,2.213855,0.0
1,0.0,5.436893
0,3.3829,0.0
1,0.0,0.248227
1,0.0,5.746725
0,3.47567,0.0
1,0.0,4.992248
0,5.6,0.0
0,0.102689,0.0
1,0.0,2.309028
0,1.720856,0.0
1,0.0,0.485981
1,0.045263,0.497898
1,0.0,2.48337
0,3.294679,0.0
0,3.211009,0.0
1,0.0,0.218778
1,0.056864,1.592201
1,0.0,2.61927
0,0.878124,0.0
1,0.0,2.608696
1,0.159751,0.958506
1,0.0,3.90303
1,0.079007,3.792325
0,1.09589,0.0
1,0.1044,1.461596
1,0.0,14.482759
0,3.127273,0.0
1,0.05473,2.18921
1,0.0,0.761461
1,0.0,0.139442
0,3.82906,0.0
1,0.0,1.080386
1,0.0,0.485269
1,0.0,1.334923
0,1.457643,0.0
1,0.0,7.535411
0,4.13738,0.0
1,0.0,4.207012
0,5.753425,0.0
1,0.0,2.09284
0,0.768761,0.0
1,0.092105,3.868421
1,0.0,3.352113
1,0.0,1.440329
0,2.682927,0.0
1,0.0,4.079208
1,0.0,6.666667
1,0.0,0.310323
0,2.723735,0.0
1,0.0,1.473684
0,2.280453,0.0
1,0.0,2.585752
1,0.0,1.462599
1,0.0,0.205882
0,1.853189,0.0
1,0.08262,0.950133
0,2.913097,0.0
0,0.636846,0.0
0,0.834516,0.0
0,3.991552,0.0
1,0.0,8.402025
0,3.37931,0.0
0,1.943817,0.0
1,0.3137,4.481434
1,0.0,9.192886
1,0.0,4.440299
1,0.0,3.429844
1,0.0,4.789474
0,0.368542,0.0
0,2.01289,0.017353
0,0.840769,0.0
0,1.917808,0.0
1,0.0,6.333013
0,2.091075,0.0
0,0.456547,0.0
0,1.723666,0.0
1,0.0,4.198385
0,2.618807,0.035389
0,0.691417,0.0
1,0.0,0.290105
1,0.0,1.413122
0,0.770207,0.118493
0,1.013491,0.0
0,1.545511,0.0
0,4.643735,0.0
0,4.590164,0.0
1,0.0,0.25229
0,1.488043,0.0
0,1.585067,0.0
0,1.931034,0.321839
1,0.0,3.268482
0,0.405405,0.135135
0,4.469783,0.0
0,2.931937,0.0
1,0.0,2.923833
0,0.818995,0.0
0,3.957597,0.0
0,2.093059,0.0
0,2.182952,0.0
0,3.387097,0.0
0,2.356067,0.0
1,0.0,3.155353
0,3.598131,0.0
1,0.0,1.195122
1,0.0,3.645833
1,0.0,2.055268
0,0.625931,0.0
1,0.0,0.787623
1,0.0,2.451362
0,3.853211,0.0
1,0.0,4.987572
1,0.0,8.56383
0,1.069156,0.0
1,0.289655,0.386207
1,0.0,3.401535
1,0.0,6.829268
0,0.945946,0.0
1,0.0,0.22391
1,0.115416,5.482275
1,0.0,1.618497
1,0.0,0.29872
0,1.363897,0.0
0,4.095745,0.0
0,2.056497,0.0
1,0.012423,2.087142
1,0.89537,0.931184
1,0.0,9.984825
0,4.468085,0.0
1,0.0,3.756098
1,0.122915,2.458297
1,0.0,3.375431
1,0.0,10.702028
0,2.149123,0.0
1,0.0,6.028708
0,0.49788,0.0
1,0.0,2.300885
0,2.615117,0.0
1,0.0,7.008929
0,1.042383,0.0
0,1.763668,0.0
1,0.0,3.371105
0,2.316176,0.0
1,0.0,2.114804
1,0.0,2.937063
0,2.511962,0.111643
0,1.984252,0.0
0,1.631464,0.0
0,2.836946,0.0
0,3.11804,0.0
1,0.0,2.823529
1,0.0,2.54183
0,0.310797,0.0
0,5.811321,0.0
0,0.767474,0.0
0,0.34256,0.0
0,2.357343,0.0
1,0.0,10.246057
0,5.233645,0.0
0,0.16,0.0
0,1.888247,0.0
0,1.773172,0.0
1,0.0,1.904762
1,0.0,4.063861
0,1.584158,0.0
0,1.305742,0.040804
0,2.63048,0.0
0,1.297115,0.0
0,2.914027,0.0
0,0.38454,0.0
1,0.0,6.569579
0,5.686534,0.0
1,0.407674,6.079137
1,0.0,2.157165
0,6.039216,0.0
1,0.0,7.289048
1,0.375335,4.504021
1,0.0,2.816092
0,1.30077,0.0
1,0.0,0.994924
0,1.545936,0.0
0,3.939394,0.0
1,0.0,2.927757
0,1.802575,0.0
1,0.907153,1.122005
0,1.190645,0.0
1,0.0,3.993617
0,1.618052,0.0
1,0.0,2.968198
1,0.363008,5.324114
0,3.475177,0.0
1,0.0,0.174238
1,0.0,10.132939
1,0.0,4.820359
1,0.0,0.29745
0,0.524345,0.0
0,2.916667,0.138889
1,0.03107,1.615624
1,0.0,3.058104
0,3.602941,0.0
0,2.666667,0.0
1,0.0,0.686948
1,0.0,0.295047
1,0.0,4.100418
1,0.0,2.920046
0,3.95539,0.0
0,3.290247,0.0
0,2.430556,0.0
1,0.677419,1.053763
1,0.0,6.405229
0,0.495214,0.0
1,0.0,0.254816
1,0.0,6.898551
1,0.0,1.668322
1,0.0,0.851064
1,0.080738,1.130334
0,1.262399,0.0
0,0.513162,0.0
1,0.023427,2.647256
0,0.529139,0.0
1,0.0,1.003584
1,0.0,0.474041
1,0.0,2.3918
0,1.33627,0.0
0,2.356902,0.0
1,0.0,5.517874
0,10.511945,0.0
1,0.0,8.265683
1,0.0,2.049405
0,6.222222,0.0
0,3.207171,0.0
1,0.202166,1.212996
0,0.79096,0.0
0,1.958763,0.0
1,0.0,6.25
0,2.15789,0.055331
0,5.401929,0.0
0,2.910394,0.0
0,1.948956,0.0
1,0.0,1.296296
1,0.0,4.048193
1,0.0,3.972758
1,0.612795,1.131313
0,0.567568,0.0
0,1.045333,0.0
1,0.0,2.931937
0,2.397808,0.0
0,1.787234,0.0
0,5.481928,0.0
0,1.451852,0.0
0,3.131524,0.0
1,0.0,3.921162
1,0.263299,0.601827
1,0.0,0.248117
1,0.080552,4.10817
1,0.0,1.705278
1,0.0,1.104167
1,0.0,0.963303
1,0.082742,0.910165
0,5.065789,0.0
0,2.623829,0.0
0,1.896163,0.0
0,1.573034,0.0
1,0.0,0.878661
0,3.208333,0.0
0,5.359629,0.0
1,0.494608,1.613983
0,0.946555,0.0
0,3.921902,0.0
0,2.382199,0.0
0,3.854474,0.0
0,0.984529,0.0
1,0.175219,1.664581
1,0.0,2.78453
1,0.0,2.126299
1,0.0,0.296505
1,0.0,1.595442
1,0.0,8.122867
1,0.130719,0.326797
0,1.73913,0.0
0,5.104167,0.0
0,0.418223,0.104556
0,0.285423,0.0
0,0.834327,0.0
0,2.65896,0.0
1,0.0,0.503597
0,4.552846,0.0
0,0.57783,0.0
0,4.072727,0.0
0,1.854305,0.0
1,0.0,2.816092
1,0.0,3.743316
0,1.531915,0.0
1,0.180645,5.563871
1,0.0,1.893598
1,0.0,0.689316
1,0.0,0.452617
1,0.214231,0.642693
0,1.681682,0.0
1,0.0,3.58209
0,2.223987,0.0
1,0.0,8.862938
0,0.688976,0.0
1,0.0,0.247715
1,0.0,4.455852
0,1.471523,0.0
1,0.0,1.960784
0,0.920218,0.0
0,1.769352,0.0
1,0.0,4.600939
0,1.478873,0.0
0,1.059211,0.0
1,0.0,5.267327
1,0.0,3.471074
0,0.700876,0.0
1,0.0,2.978723
0,0.341054,0.0
1,0.040765,1.10065
0,1.014493,0.0
0,2.193211,0.0
1,0.0,3.532537
0,5.634146,0.170732
1,0.0,3.862069
1,0.0,7.605634
1,0.0,2.390608
1,0.0,1.084571
0,1.440988,0.0
0,0.894569,0.0
0,10.037736,0.0
0,1.681293,0.0
0,1.362057,0.0
1,0.0,0.566802
1,0.0,2.941176
0,1.431373,0.0
0,1.867445,0.0
1,0.0,1.614414
0,0.631342,0.0
0,4.565217,0.0
1,0.0,0.4
1,0.0,0.252594
1,1.06961,0.831919
0,3.284101,0.0
0,0.858896,0.0
1,0.0,10.4414
0,2.150838,0.0
1,0.126013,0.50405
1,0.0,6.28331
0,1.494616,0.376903
1,0.0,4.924623
0,6.041276,0.0
1,0.0,6.049383
0,1.558029,0.0
0,2.806604,0.0
0,1.663366,0.0
1,0.0,8.311346
1,0.0,5.913682
1,0.0,3.043478
1,0.0,2.142857
0,1.053665,0.0
0,0.989899,0.0
1,0.016584,0.713101
0,1.342406,0.0
0,2.074326,0.0
0,3.222836,0.0
0,1.029412,0.0
0,1.885057,2.275862
0,0.837488,0.139581
0,3.783784,0.0
0,1.962158,0.0
1,0.430108,1.424731
1,0.043853,4.560689
1,0.0,2.927757
1,0.0,3.398058
1,0.0,2.761021
0,3.644717,0.0
0,1.493333,0.0
0,2.921739,0.0
0,1.122244,0.0
1,0.0,1.434226
0,0.419162,0.0
0,1.896163,0.0
1,0.0,3.4
0,0.823778,0.0
1,0.0,2.057311
1,0.0,3.287671
0,1.092531,0.0
0,1.904762,0.0
1,0.0,3.535354
0,1.41573,0.0
0,1.846966,0.0
0,2.863636,0.0
1,0.0,0.264859
0,1.223941,0.248823
1,0.0,1.097322
0,1.149373,0.0
0,2.199776,0.0
0,0.393854,0.015148
0,1.237163,0.0
0,1.695413,0.0
0,3.550065,0.0
1,0.569106,1.233062
0,1.676275,0.0
0,2.389728,0.0
0,1.179643,0.0
1,0.0,2.668361
1,0.0,1.782566
0,1.55902,0.0
1,0.0,5.455503
0,0.860816,0.0
0,3.043478,0.0
1,0.0,3.172805
1,0.0,4.162996
0,0.369515,0.057737
0,3.314394,0.0
1,0.989529,2.78534
1,0.0,2.701754
0,5.945946,0.0
0,0.940745,0.0
1,0.0,1.796644
1,0.0,2.8125
1,0.0,6.384365
1,0.214161,2.84528
1,0.16568,2.098619
1,0.141414,8.484848
1,0.157127,7.384961
0,0.440175,0.0
0,2.070325,0.0
1,0.0,2.961918
0,0.54211,0.0
1,0.0,6.363636
1,0.0,0.256215
0,1.168672,0.0
0,3.736264,0.0
0,2.285714,0.0
1,0.097629,1.659693
1,0.0,3.353293
1,0.34188,1.025641
0,3.058252,0.0
1,0.0,9.777117
1,0.0,0.997151
1,0.496493,0.353062
1,0.0,0.245112
1,0.0,0.325041
0,1.301461,0.0
0,3.5,0.0
1,0.0,1.942646
1,0.0,4.409449
0,1.891892,0.0
0,3.391003,0.0
0,5.384615,0.0
0,3.708609,0.0
1,0.0,0.249666
0,0.856507,0.0
1,0.082693,1.488482
1,0.0,5.416667
0,0.096233,0.038493
1,0.0,0.271318
1,0.0,4.104938
1,0.41841,2.050209
1,0.0,0.443389
1,0.0,0.783582
0,1.319372,0.0
0,0.769231,0.0
0,1.724403,0.0
0,1.145833,0.0
1,0.25248,1.136159
1,0.321691,0.257353
